justifia	VERB	justifier
Question	NOUN	question
mieux	ADV	mieux
-ce	PRON	-ce
je	PRON	je
il	PRON	il
ai	AUX	avoir
,	PUNCT	,
son	DET	son
car	CCONJ	car
Là	PROPN	Là
.	PUNCT	.
a	AUX	avoir
qu'	SCONJ	que
tu	VERB	taire
.	PUNCT	.
il	PRON	il
a	VERB	avoir
ira	VERB	aller
j'	PRON	je
—	PUNCT	—
ce	PRON	ce
Face-de-Lune	PROPN	Face-de-Lune
cette	DET	ce
avait	AUX	avoir
répondu	VERB	répondre
prête	ADJ	prêt
tête	NOUN	tête
épaule	NOUN	épaule
il	PRON	il
a	AUX	avoir
vingt	NUM	vingt
ricanante	ADJ	ricanant
hoché	VERB	hocher
gravement	ADV	gravement
.	PUNCT	.
plus	ADV	plus
la	DET	le
J'	PRON	je
son	DET	son
Une	DET	un
entendu	VERB	entendre
à	ADP	à
sur	ADP	sur
)	PUNCT	)
apparue	VERB	apparaître
c'	PRON	ce
perchée	ADJ	percher
était	AUX	être
parler	VERB	parler
de	ADP	de
avais	VERB	avoir
bouffer	NOUN	bouffer
Face-de-Lune	NOUN	face-de-lune
,	PUNCT	,
mort	NOUN	mort
la	DET	le
son	DET	son
,	PUNCT	,
maladie	NOUN	maladie
et	CCONJ	et
.	PUNCT	.
—	PUNCT	—
.	PUNCT	.
âme	NOUN	âme
temporelle	ADJ	temporel
J'	PRON	je
ai	AUX	avoir
lui	PRON	lui
:	PUNCT	:
,	PUNCT	,
ans	NOUN	an
oscillation	NOUN	oscillation
humains	NOUN	humain
,	PUNCT	,
Uni	PROPN	Uni
vous	PRON	vous
ont	AUX	avoir
(	PUNCT	(
tôt	ADV	tôt
votre	DET	votre
Sail	PROPN	Sail
commencé	VERB	commencer
les	DET	le
Pléiadims	NOUN	pléiadim
où	PRON	où
s'	PRON	se
WARP	PROPN	WARP
le	DET	le
.	PUNCT	.
apprendrait	VERB	apprendre
du	ADP	de
rappelle	VERB	rappeler
développer	VERB	développer
on	PRON	on
que	SCONJ	que
le	DET	le
se	PRON	se
Saut	PROPN	Saut
Saut	PROPN	Saut
aux	ADP	à
principe	NOUN	principe
,	PUNCT	,
,	PUNCT	,
et	CCONJ	et
a	AUX	avoir
qui	PRON	qui
au	ADP	au
à	ADP	à
,	PUNCT	,
Je	PRON	je
offert	VERB	offrir
vous	PRON	vous
que	SCONJ	que
cas	NOUN	cas
chose	NOUN	chose
ce	PRON	ce
sont	AUX	être
incidemment	VERB	incidemmer
quand	SCONJ	quand
dans	ADP	dans
Warp	PROPN	Warp
autre	ADJ	autre
maîtrisé	VERB	maîtriser
contenté	VERB	contenter
)	PUNCT	)
était	AUX	être
le	DET	le
Warp	ADJ	warp
est	AUX	être
.	PUNCT	.
et	CCONJ	et
et	CCONJ	et
années	NOUN	année
40	NUM	40
qu'	PRON	qu'
des	DET	un
la	DET	le
n'	ADV	n'
.	PUNCT	.
complaît	VERB	complaire
pas	ADV	pas
pas	ADV	pas
humaines	ADJ	humain
on	PRON	on
,	PUNCT	,
Vadapter	VERB	vadapter
physiologie	NOUN	physiologie
à	ADP	à
aussi	ADV	aussi
bien	ADV	bien
était	AUX	être
inventeur	NOUN	inventeur
Bref	ADV	bref
aujourd'hui	ADV	aujourd'hui
technologie	NOUN	technologie
,	PUNCT	,
de	ADP	de
la	DET	le
qu'	PRON	qu'
n'	ADV	n'
Saut	PROPN	Saut
se	PRON	se
,	PUNCT	,
génie	NOUN	génie
à	ADP	à
dans	ADP	dans
les	DET	le
l'	DET	le
de	ADP	de
célébrer	VERB	célébrer
souvent	ADV	souvent
maintenant	ADV	maintenant
-là	DET	-là
sombraient	ADV	sombraient
aberrations	NOUN	aberration
et	CCONJ	et
coincés	VERB	coincer
disparaissaient	VERB	disparaître
vaisseaux	NOUN	vaisseau
d'	ADP	de
au	ADP	au
crashaient	VERB	crasher
ou	CCONJ	ou
de	ADP	de
à	ADP	à
avec	ADP	avec
,	PUNCT	,
des	DET	un
ou	CCONJ	ou
émerger	VERB	émerger
temporelles	ADJ	temporel
simplement	ADV	simplement
planètes	NOUN	planète
certains	PRON	certains
tiraient	NOUN	tiraient
des	DET	un
des	DET	un
étoiles	NOUN	étoile
:	PUNCT	:
ceux	PRON	celui
microfailles	ADJ	microfaille
Il	PRON	il
de	ADP	de
en	ADP	en
se	PRON	se
rester	VERB	rester
arrivait	VERB	arriver
sur	ADP	sur
s'	PRON	se
purement	ADV	purement
dans	ADP	dans
d'	ADP	de
trous	NOUN	trou
aussi	ADV	aussi
les	DET	le
noirs	ADJ	noir
,	PUNCT	,
.	PUNCT	.
dans	ADP	dans
périmètres	NOUN	périmètre
mieux	NOUN	mieux
dans	ADP	dans
attendait	VERB	attendre
oscillation	NOUN	oscillation
.	PUNCT	.
62	PRON	62
.	PUNCT	.
(	PUNCT	(
une	DET	un
toujours	ADV	toujours
autoshoot	ADJ	autoshoot
tiraient	NOUN	tiraient
su	VERB	savoir
la	PRON	le
devenait	VERB	devenir
son	DET	son
s'	PRON	se
près	ADV	près
époque	NOUN	époque
Mais	CCONJ	mais
grabat	NOUN	grabat
)	PUNCT	)
mon	DET	mon
rare	VERB	rare
ampoule	NOUN	ampoule
quand	SCONJ	quand
A	VERB	avoir
ils	PRON	il
,	PUNCT	,
on	PRON	on
du	ADP	de
l'	DET	le
On	PRON	on
l'	DET	le
en	ADP	en
guérir	VERB	guérir
oscillation	NOUN	oscillation
.	PUNCT	.
que	SCONJ	que
en	ADP	en
Accroupis	NOUN	accroupi
.	PUNCT	.
n'	ADV	n'
temporelle	PRON	temporelle
en	PRON	en
a	AUX	avoir
jamais	ADV	jamais
,	PUNCT	,
—	VERB	—
mourait	NOUN	mourait
fasse	PRON	fasse
on	PRON	on
notes	NOUN	note
(	PUNCT	(
de	ADP	de
de	ADP	de
ligne	NOUN	ligne
,	PUNCT	,
effet	NOUN	effet
malade	NOUN	malade
Gitane	PROPN	Gitane
l'	DET	le
long	NOUN	long
de	ADP	de
périodes	NOUN	période
Titane	PROPN	Titane
de	ADP	de
vie	NOUN	vie
oscillation	NOUN	oscillation
ne	ADV	ne
quand	SCONJ	quand
la	PRON	le
l'	DET	le
,	PUNCT	,
de	ADP	de
ampoules	NOUN	ampoule
de	ADP	de
permettent	NOUN	permettent
les	DET	le
premières	ADJ	premier
)	PUNCT	)
pour	ADP	pour
dériver	VERB	dériver
Anneaux	NOUN	anneau
réduire	VERB	réduire
sa	DET	son
de	ADP	de
amplitude	NOUN	amplitude
des	ADP	de
voire	CCONJ	voire
de	ADP	de
mais	CCONJ	mais
à	ADP	à
brèves	NOUN	brève
empêcher	VERB	empêcher
nouveau	ADJ	nouveau
le	DET	le
stabiliser	VERB	stabiliser
ces	DET	ce
le	DET	le
-	PROPN	-
peuvent	VERB	pouvoir
s'	PRON	se
éclaté	VERB	éclater
s'	SCONJ	s'
mal	NOUN	mal
shootes	NOUN	shoote
non	ADV	non
ont	AUX	avoir
:	PUNCT	:
l'	DET	le
.	PUNCT	.
,	PUNCT	,
tu	SCONJ	tu
.	PUNCT	.
de	ADP	de
de	ADP	de
cette	DET	ce
relevé	VERB	relever
le	DET	le
bleue	ADJ	bleu
:	PUNCT	:
est	AUX	être
Surveille	PROPN	Surveille
vers	ADP	vers
la	DET	le
s'	PRON	se
salle	NOUN	salle
.	PUNCT	.
Il	PRON	il
ampoule	NOUN	ampoule
Je	PRON	je
il	PRON	il
éclipsé	ADJ	éclipser
coms	NOUN	com
le	DET	le
vais	VERB	aller
Face-de-Lune	NOUN	face-de-lune
est	AUX	être
sans	ADP	sans
avec	ADP	avec
-	PUNCT	-
régresse	VERB	régresse
répondre	VERB	répondre
ce	DET	ce
trop	ADV	trop
vite	ADV	vite
—	PUNCT	—
dans	ADP	dans
temps	NOUN	temps
ex-poste	NOUN	ex-poste
pendant	ADP	pendant
tourné	VERB	tourner
,	PUNCT	,
)	PUNCT	)
de	ADP	de
calencher	VERB	calencher
l'	DET	le
pilotage	NOUN	pilotage
plus	ADV	plus
grabataire	NOUN	grabataire
,	PUNCT	,
voir	VERB	voir
ce	DET	ce
espionner	VERB	espionner
question	NOUN	question
resté	VERB	rester
que	SCONJ	que
entre	ADP	entre
en	PRON	en
aurais	VERB	avoir
le	DET	le
partagé	VERB	partager
afin	ADV	afin
le	DET	le
je	PRON	je
,	PUNCT	,
suis	AUX	être
le	DET	le
dos	NOUN	dos
j'	PRON	je
(	PUNCT	(
et	CCONJ	et
Or	CCONJ	or
là	ADV	là
grabataire	NOUN	grabataire
pour	ADP	pour
indécis	NOUN	indécis
...	PUNCT	...
envie	NOUN	envie
dès	ADP	dès
d'	ADP	de
la	DET	le
l'	DET	le
un	DET	un
crainte	NOUN	crainte
de	ADP	de
suivre	VERB	suivre
et	CCONJ	et
peu	ADV	peu
en	ADP	en
savoir	VERB	savoir
saillaient	VERB	saillir
semblait	VERB	sembler
solides	NOUN	solide
de	ADP	de
poitrine	NOUN	poitrine
couleurs	NOUN	couleur
ne	ADV	ne
de	ADP	de
des	ADP	de
calencher	VERB	calencher
déridée	VERB	dérider
,	PUNCT	,
vue	NOUN	vue
sont	AUX	être
disposé	VERB	disposer
développait	VERB	développer
des	DET	un
sur	ADP	sur
les	DET	le
drus	NOUN	dru
reprenait	VERB	reprendre
d'	ADP	de
et	CCONJ	et
du	ADP	de
il	PRON	il
tout	DET	tout
os	NOUN	os
ne	ADV	ne
,	PUNCT	,
noirs	ADJ	noir
muscles	ADJ	muscle
,	PUNCT	,
à	ADP	à
sa	DET	son
poussaient	VERB	pousser
:	PUNCT	:
plus	ADV	plus
,	PUNCT	,
se	PRON	se
œil	NOUN	œil
gonflaient	VERB	gonfler
à	ADP	à
crâne	NOUN	crâne
sa	DET	son
peau	NOUN	peau
cheveux	ADJ	cheveux
plus	ADV	plus
,	PUNCT	,
dents	NOUN	dent
son	DET	son
voyaient	VERB	voir
entre	ADP	entre
mieux	ADV	mieux
plafond	NOUN	plafond
,	PUNCT	,
fixant	VERB	fixer
apparues	ADJ	apparue
va	VERB	aller
étaient	AUX	être
yeux	NOUN	oeil
pivoté	VERB	pivoter
vers	ADP	vers
—	PUNCT	—
à	ADP	à
.	PUNCT	.
ses	DET	son
,	PUNCT	,
on	PRON	on
dilatées	VERB	dilater
d'	ADP	de
ouverts	VERB	ouvrir
Hé	PROPN	Hé
elles	PRON	lui
lèvres	NOUN	lèvre
sont	AUX	être
grimaçantes	NOUN	grimaçante
ne	ADV	ne
me	PRON	me
pupilles	NOUN	pupille
regard	NOUN	regard
!	PUNCT	!
:	PUNCT	:
Ses	DET	son
moi	PRON	moi
atterré	ADJ	atterrer
se	PRON	se
pas	ADV	pas
le	DET	le
mais	CCONJ	mais
!	PUNCT	!
Sa	DET	son
.	PUNCT	.
que	SCONJ	que
tête	NOUN	tête
a	AUX	avoir
un	DET	un
ses	DET	son
ça	PRON	cela
tournées	VERB	tourner
dirait	VERB	dire
C'	PRON	ce
intérieur	NOUN	intérieur
est	AUX	être
ressemblait	VERB	ressembler
que	SCONJ	que
—	ADJ	—
l'	DET	le
s'	PRON	se
à	ADP	à
murmuré	VERB	murmurer
grimaçant	ADJ	grimaçant
,	PUNCT	,
passée	VERB	passer
,	PUNCT	,
Il	PRON	il
corps	NOUN	corps
incompréhensible	NOUN	incompréhensible
envers	NOUN	envers
sa	DET	son
à	ADP	à
d'	ADP	de
à	ADP	à
pénible	ADJ	pénible
lui-même	PRON	lui-même
chose	NOUN	chose
.	PUNCT	.
réjuvénation	NOUN	réjuvénation
.	PUNCT	.
poursuivait	VERB	poursuivre
vieille	ADJ	vieux
muré	VERB	murer
assez	ADV	assez
a	AUX	avoir
tandis	ADV	tandis
bande	ADV	bande
quelque	DET	quelque
était	AUX	être
ça	PRON	cela
son	DET	son
l'	DET	le
dans	ADP	dans
magnétique	ADJ	magnétique
,	PUNCT	,
un	DET	un
silence	NOUN	silence
une	DET	un
de	ADP	de
puis	CCONJ	puis
observer	VERB	observer
—	NOUN	—
en	ADP	en
ça	PRON	cela
rides	NOUN	ride
sur	ADP	sur
tombaient	NOUN	tombaient
se	PRON	se
car	CCONJ	car
les	DET	le
lutte	NOUN	lutte
douleur	NOUN	douleur
poils	NOUN	poil
surgissaient	VERB	surgir
rougissait	VERB	rougir
toute	ADJ	tout
pas	ADV	pas
graisse	NOUN	graisse
Tek	PROPN	Tek
tour	NOUN	tour
muscles	NOUN	muscle
sa	DET	son
-	PUNCT	-
et	CCONJ	et
une	DET	un
se	PRON	se
Ay	PROPN	Ay
passait	VERB	passer
se	PRON	se
livraient	VERB	livrer
et	CCONJ	et
,	PUNCT	,
s'	PRON	se
minutes	NOUN	minute
sans	ADP	sans
puis	CCONJ	puis
sa	DET	son
:	PUNCT	:
quelques	DET	quelque
tordait	VERB	tordre
,	PUNCT	,
pâlissait	VERB	pâlir
effaçaient	ADV	effaçaient
peau	NOUN	peau
tour	NOUN	tour
,	PUNCT	,
des	DET	un
paillasse	NOUN	paillasse
ne	ADV	ne
,	PUNCT	,
de	ADP	de
à	ADP	à
à	ADP	à
vie	NOUN	vie
à	ADP	à
Il	PRON	il
sorti	ADJ	sortir
craqué	VERB	craquer
une	DET	un
rien	PRON	rien
le	PRON	le
—	VERB	—
je	PRON	je
suis	AUX	être
à	ADP	à
en	ADP	en
et	CCONJ	et
mon	DET	mon
ai	AUX	avoir
mais	CCONJ	mais
pour	ADP	pour
y	PRON	y
j'	PRON	je
faire	VERB	faire
,	PUNCT	,
Il	PRON	il
moi	PRON	moi
souffrait	VERB	souffrir
arracher	VERB	arracher
Face-de-Lune	NOUN	face-de-lune
tour	NOUN	tour
sûrement	ADV	sûrement
toutes	ADJ	tout
com	NOUN	com
suffoquait	VERB	suffoquer
donc	ADV	donc
quelque	DET	quelque
et	CCONJ	et
son	DET	son
.	PUNCT	.
à	ADP	à
,	PUNCT	,
ces	DET	ce
chose	NOUN	chose
ne	ADV	ne
ampoules	NOUN	ampoule
:	PUNCT	:
avait	VERB	avoir
...	PUNCT	...
connaissais	PRON	connaissais
mettre	VERB	mettre
je	PRON	je
racontait	VERB	raconter
de	ADP	de
me	PRON	me
mes	DET	mon
où	PRON	où
pilotage	NOUN	pilotage
face	NOUN	face
et	CCONJ	et
interlocuteur	NOUN	interlocuteur
gagné	VERB	gagner
seuil	NOUN	seuil
—	VERB	—
le	DET	le
Il	PRON	il
J'	PRON	je
écoutais	VERB	écouter
de	ADP	de
poly	NOUN	poly
bien	ADV	bien
semelles	NOUN	semelle
poste	NOUN	poste
sol	NOUN	sol
son	DET	son
responsabilité	NOUN	responsabilité
ancien	ADJ	ancien
.	PUNCT	.
ce	PRON	ce
que	PRON	que
très	ADV	très
foulaient	ADV	foulaient
suis	AUX	être
à	ADP	à
ai	AUX	avoir
d'	ADP	de
sans	ADP	sans
l'	DET	le
Face-de-Lune	ADV	face-de-lune
(	PUNCT	(
j'	PRON	je
de	ADP	de
arrêté	VERB	arrêter
bruit	NOUN	bruit
vinyle	PROPN	vinyle
sur	ADP	sur
le	DET	le
souples	ADJ	souple
sa	DET	son
)	PUNCT	)
.	PUNCT	.
-	NOUN	-
j'	PRON	je
tournait	VERB	tourner
dans	ADP	dans
je	PRON	je
...	PUNCT	...
privé	ADJ	priver
me	PRON	me
résonnait	NOUN	résonnait
en	PRON	en
un	DET	un
froide	ADJ	froid
:	PUNCT	:
de	ADP	de
une	DET	un
installé	VERB	installer
te	VERB	te
mode	NOUN	mode
)	PUNCT	)
,	PUNCT	,
n'	ADV	n'
en	ADP	en
l'	DET	le
pu	VERB	pouvoir
dos	NOUN	dos
commuté	VERB	commuter
,	PUNCT	,
Crass	PROPN	Crass
,	PUNCT	,
jure	NOUN	jure
pas	ADV	pas
la	DET	le
pas	ADV	pas
devant	ADP	devant
—	PUNCT	—
les	DET	le
Transpace	NOUN	transpace
ai	AUX	avoir
(	PUNCT	(
je	PRON	je
interlocuteur	NOUN	interlocuteur
salle	NOUN	salle
répliques	NOUN	réplique
Sa	DET	son
blanche	ADJ	blanc
et	CCONJ	et
entendais	VERB	entendre
le	DET	le
voix	NOUN	voix
retrouver	VERB	retrouver
.	PUNCT	.
l'	PRON	l'
miette	NOUN	miette
a	AUX	avoir
,	PUNCT	,
.	PUNCT	.
...	PUNCT	...
seule	ADJ	seul
gus	PRON	gus
mais	CCONJ	mais
sauter	VERB	sauter
pourtant	ADV	pourtant
...	PUNCT	...
vu\	NOUN	vu\
est	VERB	être
a	AUX	avoir
est	AUX	être
Spin	PROPN	Spin
sais	VERB	savoir
ça	PRON	cela
bordel	ADJ	bordel
de	ADP	de
...	PUNCT	...
,	PUNCT	,
Le	DET	le
vaisseau	NOUN	vaisseau
GRIS	NOUN	gris
que	PRON	que
je	PRON	je
pour	ADP	pour
je	PRON	je
récupéré	VERB	récupérer
amené	VERB	amener
fait	VERB	faire
Exact	PROPN	Exact
l'	PRON	l'
le	DET	le
ai	AUX	avoir
Ouais	PROPN	Ouais
C'	PRON	ce
Je	PRON	je
le	DET	le
ai	AUX	avoir
comment	ADV	comment
droïde	NOUN	droïde
,	PUNCT	,
,	PUNCT	,
.	PUNCT	.
ce	PRON	ce
c'	PRON	ce
pas	ADV	pas
la	DET	le
toi	NOUN	toi
s'	PRON	se
,	PUNCT	,
-il	PRON	il
l'	DET	le
à	ADP	à
ne	ADV	ne
des	ADP	de
?	PUNCT	?
détails	NOUN	détail
.	PUNCT	.
Face-de-Lune	NOUN	face-de-lune
bizarres	ADJ	bizarre
,	PUNCT	,
présence	NOUN	présence
tendais	VERB	tendre
amené	VERB	amener
Les	DET	le
curieux	ADJ	curieux
Je	PRON	je
m'	PRON	me
parfois	ADV	parfois
le	DET	le
(	PUNCT	(
questionner	VERB	questionner
envapés	NOUN	envapé
à	ADP	à
?	PUNCT	?
savoir	VERB	savoir
étendait	VERB	étendre
ont	AUX	avoir
non	ADV	non
Flairait	PROPN	Flairait
pour	ADP	pour
...	PUNCT	...
Fleur	PROPN	Fleur
oreille	NOUN	oreille
ma	DET	mon
avait	VERB	avoir
pas	ADV	pas
quoi	PRON	quoi
mais	CCONJ	mais
sur	ADP	sur
les	DET	le
de	ADP	de
de	ADP	de
il	PRON	il
sens	NOUN	sens
—	NOUN	—
qui	PRON	qui
)	PUNCT	)
pas	ADV	pas
est	AUX	être
déchirant	VERB	déchirer
-	PROPN	-
...	PUNCT	...
ai	AUX	avoir
piaule	NOUN	piaule
en	ADP	en
car	CCONJ	car
un	DET	un
,	PUNCT	,
d'	ADP	de
droïde	NOUN	droïde
a	AUX	avoir
Ay	PROPN	Ay
que	SCONJ	que
les	DET	le
en	ADP	en
et	CCONJ	et
mais	CCONJ	mais
la	DET	le
,	PUNCT	,
,	PUNCT	,
le	DET	le
oreilles	NOUN	oreille
—	ADJ	—
vrillé	VERB	vriller
crise	NOUN	crise
entendu	VERB	entendre
de	ADP	de
est	AUX	être
hurlement	NOUN	hurlement
d'	ADP	de
panne	ADJ	pann
provenait	VERB	provenir
Tek	PROPN	Tek
m'	PRON	me
dès	ADP	dès
la	DET	le
oscillation	NOUN	oscillation
Je	PRON	je
suite	NOUN	suite
,	PUNCT	,
pleine	NOUN	pleine
Ouais	PROPN	Ouais
n'	ADV	n'
infecte	ADJ	infect
...	PUNCT	...
primai	NOUN	primai
-	PROPN	-
plissé	VERB	plisser
son	DET	son
mou	NOUN	mou
braillait	VERB	brailler
Ay	PROPN	Ay
et	CCONJ	et
ombilical	ADJ	ombilical
précipité	NOUN	précipité
sur	ADP	sur
son	DET	son
jambes	NOUN	jambe
de	ADP	de
me	PRON	me
et	CCONJ	et
Tek	PROPN	Tek
Il	PRON	il
vigoureusement	VERB	vigoureusemer
grabat	NOUN	grabat
-	PUNCT	-
potelées	VERB	poteler
cordon	NOUN	cordon
.	PUNCT	.
Ay	PROPN	Ay
Je	PRON	je
son	DET	son
cri	ADJ	cri
lançait	VERB	lancer
agitant	VERB	agiter
,	PUNCT	,
Un	DET	un
suis	AUX	être
crâne	NOUN	crâne
ses	DET	son
...	PUNCT	...
.	PUNCT	.
sur	ADP	sur
,	PUNCT	,
.	PUNCT	.
trois	NUM	trois
petites	ADJ	petit
tout	DET	tout
tifs	NOUN	tif
collés	VERB	coller
en	ADP	en
Tek	PROPN	Tek
rouge	NOUN	rouge
sortait	NOUN	sortait
était	AUX	être
placenta	NOUN	placenta
nombril	NOUN	nombril
nourrisson	NOUN	nourrisson
j'	PRON	je
,	PUNCT	,
d'	ADP	de
son	DET	son
le	DET	le
rouge	NOUN	rouge
sur	ADP	sur
au	ADP	au
stade	NOUN	stade
bleue	VERB	bleue
étalait	VERB	étaler
suis	AUX	être
repliait	VERB	replier
,	PUNCT	,
ai	AUX	avoir
se	PRON	se
ai	AUX	avoir
noire	ADJ	noir
.	PUNCT	.
marque	ADJ	marqu
Je	PRON	je
mallette	NOUN	mallette
me	PRON	me
couvrait	VERB	couvrir
de	ADP	de
et	CCONJ	et
une	DET	un
,	PUNCT	,
Une	DET	un
rué	VERB	ruer
fœtal	ADJ	fœtal
ampoule	NOUN	ampoule
la	DET	le
.	PUNCT	.
où	PRON	où
se	PRON	se
J'	PRON	je
qui	PRON	qui
autoshoot	ADJ	autoshoot
avec	ADP	avec
régressait	VERB	régresser
rapidement	ADV	rapidement
extrait	VERB	extraire
.	PUNCT	.
précaution	NOUN	précaution
s'	PRON	se
retourné	VERB	retourner
plantée	VERB	planter
sa	DET	son
déboulé	VERB	débouler
hésitais	VERB	hésiter
l'	DET	le
.	PUNCT	.
sur	ADP	sur
a	AUX	avoir
fesse	NOUN	fesse
Face-de-Lune	PRON	face-de-lune
m'	PRON	me
a	AUX	avoir
peau	NOUN	peau
Ay	PROPN	Ay
là	ADV	là
des	ADP	de
piqué	ADJ	piquer
et	CCONJ	et
et	CCONJ	et
à	ADP	à
déjà	ADV	déjà
si	SCONJ	si
minuscule	NOUN	minuscule
gauche	NOUN	gauche
avait	AUX	avoir
,	PUNCT	,
l'	PRON	l'
a	AUX	avoir
mains	NOUN	main
de	ADP	de
à	ADP	à
la	DET	le
où	PRON	où
pris	VERB	prendre
nouveau	ADJ	nouveau
l'	PRON	l'
dans	ADP	dans
J'	PRON	je
ampoule	NOUN	ampoule
tendre	VERB	tendre
cet	DET	ce
cette	DET	ce
.	PUNCT	.
instant	NOUN	instant
,	PUNCT	,
percer	VERB	percer
fesse	NOUN	fesse
Face-de-Lune	NOUN	face-de-lune
.	PUNCT	.
fragile	ADJ	fragile
et	CCONJ	et
Tek	PROPN	Tek
à	ADP	à
?	PUNCT	?
,	PUNCT	,
tu	VERB	taire
-	PUNCT	-
régresser	VERB	régresser
ne	ADV	ne
.	PUNCT	.
Eh	INTJ	Eh
,	PUNCT	,
masqué	NOUN	masqué
pas	ADV	pas
à	ADP	à
est	AUX	être
-ce	PRON	-ce
tu	VERB	taire
sa	DET	son
m'	PRON	me
est	AUX	être
.	PUNCT	.
sérieuse	ADJ	sérieux
est	AUX	être
Qu'	PRON	qu'
remis	VERB	remettre
nounou	NOUN	nounou
,	PUNCT	,
toi	ADV	toi
engueulé	VERB	engueuler
ce	DET	ce
nounou	NOUN	nounou
vagir	VERB	vagir
gus	ADV	gus
le	DET	le
—	PUNCT	—
une	DET	un
foutais	NOUN	foutai
c'	PRON	ce
Pourquoi	ADV	pourquoi
point	NOUN	point
crapaud	NOUN	crapaud
as	NOUN	as
?	PUNCT	?
—	PUNCT	—
a	AUX	avoir
s'	PRON	se
laissé	VERB	laisser
corne	VERB	corne
l'	DET	le
regarde	VERB	regarde
son	DET	son
,	PUNCT	,
merde	ADJ	merd
.	PUNCT	.
Merde	PROPN	Merde
à	ADP	à
tire	NOUN	tire
s'	PRON	se
réclame	VERB	réclame
s'	PRON	se
en	ADP	en
inquiet	NOUN	inquiet
,	PUNCT	,
que	SCONJ	que
Hé	PROPN	Hé
—	PUNCT	—
qu'	SCONJ	que
panique	ADJ	panique
,	PUNCT	,
!	PUNCT	!
,	PUNCT	,
oscillation	NOUN	oscillation
ami	NOUN	ami
lolo	NOUN	lolo
pendant	ADP	pendant
pas	ADV	pas
,	PUNCT	,
!	PUNCT	!
marmonné	VERB	marmonner
il	PRON	il
l'	DET	le
bébé	NOUN	bébé
tire	NOUN	tire
Face-de-Lune	NOUN	face-de-lune
son	DET	son
:	PUNCT	:
merde	VERB	merde
—	PUNCT	—
pourvu	VERB	pourvoir
faut	VERB	falloir
,	PUNCT	,
s'	PRON	se
qu'	SCONJ	que
il	PRON	il
a	AUX	avoir
petit	ADJ	petit
en	ADP	en
inverse	NOUN	inverse
il	PRON	il
sur	ADP	sur
dirait	VERB	dire
étendaient	VERB	étendre
membres	NOUN	membre
dans	ADP	dans
:	PUNCT	:
on	PRON	on
s'	PRON	se
muet	VERB	muet
-	PROPN	-
des	DET	un
dents	NOUN	dent
se	PRON	se
Ses	DET	son
,	PUNCT	,
bouche	NOUN	bouche
accéléré	VERB	accélérer
de	ADP	de
ouverte	ADJ	ouvert
s'	PRON	se
en	ADP	en
défripait	VERB	défriper
cri	AUX	cri
En	ADP	en
grandissait	VERB	grandir
effet	NOUN	effet
,	PUNCT	,
bloquée	NOUN	bloquée
grande	ADJ	grand
,	PUNCT	,
sur	ADP	sur
long	NOUN	long
Ay	PROPN	Ay
éclosaient	VERB	éclore
sa	DET	son
Tek	PROPN	Tek
un	DET	un
ses	DET	son
sa	DET	son
,	PUNCT	,
son	DET	son
peau	NOUN	peau
cheveux	ADJ	cheveux
crâne	NOUN	crâne
,	PUNCT	,
allongeaient	VERB	allonger
.	PUNCT	.
noirs	NOUN	noir
.	PUNCT	.
fins	NOUN	fin
,	PUNCT	,
agrippaient	VERB	agripper
arborait	VERB	arborer
nous	PRON	nous
coulait	NOUN	coulait
assis	ADJ	assis
mains	NOUN	main
Il	PRON	il
émis	ADJ	émettre
.	PUNCT	.
de	ADP	de
la	DET	le
atteint	VERB	atteindre
fixant	ADJ	fixant
et	CCONJ	et
son	DET	son
est	AUX	être
de	ADP	de
.	PUNCT	.
a	AUX	avoir
s'	PRON	se
l'	DET	le
-il	PRON	il
couverture	ADJ	couvertur
il	PRON	il
crade	NOUN	crade
—	PUNCT	—
Papa	PROPN	Papa
nez	NOUN	nez
.	PUNCT	.
une	DET	un
-t	PART	-t
puante	ADJ	puant
morve	NOUN	morve
Il	PRON	il
Brusquement	ADV	brusquement
a	AUX	avoir
et	CCONJ	et
de	ADP	de
âge	NOUN	âge
moue	NOUN	moue
avait	AUX	avoir
ans	NOUN	an
chagrinée	VERB	chagriner
et	CCONJ	et
regardés	VERB	regarder
la	DET	le
.	PUNCT	.
—	NOUN	—
cinq	NUM	cinq
Suant	VERB	suer
de	ADP	de
c'	PRON	ce
:	PUNCT	:
.	PUNCT	.
mon	DET	mon
Face-de-Lune	NOUN	face-de-lune
,	PUNCT	,
Ay	PROPN	Ay
Je	PRON	je
s'	PRON	se
est	AUX	être
est	AUX	être
Tek	PROPN	Tek
clairs	ADJ	clair
C'	PRON	ce
à	ADP	à
père	NOUN	père
pas	ADV	pas
il	PRON	il
fixé	VERB	fixer
toi	VERB	toi
,	PUNCT	,
grands	ADJ	grand
ai	AUX	avoir
yeux	NOUN	oeil
moi	PRON	moi
.	PUNCT	.
est	AUX	être
.	PUNCT	.
est	AUX	être
reniflant	ADJ	reniflant
.	PUNCT	.
repris	VERB	reprendre
—	PUNCT	—
l'	PRON	l'
et	CCONJ	et
tour	NOUN	tour
)	PUNCT	)
son	DET	son
...	PUNCT	...
C'	PRON	ce
—	PUNCT	—
(	PUNCT	(
Il	PRON	il
tremblait	VERB	trembler
ses	DET	son
Non	ADV	non
-	PROPN	-
?	PUNCT	?
souri	VERB	sourire
vers	ADP	vers
—	PROPN	—
ses	DET	son
