franchi	VERB	franchir
trouvions	NOUN	trouvion
ne	ADV	ne
ne	ADV	ne
que	SCONJ	que
notre	DET	notre
la	DET	le
pas	ADV	pas
et	CCONJ	et
aux	ADP	à
craignait	VERB	craindre
que	PRON	que
vous	PRON	vous
attaque	VERB	attaque
Nous	PRON	nous
son	DET	son
lui	PRON	lui
nullement	ADV	nullement
.	PUNCT	.
,	PUNCT	,
égard	NOUN	égard
,	PUNCT	,
moi	PRON	moi
ne	ADV	ne
,	PUNCT	,
nous	PRON	nous
à	ADP	à
et	CCONJ	et
toujours	ADV	toujours
son	DET	son
moquez	VERB	moquer
sobriquets	NOUN	sobriquet
s'	SCONJ	s'
de	ADP	de
à	ADP	à
le	DET	le
s'	PRON	se
de	ADP	de
prompte	ADV	prompte
il	PRON	il
,	PUNCT	,
aux	ADP	à
lazzi	NOUN	lazzi
risible	ADJ	risible
paix	NOUN	paix
que	SCONJ	que
distance	NOUN	distance
côté	NOUN	côté
légumes	NOUN	légume
le	DET	le
inclinant	VERB	incliner
un	DET	un
deux	NUM	deux
disait	VERB	dire
créent	VERB	créer
s'	PRON	se
,	PUNCT	,
prolongé	VERB	prolonger
qui	PRON	qui
il	PRON	il
jour	NOUN	jour
attaché	VERB	attacher
le	DET	le
chargés	ADJ	charger
ne	ADV	ne
de	ADP	de
fruits	NOUN	fruit
mot	NOUN	mot
il	PRON	il
la	DET	le
repartir	VERB	repartir
,	PUNCT	,
Car	CCONJ	car
et	CCONJ	et
et	CCONJ	et
de	ADP	de
de	ADP	de
serrant	VERB	serrer
devant	ADP	devant
de	ADP	de
silence	NOUN	silence
remettait	VERB	remettre
longuement	VERB	longuemer
.	PUNCT	.
avant	ADP	avant
pas	ADV	pas
paniers	NOUN	panier
main	NOUN	main
ma	DET	mon
chaque	DET	chaque
père	NOUN	père
mère	NOUN	mère
à	ADP	à
,	PUNCT	,
mystère	NOUN	mystère
et	CCONJ	et
ayant	AUX	avoir
mon	DET	mon
fut	AUX	être
propre	ADJ	propre
jardin	VERB	jardin
accord	NOUN	accord
son	DET	son
était	AUX	être
sa	DET	son
le	DET	le
hommes	NOUN	homme
son	DET	son
droit	NOUN	droit
de	ADP	de
le	DET	le
,	PUNCT	,
arrière	NOUN	arrière
de	ADP	de
tel	ADJ	tel
il	PRON	il
et	CCONJ	et
passé	VERB	passer
puisque	SCONJ	puisque
bonhomme	NOUN	bonhomme
autres	ADJ	autre
à	ADP	à
,	PUNCT	,
l'	DET	le
ce	DET	ce
droit	NOUN	droit
terre	NOUN	terre
mon	DET	mon
.	PUNCT	.
aux	ADP	à
de	ADP	de
cultiver	VERB	cultiver
père	NOUN	père
vélo	NOUN	vélo
étendu	VERB	étendre
l'	DET	le
lopin	NOUN	lopin
:	PUNCT	:
Il	PRON	il
et	CCONJ	et
payait	VERB	payer
avait	VERB	avoir
le	DET	le
entre	ADP	entre
récolte	ADJ	récolt
sur	ADP	sur
qui	PRON	qui
se	PRON	se
nuit	NOUN	nuit
lui	PRON	lui
aussi	ADV	aussi
propriété	NOUN	propriété
citadins	NOUN	citadin
dans	ADP	dans
après	ADP	après
tout	ADV	tout
,	PUNCT	,
Villa	PROPN	Villa
habillés	VERB	habiller
comme	ADP	comme
lot	NOUN	lot
ayant	AUX	avoir
à	ADP	à
auraient	AUX	avoir
heures	NOUN	heure
autres	ADJ	autre
la	DET	le
.	PUNCT	.
des	DET	un
.	PUNCT	.
incendie	NOUN	incendie
montèrent	VERB	monter
faire	VERB	faire
jusqu'	ADP	jusque
fuite	NOUN	fuite
la	DET	le
pris	VERB	prendre
Germain	PROPN	Germain
étranges	NOUN	étrange
un	DET	un
la	DET	le
des	DET	un
dominait	VERB	dominer
pour	ADP	pour
devant	ADP	devant
la	DET	le
qui	PRON	qui
Les	DET	le
que	SCONJ	que
le	DET	le
temporaires	ADJ	temporaire
lui	PRON	lui
,	PUNCT	,
Monsieur	NOUN	Monsieur
,	PUNCT	,
,	PUNCT	,
certains	PRON	certains
jardiniers	NOUN	jardinier
tâches	NOUN	tâche
eu	VERB	avoir
et	CCONJ	et
autour	ADV	autour
vallée	NOUN	vallée
se	PRON	se
juste	ADJ	juste
ample	NOUN	ample
on	PRON	on
veston	NOUN	veston
déployait	VERB	déployer
vers	ADP	vers
terrains	NOUN	terrain
éparpillait	VERB	éparpiller
passer	VERB	passer
Tescou	PROPN	Tescou
,	PUNCT	,
de	ADP	de
On	PRON	on
de	ADP	de
pyjama	NOUN	pyjama
le	DET	le
l'	DET	le
temps	NOUN	temps
leur	DET	leur
de	ADP	de
distribuait	VERB	distribuer
les	DET	le
.	PUNCT	.
Germain	PROPN	Germain
fertile	ADJ	fertile
Puis	CCONJ	puis
un	DET	un
la	DET	le
dans	ADP	dans
sur	ADP	sur
.	PUNCT	.
réunissaient	VERB	réunir
du	ADP	de
long	NOUN	long
pente	ADJ	pent
les	DET	le
douce	NOUN	douce
qui	PRON	qui
se	PRON	se
Monsieur	NOUN	Monsieur
le	DET	le
,	PUNCT	,
s'	PRON	se
la	DET	le
mains	NOUN	main
selon	ADP	selon
réfugiés	NOUN	réfugié
bas	NOUN	bas
mêmes	ADJ	même
route	NOUN	route
,	PUNCT	,
de	ADP	de
un	DET	un
ou	CCONJ	ou
avoisinantes	NOUN	avoisinante
où	PRON	où
rivière	NOUN	rivière
et	CCONJ	et
à	ADP	à
prêtaient	VERB	prêter
la	DET	le
retourner	VERB	retourner
bras	NOUN	bras
,	PUNCT	,
par	ADP	par
,	PUNCT	,
d'	ADP	de
heures	NOUN	heure
vélo	VERB	vélo
,	PUNCT	,
et	CCONJ	et
leurs	DET	leur
leurs	DET	leur
bord	NOUN	bord
ou	CCONJ	ou
échange	NOUN	échange
pied	NOUN	pied
les	DET	le
de	ADP	de
en	ADP	en
en	ADP	en
du	ADP	de
hommes	NOUN	homme
pour	ADP	pour
dans	ADP	dans
la	DET	le
les	DET	le
les	DET	le
fermes	ADJ	ferme
du	ADP	de
les	DET	le
quartiers	NOUN	quartier
repas	NOUN	repas
vers	ADP	vers
du	ADP	de
une	DET	un
quelques	DET	quelque
activité	NOUN	activité
qui	PRON	qui
de	ADP	de
d'	ADP	de
,	PUNCT	,
auraient	AUX	avoir
Nous	PRON	nous
de	ADP	de
Monsieur	NOUN	Monsieur
que	SCONJ	que
nous	PRON	nous
nuit	NOUN	nuit
parfois	ADV	parfois
témoins	ADJ	témoin
en	ADP	en
dimanche	NOUN	dimanche
puisqu'	SCONJ	puisque
guère	NUM	guère
nous	PRON	nous
,	PUNCT	,
pour	ADP	pour
étions	VERB	être
la	DET	le
pour	ADP	pour
chercher	VERB	chercher
le	DET	le
se	PRON	se
figures	NOUN	figure
supplémentaire	ADJ	supplémentaire
.	PUNCT	.
Germain	PROPN	Germain
déroulait	VERB	dérouler
n'	ADV	n'
ravitaillement	NOUN	ravitaillement
cette	DET	ce
venait	VERB	venir
étions	VERB	être
fixes	VERB	fixer
pendant	ADP	pendant
.	PUNCT	.
comme	ADP	comme
celle	PRON	celui
elle	PRON	lui
couche	NOUN	couche
Seules	ADJ	seul
dû	VERB	devoir
classe	NOUN	classe
eux	PRON	lui
comprendre	VERB	comprendre
d'	ADP	de
jardiniers	ADJ	jardinier
y	PRON	y
ces	DET	ce
faire	AUX	faire
un	PRON	un
situation	NOUN	situation
ces	DET	ce
du	ADP	de
ciment	NOUN	ciment
si	ADV	si
l'	DET	le
existait	VERB	exister
pousser	VERB	pousser
,	PUNCT	,
qu'	SCONJ	que
patates	NOUN	patate
»	ADJ	»
»	PUNCT	»
peu	ADV	peu
la	DET	le
lien	NOUN	lien
visiteurs	NOUN	visiteur
qui	PRON	qui
—	VERB	—
entre	ADP	entre
des	DET	un
dont	PRON	dont
entre	ADP	entre
et	CCONJ	et
entre	ADP	entre
pour	ADP	pour
certains	PRON	certains
«	NOUN	«
,	PUNCT	,
«	NOUN	«
faire	AUX	faire
doués	ADJ	doué
eux	PRON	lui
étaient	AUX	être
vit	VERB	voir
piocher	VERB	piocher
dans	ADP	dans
silencieux	ADJ	silencieux
le	DET	le
l'	DET	le
dans	ADP	dans
on	PRON	on
Qui	PRON	qui
du	ADP	de
une	DET	un
.	PUNCT	.
Villa	PROPN	Villa
la	DET	le
ensemble	NOUN	ensemble
d'	ADP	de
d'	ADP	de
,	PUNCT	,
univers	NOUN	univers
de	ADP	de
mère	NOUN	mère
vient	VERB	venir
Voici	PROPN	Voici
A	ADP	à
à	ADP	à
prévenus	VERB	prévenir
questions	NOUN	question
C'	PRON	ce
aider	VERB	aider
nous	PRON	nous
,	PUNCT	,
.	PUNCT	.
va	VERB	aller
—	PUNCT	—
:	PUNCT	:
—	PRON	—
nos	DET	notre
ainsi	ADV	ainsi
nouvelle	ADJ	nouveau
-ce	PRON	-ce
Dora	PROPN	Dora
la	DET	le
que	SCONJ	que
elle	PRON	lui
est	AUX	être
cuisine	NOUN	cuisine
.	PUNCT	.
avait	AUX	avoir
habitante	NOUN	habitant
notre	DET	notre
l'	DET	le
dans	ADP	dans
l'	DET	le
était	AUX	être
pays	NOUN	pays
existence	NOUN	existence
où	PRON	où
de	ADP	de
mais	CCONJ	mais
?	PUNCT	?
l'	DET	le
.	PUNCT	.
au	ADP	au
d'	ADP	de
-elle	PRON	lui
dans	ADP	dans
exprimait	VERB	exprimer
—	PUNCT	—
,	PUNCT	,
certes	ADV	certes
satisfaire	VERB	satisfaire
un	DET	un
dit	VERB	dire
du	ADP	de
amie	NOUN	amie
.	PUNCT	.
Monsieur	NOUN	Monsieur
Cela	PRON	cela
une	DET	un
notre	DET	notre
s'	PRON	se
nous	PRON	nous
est	AUX	être
avait	AUX	avoir
Germain	PROPN	Germain
,	PUNCT	,
taciturne	NOUN	taciturne
suffisait	VERB	suffire
Album	NOUN	album
elle	PRON	lui
:	PUNCT	:
,	PUNCT	,
plus	ADV	plus
C'	PRON	ce
qu'	SCONJ	que
autrefois	NOUN	autrefoi
contraire	NOUN	contraire
curiosité	NOUN	curiosité
que	PRON	que
à	ADP	à
avions	AUX	avoir
Dora	PROPN	Dora
parlait	VERB	parler
ne	ADV	ne
On	PRON	on
noté	VERB	noter
avec	ADP	avec
Nous	PRON	nous
s'	PRON	se
d'	ADP	de
et	CCONJ	et
ne	ADV	ne
sans	ADP	sans
myope	VERB	myope
drôle	NOUN	drôle
citrouille	NOUN	citrouille
mère	NOUN	mère
maladroit	NOUN	maladroit
de	ADP	de
vaisselle	NOUN	vaisselle
que	SCONJ	que
la	DET	le
heurté	ADJ	heurter
un	DET	un
était	AUX	être
gâteau	NOUN	gâteau
reproche	NOUN	reproche
sachant	VERB	savoir
elle	PRON	lui
le	DET	le
ma	DET	mon
guttural	ADJ	guttural
qu'	SCONJ	que
,	PUNCT	,
.	PUNCT	.
Dora	PROPN	Dora
seul	ADJ	seul
faire	VERB	faire
qu'	PRON	qu'
derrière	ADP	derrière
,	PUNCT	,
,	PUNCT	,
d'	ADP	de
et	CCONJ	et
abritait	VERB	abriter
,	PUNCT	,
encourir	VERB	encourir
même	ADJ	même
elle	PRON	lui
autre	PRON	autre
à	ADP	à
cassait	VERB	casser
beaucoup	ADV	beaucoup
rien	PRON	rien
accent	NOUN	accent
la	DET	le
,	PUNCT	,
étouffant	VERB	étouffer
plus	ADV	plus
dans	ADP	dans
lui	PRON	lui
reproduire	ADJ	reproduir
la	DET	le
de	ADP	de
suivant	NOUN	suivant
nous	PRON	nous
même	ADJ	même
de	ADP	de
notre	DET	notre
mère	NOUN	mère
de	ADP	de
de	ADP	de
étudier	ADV	étudier
tendresse	NOUN	tendresse
tenter	VERB	tenter
sur	ADP	sur
l'	DET	le
.	PUNCT	.
et	CCONJ	et
bonté	NOUN	bonté
le	DET	le
déplacements	NOUN	déplacement
gestes	NOUN	geste
pour	ADP	pour
égard	NOUN	égard
des	ADP	de
à	ADP	à
passait	VERB	passer
trouvions	NOUN	trouvion
,	PUNCT	,
chacun	PRON	chacun
,	PUNCT	,
une	DET	un
ses	DET	son
petits	ADJ	petit
les	PRON	le
même	ADJ	même
docile	ADJ	docile
quelque	DET	quelque
lueur	NOUN	lueur
visage	NOUN	visage
similitude	NOUN	similitude
avec	ADP	avec
Il	PRON	il
ses	DET	son
et	CCONJ	et
souci	NOUN	souci
son	DET	son
habitude	NOUN	habitude
mes	DET	mon
pièces	NOUN	pièce
de	ADP	de
des	ADP	de
Jacqueline	PROPN	Jacqueline
soulager	VERB	soulager
les	DET	le
,	PUNCT	,
indulgence	NOUN	indulgence
le	DET	le
«	NOUN	«
,	PUNCT	,
le	DET	le
la	DET	le
»	PUNCT	»
de	ADP	de
pénétrer	VERB	pénétrer
avait	AUX	avoir
Violette	PROPN	Violette
caprices	NOUN	caprice
qui	PRON	qui
Dora	PROPN	Dora
jérémiades	ADJ	jérémiade
les	DET	le
,	PUNCT	,
pris	VERB	prendre
pour	ADP	pour
,	PUNCT	,
L'	DET	le
de	ADP	de
rudoyer	VERB	rudoyer
même	ADJ	même
monde	VERB	monde
Homme	NOUN	homme
pour	ADP	pour
de	ADP	de
ou	CCONJ	ou
femmes	NOUN	femme
aimait	VERB	aimer
service	NOUN	service
Sombre	PROPN	Sombre
frapper	VERB	frapper
pour	ADP	pour
perturber	VERB	perturber
.	PUNCT	.
perpétuelles	NOUN	perpétuelle
dans	ADP	dans
sur	ADP	sur
sans	ADP	sans
s'	PRON	se
faussement	VERB	faussemer
Dora	PROPN	Dora
de	ADP	de
,	PUNCT	,
quelqu'	DET	quelque
ton	NOUN	ton
,	PUNCT	,
centre	NOUN	centre
qu'	SCONJ	que
les	PRON	le
faire	AUX	faire
a	X	avoir
une	DET	un
adoptait	VERB	adopter
lunettes	NOUN	lunette
à	ADP	à
femme	NOUN	femme
Dora	PROPN	Dora
plus	ADV	plus
adressait	VERB	adresser
fortiori	X	fortiori
le	DET	le
qu'	SCONJ	que
s'	PRON	se
il	PRON	il
refusait	VERB	refuser
de	ADP	de
?	PUNCT	?
que	SCONJ	que
,	PUNCT	,
vers	ADP	vers
dès	ADP	dès
faire	VERB	faire
lui	PRON	lui
il	PRON	il
aventurer	VERB	aventurer
un	PRON	un
ces	DET	ce
une	DET	un
vous	PRON	vous
,	PUNCT	,
—	CCONJ	—
allez	VERB	aller
vous	PRON	vous
jeune	ADJ	jeune
bougon	ADJ	bougon
Alors	ADV	alors
d'	ADP	de
:	PUNCT	:
race	NOUN	race
où	PRON	où
craignait	VERB	craindre
toujours	ADV	toujours
inconnu	VERB	inconnu
s'	PRON	se
ville	NOUN	ville
Elle	PRON	lui
,	PUNCT	,
une	DET	un
devant	ADP	devant
un	DET	un
,	PUNCT	,
statut	NOUN	statut
soupçon	NOUN	soupçon
susceptible	ADJ	susceptible
on	PRON	on
pas	ADV	pas
bavarder	VERB	bavarder
entendu	VERB	entendre
,	PUNCT	,
vous	PRON	vous
origines	NOUN	origine
au	ADP	au
différente	ADJ	différent
moindre	ADJ	moindre
,	PUNCT	,
sa	DET	son
de	ADP	de
:	PUNCT	:
d'	ADP	de
ses	DET	son
d'	ADP	de
commerçant	NOUN	commerçant
—	PUNCT	—
intonation	NOUN	intonation
,	PUNCT	,
était	AUX	être
et	CCONJ	et
êtes	AUX	être
avoir	VERB	avoir
Vous	PRON	vous
ici	ADV	ici
à	ADP	à
dévoiler	VERB	dévoiler
dire	VERB	dire
,	PUNCT	,
.	PUNCT	.
son	DET	son
d'	ADP	de
seul	ADJ	seul
irrégulière	NOUN	irrégulier
secouait	VERB	secouer
,	PUNCT	,
ouvrant	VERB	ouvrir
irait	VERB	aller
d'	ADP	de
,	PUNCT	,
peu	ADV	peu
pourtant	ADV	pourtant
s'	PRON	se
affairait	VERB	affairer
rendrait	VERB	rendre
d'	ADP	de
Sombre	PROPN	Sombre
placards	NOUN	placard
vous	PRON	vous
attirante	ADJ	attirant
avec	ADP	avec
des	DET	un
Ça	PRON	cela
encore	ADV	encore
un	DET	un
L'	DET	le
—	PUNCT	—
Homme	NOUN	homme
,	PUNCT	,
pour	ADP	pour
,	PUNCT	,
,	PUNCT	,
ses	DET	son
,	PUNCT	,
insistait	VERB	insister
en	ADP	en
ça	PRON	cela
:	PUNCT	:
résultat	NOUN	résultat
bien	ADV	bien
des	DET	un
plus	ADV	plus
cheveux	ADJ	cheveux
vous	PRON	vous
Dora	PROPN	Dora
blonds	NOUN	blond
et	CCONJ	et
lunettes	NOUN	lunette
.	PUNCT	.
rougissait	VERB	rougir
plus	ADV	plus
.	PUNCT	.
son	DET	son
et	CCONJ	et
ses	DET	son
mère	NOUN	mère
tournait	VERB	tourner
prêtée	VERB	prêter
embarras	NOUN	embarras
de	ADP	de
père	NOUN	père
une	DET	un
Sombre	PROPN	Sombre
ricanait	VERB	ricaner
sous	ADP	sous
élevait	VERB	élever
Elle	PRON	lui
dos	NOUN	dos
avait	AUX	avoir
léger	ADJ	léger
rejoignant	ADJ	rejoignant
et	CCONJ	et
lui	PRON	lui
le	DET	le
mon	DET	mon
désordre	NOUN	désordre
que	SCONJ	que
.	PUNCT	.
,	PUNCT	,
dans	ADP	dans
,	PUNCT	,
on	PRON	on
formes	NOUN	forme
,	PUNCT	,
portait	VERB	porter
,	PUNCT	,
devinait	VERB	deviner
blouse	NOUN	blouse
bureau	NOUN	bureau
ma	DET	mon
le	DET	le
tissu	NOUN	tissu
.	PUNCT	.
,	PUNCT	,
la	DET	le
L'	DET	le
Homme	NOUN	homme
l'	DET	le
de	ADP	de
courbure	NOUN	courbure
qui	PRON	qui
,	PUNCT	,
ses	DET	son
voix	NOUN	voix
deux	PRON	deux
allusion	NOUN	allusion
.	PUNCT	.
et	CCONJ	et
la	DET	le
Tous	ADJ	tout
les	DET	le
son	DET	son
encore	ADV	encore
qu'	SCONJ	que
,	PUNCT	,
municipaux	ADJ	municipal
de	ADP	de
Homme	NOUN	homme
moquerie	NOUN	moquerie
étaient	AUX	être
,	PUNCT	,
et	CCONJ	et
la	DET	le
où	PRON	où
dans	ADP	dans
l'	DET	le
à	ADP	à
enjoindre	NOUN	enjoindre
grâce	NOUN	grâce
à	ADP	à
Sombre	PROPN	Sombre
demandait	VERB	demander
étaient	AUX	être
accointances	NOUN	accointance
refréner	VERB	refréner
auparavant	ADV	auparavant
,	PUNCT	,
penchant	VERB	pencher
multiples	ADJ	multiple
l'	DET	le
L'	DET	le
en	PRON	en
désormais	ADV	désormais
plutôt	ADV	plutôt
manœuvres	NOUN	manœuvre
plus	ADV	plus
complices	ADJ	complice
lui	PRON	lui
pour	ADP	pour
.	PUNCT	.
services	NOUN	service
leurs	DET	leur
d'	ADP	de
s'	PRON	se
premiers	ADJ	premier
ceux	PRON	celui
deux	NUM	deux
celles	PRON	celui
,	PUNCT	,
leurs	DET	leur
réseau	NOUN	réseau
fausses	ADJ	faux
voilà	VERB	voilà
que	SCONJ	que
Sans	ADP	sans
une	DET	un
obtenir	VERB	obtenir
se	PRON	se
pour	ADP	pour
l'	DET	le
à	ADP	à
qu'	PRON	qu'
identité	NOUN	identité
avoir	AUX	avoir
de	ADP	de
chargé	VERB	charger
d'	ADP	de
d'	ADP	de
la	DET	le
tête	NOUN	tête
retrouvaient	VERB	retrouver
mon	DET	mon
gestes	NOUN	geste
sorte	NOUN	sorte
les	DET	le
les	DET	le
père	NOUN	père
pièces	NOUN	pièce
une	DET	un
et	CCONJ	et
quinquagénaires	NOUN	quinquagénaire
prévu	VERB	prévoir
d'	ADP	de
.	PUNCT	.
que	SCONJ	que
hospitalité	NOUN	hospitalité
,	PUNCT	,
abritait	VERB	abriter
était	AUX	être
prendraient	ADV	prendraient
,	PUNCT	,
ampleur	NOUN	ampleur
,	PUNCT	,
.	PUNCT	.
de	ADP	de
position	NOUN	position
deux	NUM	deux
par	ADP	par
filière	NOUN	filière
frontières	NOUN	frontière
Allemands	PROPN	Allemands
graduellement	ADJ	graduellement
vu	VERB	voir
déferler	VERB	déferler
implantation	NOUN	implantation
au	ADP	au
étaient	AUX	être
un	DET	un
,	PUNCT	,
route	NOUN	route
hétérogène	ADJ	hétérogène
en	ADP	en
ville	NOUN	ville
sur	ADP	sur
,	PUNCT	,
choses	NOUN	chose
La	DET	le
s'	PRON	se
de	ADP	de
réfugiés	NOUN	réfugié
flot	NOUN	flot
Libre	PROPN	Libre
l'	DET	le
polonais	ADJ	polonais
faites	VERB	faire
en	ADP	en
,	PUNCT	,
.	PUNCT	.
juifs	ADJ	juif
sa	DET	son
ans	NOUN	an
la	DET	le
Espagne	PROPN	Espagne
son	DET	son
menait	VERB	mener
,	PUNCT	,
avait	AUX	avoir
Zone	PROPN	Zone
Les	DET	le
aux	ADP	à
hostiles	NOUN	hostile
qui	PRON	qui
ressources	NOUN	ressource
nazi	ADJ	nazi
place	NOUN	place
dans	ADP	dans
facilités	NOUN	facilité
avaient	VERB	avoir
régime	NOUN	régime
sur	ADP	sur
mansuétude	NOUN	mansuétude
heimatlos	VERB	heimatlos
rassurés	VERB	rassurer
par	ADP	par
pourchassés	NOUN	pourchassé
vallons	NOUN	vallon
des	ADP	de
climat	NOUN	climat
habitants	NOUN	habitant
ne	ADV	ne
l'	DET	le
l'	DET	le
les	DET	le
.	PUNCT	.
la	DET	le
apatrides	NOUN	apatride
;	PUNCT	;
surnommés	ADJ	surnommer
abondance	NOUN	abondance
des	ADP	de
,	PUNCT	,
,	PUNCT	,
;	PUNCT	;
,	PUNCT	,
«	NOUN	«
les	DET	le
aidé	VERB	aider
»	PUNCT	»
alimentaires	ADJ	alimentaire
,	PUNCT	,
du	ADP	de
Certains	PRON	certains
d'	DET	d'
les	DET	le
pas	ADV	pas
autres	ADJ	autre
,	PUNCT	,
ensemble	NOUN	ensemble
,	PUNCT	,
longtemps	ADV	longtemps
des	ADP	de
restaient	NOUN	restaient
.	PUNCT	.
des	ADP	de
ville	NOUN	ville
mettaient	NOUN	mettaient
,	PUNCT	,
qui	PRON	qui
et	CCONJ	et
petite	ADJ	petit
,	PUNCT	,
se	PRON	se
fermée	ADJ	fermé
sur	ADP	sur
ils	PRON	il
des	ADP	de
réussi	ADV	réussi
se	PRON	se
documents	NOUN	document
partiellement	ADV	partiellement
capable	ADJ	capable
«	VERB	«
et	CCONJ	et
s'	PRON	se
néanmoins	ADV	néanmoins
,	PUNCT	,
papiers	NOUN	papier
avaient	AUX	avoir
de	ADP	de
générosité	NOUN	générosité
révélait	VERB	révéler
règle	NOUN	règle
qui	PRON	qui
,	PUNCT	,
à	ADP	à
elle-même	PRON	lui-même
»	PUNCT	»
fournir	VERB	fournir
Tous	ADJ	tout
les	DET	le
mais	CCONJ	mais
étaient	AUX	être
s'	PRON	se
;	PUNCT	;
à	ADP	à
était	AUX	être
crue	ADV	crue
en	ADP	en
coteaux	NOUN	coteau
cette	DET	ce
demeuraient	ADV	demeuraient
intégrés	VERB	intégrer
répandit	VERB	répandre
provisoires	ADJ	provisoire
redoutaient	VERB	redouter
les	DET	le
.	PUNCT	.
jour	NOUN	jour
citoyens	NOUN	citoyen
ils	PRON	il
de	ADP	de
,	PUNCT	,
et	CCONJ	et
la	DET	le
le	DET	le
ville	NOUN	ville
noms	NOUN	nom
la	DET	le
le	DET	le
l'	DET	le
couleur	NOUN	couleur
yeux	NOUN	oeil
jour	NOUN	jour
Nord	PROPN	Nord
faubourgs	NOUN	faubourg
nantis	NOUN	nanti
au	ADP	au
de	ADP	de
vert-de-gris	ADJ	vert-de-gri
se	PRON	se
nouvelle	ADJ	nouveau
cesse	NOUN	cesse
que	SCONJ	que
les	DET	le
artificiels	NOUN	artificiel
persécution	NOUN	persécution
braqués	VERB	braquer
vivant	NOUN	vivant
dans	ADP	dans
,	PUNCT	,
Lorsque	SCONJ	lorsque
et	CCONJ	et
reviennent	VERB	revenir
vers	ADP	vers
d'	ADP	de
le	DET	le
malheur	NOUN	malheur
sans	ADP	sans
,	PUNCT	,
où	PRON	où
la	DET	le
Est	NOUN	est
Villa	PROPN	Villa
la	DET	le
établis	VERB	établir
sentaient	VERB	sentir
protection	NOUN	protection
qui	PRON	qui
,	PUNCT	,
mieux	ADV	mieux
Haut-Soleil	NOUN	haut-soleil
remit	VERB	remettre
,	PUNCT	,
cherchèrent	VERB	chercher
plus	ADV	plus
qui	PRON	qui
réfugiés	NOUN	réfugié
.	PUNCT	.
Ceux	PRON	celui
.	PUNCT	.
y	PRON	y
trop	ADV	trop
.	PUNCT	.
au	ADP	au
le	DET	le
éparse	ADJ	épars
frémir	NOUN	frémir
de	ADP	de
avait	VERB	avoir
cette	DET	ce
Il	PRON	il
identifiables	ADJ	identifiable
mais	CCONJ	mais
dans	ADP	dans
se	PRON	se
une	DET	un
,	PUNCT	,
à	ADP	à
,	PUNCT	,
se	PRON	se
supplémentaire	ADJ	supplémentaire
sud	NOUN	sud
encore	ADV	encore
déguerpirent	VERB	déguerpir
autres	ADJ	autre
peu	ADV	peu
sûrs	ADJ	sûr
aisément	ADJ	aisément
communauté	NOUN	communauté
,	PUNCT	,
,	PUNCT	,
D'	DET	d'
Awiczi	PROPN	Awiczi
un	DET	un
,	PUNCT	,
à	ADP	à
réprouvés	NOUN	réprouvé
haute	NOUN	haute
employait	VERB	employer
qui	PRON	qui
de	ADP	de
,	PUNCT	,
sa	DET	son
porte	NOUN	porte
ne	ADV	ne
avant-guerre	NOUN	avant-guerre
de	ADP	de
Mon	DET	mon
de	ADP	de
souvent	ADV	souvent
avait	AUX	avoir
cheveux	ADJ	cheveux
homme	NOUN	homme
voyait	VERB	voir
Paris	PROPN	Paris
anormalement	NOUN	anormalement
cet	DET	ce
élevé	ADJ	élevé
connu	VERB	connaître
Norbert	PROPN	Norbert
père	NOUN	père
,	PUNCT	,
paraît	VERB	paraître
le	DET	le
jardiniers	NOUN	jardinier
aux	ADP	à
qu'	SCONJ	que
et	CCONJ	et
dans	ADP	dans
taille	ADJ	taill
.	PUNCT	.
pas	ADV	pas
-il	PRON	il
on	PRON	on
ville	NOUN	ville
,	PUNCT	,
ouvrait	VERB	ouvrir
blancs	ADV	blancs
nombre	NOUN	nombre
et	CCONJ	et
l'	DET	le
en	ADP	en
avant	ADP	avant
C'	PRON	ce
eu	VERB	avoir
jolies	NOUN	jolie
avait	AUX	avoir
,	PUNCT	,
.	PUNCT	.
avait	AUX	avoir
vers	ADP	vers
rusé	VERB	ruser
mon	DET	mon
père	NOUN	père
et	CCONJ	et
régions	NOUN	région
intelligent	NOUN	intelligent
de	ADP	de
théâtre	NOUN	théâtre
sans	ADP	sans
éloigner	VERB	éloigner
filles	ADJ	fille
de	ADP	de
de	ADP	de
,	PUNCT	,
un	DET	un
amateur	NOUN	amateur
diamantaire	ADJ	diamantaire
,	PUNCT	,
bien	ADV	bien
s'	PRON	se
de	ADP	de
la	DET	le
Exode	PROPN	Exode
,	PUNCT	,
et	CCONJ	et
musique	NOUN	musique
,	PUNCT	,
l'	DET	le
de	ADP	de
décidé	VERB	décider
nuits	NOUN	nuit
même	ADJ	même
,	PUNCT	,
.	PUNCT	.
intuition	NOUN	intuition
que	SCONJ	que
,	PUNCT	,
était	AUX	être
Il	PRON	il
des	DET	un
sommeil	NOUN	sommeil
«	NOUN	«
menacées	NOUN	menacée
des	DET	un
était	AUX	être
ou	CCONJ	ou
.	PUNCT	.
moins	ADV	moins
comme	ADP	comme
pas	ADV	pas
un	DET	un
pour	ADP	pour
appuyer	VERB	appuyer
,	PUNCT	,
la	DET	le
fait	VERB	faire
argument	NOUN	argument
Villa	PROPN	Villa
mains	NOUN	main
Il	PRON	il
petit	ADJ	petit
la	DET	le
avec	ADP	avec
non	ADV	non
Il	PRON	il
à	ADP	à
avait	AUX	avoir
roulait	VERB	rouler
les	DET	le
.	PUNCT	.
brun	NOUN	brun
oiseaux	NOUN	oiseau
»	NUM	»
escale	ADJ	escal
