fréquentation	NOUN	fréquentation
pouvait	VERB	pouvoir
de	ADP	de
fébrilement	NOUN	fébrilement
bien	ADV	bien
être	AUX	être
ait	AUX	avoir
?	PUNCT	?
dans	ADP	dans
-t	PART	-t
chercha	ADJ	chercha
m'	PRON	me
en	ADP	en
entier	ADJ	entier
«	NOUN	«
très	ADV	très
catégorie	NOUN	catégorie
,	PUNCT	,
monde	NOUN	monde
entendre	VERB	entendre
la	PRON	le
mamy	VERB	mamy
le	DET	le
Pourtant	ADV	pourtant
Radio	NOUN	radio
fillette	NOUN	fillette
.	PUNCT	.
la	DET	le
est	AUX	être
ailleurs	ADV	ailleurs
gens	ADJ	gen
dans	ADP	dans
,	PUNCT	,
l'	PRON	l'
que	SCONJ	que
pas	ADV	pas
la	DET	le
,	PUNCT	,
ils	PRON	il
D'	ADP	de
»	PUNCT	»
,	PUNCT	,
amenée	VERB	amener
ne	ADV	ne
connaissent	NOUN	connaissent
.	PUNCT	.
classerait	VERB	classer
ont	AUX	avoir
des	ADP	de
bien	ADV	bien
il	PRON	il
et	CCONJ	et
—	PUNCT	—
dans	ADP	dans
papy	ADJ	papy
et	CCONJ	et
bizarres	ADJ	bizarre
espérant	VERB	espérer
le	DET	le
au	ADP	au
célèbre	ADJ	célèbre
prendre	VERB	prendre
Music	PROPN	Music
serait	AUX	être
.	PUNCT	.
école	NOUN	école
un	DET	un
City	PROPN	City
il	PRON	il
faire	VERB	faire
Ce	DET	ce
élèves	NOUN	élève
de	ADP	de
en	ADP	en
plus	ADV	plus
Bon	ADJ	bon
ont	VERB	avoir
être	AUX	être
papa	NOUN	papa
culture	NOUN	culture
—	PUNCT	—
devait	VERB	devoir
parler	VERB	parler
de	ADP	de
Hall	PROPN	Hall
Short	PROPN	Short
.	PUNCT	.
.	PUNCT	.
Sans	ADP	sans
aucune	DET	aucun
ne	ADV	ne
contrarié	VERB	contrarier
peine	NOUN	peine
.	PUNCT	.
cette	DET	ce
vais	VERB	aller
Bobby	NOUN	bobby
la	DET	le
chanteur	NOUN	chanteur
n'	ADV	n'
à	ADP	à
.	PUNCT	.
pas	ADV	pas
parce	SCONJ	parce
Mais	CCONJ	mais
les	DET	le
Je	PRON	je
-	PUNCT	-
qu'	SCONJ	que
de	ADP	de
,	PUNCT	,
connaissait	VERB	connaître
commentaires	NOUN	commentaire
à	ADP	à
Angie	NOUN	angie
Bethany	PROPN	Bethany
bureau	NOUN	bureau
amples	ADJ	ample
machine	NOUN	machine
—	PUNCT	—
et	CCONJ	et
aimez	VERB	aimer
Madonna	PROPN	Madonna
installa	VERB	installer
,	PUNCT	,
son	DET	son
.	PUNCT	.
son	DET	son
table	NOUN	table
moins	ADV	moins
fit	VERB	faire
à	ADP	à
à	ADP	à
.	PUNCT	.
Bethany	PROPN	Bethany
assit	VERB	asseoir
rangea	VERB	ranger
,	PUNCT	,
elle	PRON	lui
Au	ADP	au
tour	NOUN	tour
écrire	NOUN	écrire
nom	NOUN	nom
sac	NOUN	sac
?	PUNCT	?
,	PUNCT	,
s'	PRON	se
ce	DET	ce
.	PUNCT	.
sourit	VERB	sourire
la	DET	le
.	PUNCT	.
s'	PRON	se
supportait	VERB	supporter
—	PUNCT	—
Vous	PRON	vous
le	DET	le
,	PUNCT	,
la	DET	le
Oui	PROPN	Oui
qui	PRON	qui
,	PUNCT	,
.	PUNCT	.
Et	CCONJ	et
.	PUNCT	.
?	PUNCT	?
Moi	PROPN	Moi
beaucoup	ADV	beaucoup
?	PUNCT	?
que	SCONJ	que
de	ADP	de
cela	PRON	cela
veut	VERB	vouloir
a	AUX	avoir
a	VERB	avoir
air	NOUN	air
Je	PRON	je
—	PUNCT	—
.	PUNCT	.
sais	VERB	savoir
Mais	CCONJ	mais
.	PUNCT	.
mauvais	ADJ	mauvais
crois	VERB	croire
eut	VERB	avoir
réponse	NOUN	réponse
l'	DET	le
pas	ADV	pas
trop	ADV	trop
ne	ADV	ne
dit	VERB	dire
qu'	SCONJ	que
je	PRON	je
enchantée	VERB	enchanter
dire	VERB	dire
qu'	SCONJ	que
sa	DET	son
mais	CCONJ	mais
aussi	ADV	aussi
—	PUNCT	—
genre	VERB	genre
est	AUX	être
elle	PRON	lui
Ah	PROPN	Ah
-ce	PRON	-ce
que	SCONJ	que
mamy	VERB	mamy
Angie	NOUN	angie
bon	ADJ	bon
ça	PRON	cela
—	PUNCT	—
une	DET	un
rapport	NOUN	rapport
elle	PRON	lui
qu'	SCONJ	que
avait	VERB	avoir
Bethany	PROPN	Bethany
un	DET	un
qu'	PRON	qu'
machine	NOUN	machine
a	VERB	avoir
quelqu'	DET	quelque
un	PRON	un
ses	DET	son
écrire	NOUN	écrire
que	SCONJ	que
deuxoreilles	NOUN	deuxoreille
.	PUNCT	.
Dieu	PROPN	Dieu
!	PUNCT	!
Angie	PROPN	Angie
percée	NOUN	percée
oreilles	NOUN	oreille
la	DET	le
le	DET	le
oreille	NOUN	oreille
fait	NOUN	fait
Elle	PRON	lui
introduisit	VERB	introduire
percées	ADJ	percer
avait	AUX	avoir
aurait	AUX	avoir
dans	ADP	dans
Madonna	PROPN	Madonna
qui	PRON	qui
pas	ADV	pas
une	DET	un
feuille	NOUN	feuille
espéra	VERB	espérer
les	DET	le
.	PUNCT	.
pu	VERB	pouvoir
remarqué	VERB	remarquer
savait	VERB	savoir
penser	VERB	penser
de	ADP	de
n'	ADV	n'
avec	ADP	avec
ce	PRON	ce
à	ADP	à
seul	ADJ	seul
ne	ADV	ne
—	PUNCT	—
l'	DET	le
.	PUNCT	.
seule	ADJ	seul
qui	PRON	qui
.	PUNCT	.
passer	VERB	passer
,	PUNCT	,
dois	VERB	devoir
ne	ADV	ne
pas	ADV	pas
congé	VERB	conger
chérie	NOUN	chéri
je	PRON	je
la	DET	le
gens	NOUN	gens
et	CCONJ	et
.	PUNCT	.
Mais	CCONJ	mais
les	DET	le
aujourd'hui	ADV	aujourd'hui
pas	ADV	pas
dit	VERB	dire
ennuyer	VERB	ennuyer
que	SCONJ	que
—	PUNCT	—
Tu	PROPN	Tu
maison	NOUN	maison
gouvernante	NOUN	gouvernante
après-midi	NOUN	après-midi
ennuies	VERB	ennuyer
ne	ADV	ne
rester	VERB	rester
est	AUX	être
pas	ADV	pas
m'	PRON	me
travaillent	VERB	travailler
à	ADP	à
,	PUNCT	,
ici	ADV	ici
en	ADP	en
suis	AUX	être
,	PUNCT	,
pour	ADP	pour
la	DET	le
Papa	PROPN	Papa
venue	VERB	venir
ma	DET	mon
je	PRON	je
à	ADP	à
L'	DET	le
Je	PRON	je
,	PUNCT	,
.	PUNCT	.
allez	VERB	aller
.	PUNCT	.
—	PUNCT	—
clavier	NOUN	clavier
Qu'	PRON	qu'
Si	SCONJ	si
tu	ADP	tu
taper	VERB	taper
sous	ADP	sous
.	PUNCT	.
doigts	NOUN	doigt
vous	PRON	vous
pour	ADP	pour
Bethany	PROPN	Bethany
maintenant	ADV	maintenant
que	SCONJ	que
une	DET	un
le	DET	le
parut	ADP	parut
-ce	PRON	-ce
rassurée	NOUN	rassurée
se	PRON	se
mirent	VERB	mettre
de	ADP	de
—	PUNCT	—
peux	VERB	pouvoir
sur	ADP	sur
—	PUNCT	—
veux	ADJ	veux
Je	PRON	je
est	AUX	être
voltiger	VERB	voltiger
faire	VERB	faire
Les	DET	le
lettre	NOUN	lettre
regarder	VERB	regarder
vais	VERB	aller
père	ADJ	pèr
?	PUNCT	?
—	PUNCT	—
?	PUNCT	?
enfant	NOUN	enfant
.	PUNCT	.
,	PUNCT	,
ton	NOUN	ton
.	PUNCT	.
regard	NOUN	regard
Vraiment	NOUN	vraiment
Veux	PROPN	Veux
feuille	ADJ	feuill
!	PUNCT	!
le	DET	le
—	PUNCT	—
est	AUX	être
—	PUNCT	—
Bethany	PROPN	Bethany
glissa	VERB	glisser
yeux	NOUN	oeil
toi	NOUN	toi
fillette	NOUN	fillette
sous	ADP	sous
rapide	ADJ	rapide
brillaient	ADV	brillaient
rouleau	NOUN	rouleau
-	PUNCT	-
drôlement	VERB	drôlemer
d'	ADP	de
machine	NOUN	machine
de	ADP	de
êtes	AUX	être
la	DET	le
et	CCONJ	et
sourit	ADJ	sourit
le	DET	le
essayer	VERB	essayer
?	PUNCT	?
Cette	DET	ce
.	PUNCT	.
une	DET	un
?	PUNCT	?
Vous	PRON	vous
—	PUNCT	—
—	PUNCT	—
blanche	NOUN	blanche
Angie	PROPN	Angie
Je	PRON	je
Les	DET	le
plaisir	NOUN	plaisir
peux	VERB	pouvoir
?	PUNCT	?
tu	SCONJ	tu
admiratif	ADJ	admiratif
.	PUNCT	.
à	ADP	à
de	ADP	de
elle	PRON	lui
Pendant	ADP	pendant
Bethany	PROPN	Bethany
son	DET	son
.	PUNCT	.
fille	NOUN	fille
!	PUNCT	!
et	CCONJ	et
aussi	ADV	aussi
,	PUNCT	,
devant	ADP	devant
ses	DET	son
la	DET	le
,	PUNCT	,
s'	PRON	se
était	AUX	être
jeune	ADJ	jeune
un	DET	un
première	ADJ	premier
ombre	NOUN	ombre
la	DET	le
fillette	NOUN	fillette
enfant	NOUN	enfant
heure	NOUN	heure
suivit	VERB	suivre
qui	PRON	qui
fois	NOUN	fois
qu'	SCONJ	que
la	DET	le
La	DET	le
éclata	VERB	éclater
une	DET	un
écoula	VERB	écouler
reparties	NOUN	repartie
présence	NOUN	présence
Angie	NOUN	angie
rencontrait	VERB	rencontrer
comme	ADP	comme
C'	PRON	ce
était	AUX	être
souvent	ADV	souvent
de	ADP	de
plaisir	NOUN	plaisir
de	ADP	de
rire	VERB	rire
.	PUNCT	.
l'	DET	le
,	PUNCT	,
drôle	NOUN	drôle
vrai	NOUN	vrai
demie	NOUN	demie
,	PUNCT	,
,	PUNCT	,
parents	NOUN	parent
était	AUX	être
grands	NOUN	grand
vivante	ADJ	vivant
spontanée	VERB	spontaner
de	ADP	de
ait	AUX	avoir
.	PUNCT	.
Bethany	PROPN	Bethany
privée	ADJ	priver
.	PUNCT	.
qu'	SCONJ	que
.	PUNCT	.
ses	DET	son
était	AUX	être
cinq	NUM	cinq
et	CCONJ	et
par	ADP	par
,	PUNCT	,
fut	AUX	être
.	PUNCT	.
élevée	VERB	élever
Bien	ADV	bien
heures	NOUN	heure
et	CCONJ	et
Vers	ADP	vers
dans	ADP	dans
sans	ADP	sans
Joshua	PROPN	Joshua
elle	PRON	lui
36	PRON	36
une	DET	un
été	AUX	être
,	PUNCT	,
-	NOUN	-
enchantée	VERB	enchanter
Angie	PROPN	Angie
le	DET	le
école	NOUN	école
simple	ADJ	simple
moindre	ADJ	moindre
snobisme	NOUN	snobisme
éduquée	VERB	éduquer
originale	ADJ	original
et	CCONJ	et
retour	NOUN	retour
restée	VERB	rester
retint	VERB	retenir
Bonsoir	PROPN	Bonsoir
fraîchement	ADV	fraîchement
Regarde	PROPN	Regarde
avant	ADP	avant
ongles	NOUN	ongle
—	PUNCT	—
être	AUX	être
Angie	NOUN	angie
a	AUX	avoir
Le	DET	le
téléphone	NOUN	téléphone
doigts	NOUN	doigt
empara	VERB	emparer
Bethany	PROPN	Bethany
Joshua	PROPN	Joshua
à	ADP	à
ongles	NOUN	ongle
répondre	VERB	répondre
.	PUNCT	.
vernis	VERB	vernir
dont	PRON	dont
quand	SCONJ	quand
papa	NOUN	papa
son	DET	son
!	PUNCT	!
.	PUNCT	.
Bethany	PROPN	Bethany
puisse	VERB	pouvoir
enfant	NOUN	enfant
vernis	VERB	vernir
souffle	NOUN	souffle
m'	PRON	me
sonna	ADJ	sonna
exhiba	VERB	exhiber
prêté	VERB	prêter
son	DET	son
.	PUNCT	.
que	SCONJ	que
les	DET	le
de	ADP	de
ses	DET	son
venaient	ADV	venaient
rose	NOUN	rose
.	PUNCT	.
L'	DET	le
,	PUNCT	,
d'	ADP	de
s'	PRON	se
minuscules	ADJ	minuscule
un	DET	un
combiné	NOUN	combiné
—	PUNCT	—
.	PUNCT	.
?	PUNCT	?
Pharmaceutical	NOUN	pharmaceutical
du	ADP	de
.	PUNCT	.
Angie	NOUN	angie
voix	NOUN	voix
est	AUX	être
votre	DET	votre
haussa	ADP	haussa
le	DET	le
d'	ADP	de
ne	ADV	ne
Norris	NOUN	norri
,	PUNCT	,
que	SCONJ	que
Qui	PRON	qui
—	PUNCT	—
les	DET	le
.	PUNCT	.
et	CCONJ	et
:	PUNCT	:
annonça	VERB	annoncer
lui	PRON	lui
renvoyer	VERB	renvoyer
put	ADJ	put
-vous	PRON	vous
Mademoiselle	PROPN	Mademoiselle
coupable	ADJ	coupable
une	DET	un
œuvre	NOUN	œuvre
?	PUNCT	?
solennelle	ADJ	solennel
sourire	ADJ	sourir
Company	PROPN	Company
Bethany	PROPN	Bethany
sourcils	NOUN	sourcil
Stone	PROPN	Stone
Joshua	PROPN	Joshua
air	NOUN	air
?	PUNCT	?
Ceci	PRON	ceci
demandez	VERB	demander
,	PUNCT	,
désapprobateur	NOUN	désapprobateur
masqua	VERB	masquer
l'	DET	le
,	PUNCT	,
avec	ADP	avec
regard	NOUN	regard
.	PUNCT	.
que	SCONJ	que
jeune	ADJ	jeune
récepteur	NOUN	récepteur
Le	DET	le
voir	VERB	voir
et	CCONJ	et
.	PUNCT	.
—	PUNCT	—
Sally	PROPN	Sally
mon	DET	mon
sa	DET	son
aurez	AUX	avoir
la	DET	le
veut	VERB	vouloir
,	PUNCT	,
—	PUNCT	—
à	ADP	à
,	PUNCT	,
vous	PRON	vous
paume	NOUN	paume
adressa	VERB	adresser
de	ADP	de
mademoiselle	NOUN	mademoiselle
Stone	PROPN	Stone
terminé	VERB	terminer
est	AUX	être
de	ADP	de
voudrais	VERB	vouloir
main	NOUN	main
Dès	ADP	dès
une	DET	un
s'	PRON	se
je	PRON	je
fille	NOUN	fille
vous	PRON	vous
qui	PRON	qui
Joshua	PROPN	Joshua
certaine	NOUN	certaine
parler	VERB	parler
était	AUX	être
glacial	ADJ	glacial
C'	PRON	ce
la	DET	le
.	PUNCT	.
dans	ADP	dans
vous	PRON	vous
cherchant	VERB	chercher
.	PUNCT	.
fixant	VERB	fixer
le	DET	le
la	DET	le
,	PUNCT	,
bureau	NOUN	bureau
en	ADP	en
lui	PRON	lui
quelque	DET	quelque
elle	PRON	lui
.	PUNCT	.
sa	DET	son
la	DET	le
Vous	PRON	vous
,	PUNCT	,
dire	VERB	dire
plus	ADV	plus
avait	AUX	avoir
directeur	NOUN	directeur
me	PRON	me
voix	NOUN	voix
de	ADP	de
.	PUNCT	.
à	ADP	à
—	PUNCT	—
fulminé	VERB	fulminer
en	ADP	en
elle	PRON	lui
demanda	VERB	demander
un	DET	un
moyen	NOUN	moyen
avez	VERB	avoir
Toute	ADJ	tout
Bethany	PROPN	Bethany
chose	NOUN	chose
un	DET	un
monsieur	NOUN	Monsieur
journée	NOUN	journée
la	DET	le
point	NOUN	point
de	ADP	de
professionnelle	ADJ	professionnel
invisible	ADJ	invisible
devant	ADP	devant
?	PUNCT	?
3	NUM	3
,	PUNCT	,
rendre	VERB	rendre
strictement	ADV	strictement
imposé	VERB	imposer
de	ADP	de
bonne	ADJ	bon
,	PUNCT	,
Je	PRON	je
naturel	NOUN	naturel
monnaie	NOUN	monnaie
une	DET	un
soir	NOUN	soir
était	AUX	être
emploi	NOUN	emploi
.	PUNCT	.
à	ADP	à
—	PUNCT	—
Elle	PRON	lui
m'	PRON	me
un	DET	un
Elle	PRON	lui
de	ADP	de
mais	CCONJ	mais
d'	ADP	de
bout	NOUN	bout
ce	DET	ce
pièce	NOUN	pièce
pas	ADV	pas
.	PUNCT	.
vous	PRON	vous
avoir	AUX	avoir
excuser	VERB	excuser
l'	PRON	l'
raison	NOUN	raison
,	PUNCT	,
n'	ADV	n'
—	PUNCT	—
avait	AUX	avoir
pourtant	ADV	pourtant
Angie	PROPN	Angie
rancunier	VERB	rancunier
voudrais	VERB	vouloir
.	PUNCT	.
de	ADP	de
poussée	VERB	pousser
à	ADP	à
quitter	VERB	quitter
son	DET	son
il	PRON	il
sa	DET	son
présent	NOUN	présent
.	PUNCT	.
avait	VERB	avoir
Très	ADV	très
présence	NOUN	présence
reprend	VERB	reprendre
Tant	ADV	tant
plus	ADV	plus
.	PUNCT	.
Sa	DET	son
gouvernante	NOUN	gouvernante
le	DET	le
problème	NOUN	problème
Angie	NOUN	angie
n'	ADV	n'
première	ADJ	premier
.	PUNCT	.
posé	VERB	poser
de	ADP	de
directeur	NOUN	directeur
la	DET	le
ici	ADV	ici
mieux	ADV	mieux
le	DET	le
fois	NOUN	fois
monsieur	NOUN	Monsieur
m'	PRON	me
monsieur	NOUN	Monsieur
a	AUX	avoir
.	PUNCT	.
—	PUNCT	—
venir	VERB	venir
Ce	PRON	ce
son	DET	son
,	PUNCT	,
aucun	DET	aucun
aura	VERB	avoir
sera	AUX	être
,	PUNCT	,
bien	ADV	bien
—	PUNCT	—
besoin	NOUN	besoin
et	CCONJ	et
service	NOUN	service
la	DET	le
,	PUNCT	,
demain	ADV	demain
.	PUNCT	.
.	PUNCT	.
ne	ADV	ne
la	DET	le
directeur	NOUN	directeur
dernière	ADJ	dernier
—	PUNCT	—
sera	AUX	être
retourna	VERB	retourner
.	PUNCT	.
aurai	VERB	avoir
peu	ADV	peu
Ce	PRON	ce
se	PRON	se
J'	PRON	je
Il	PRON	il
directeur	NOUN	directeur
,	PUNCT	,
se	PRON	se
un	DET	un
Oui	PROPN	Oui
de	ADP	de
un	DET	un
la	DET	le
mon	DET	mon
Détournant	VERB	détourner
air	NOUN	air
dirigea	VERB	diriger
—	PUNCT	—
?	PUNCT	?
l'	DET	le
—	PUNCT	—
mercredi	NOUN	mercredi
.	PUNCT	.
prendre	VERB	prendre
yeux	NOUN	oeil
.	PUNCT	.
?	PUNCT	?
.	PUNCT	.
j'	PRON	je
,	PUNCT	,
avait	VERB	avoir
Après-demain	PROPN	Après-demain
hésitant	ADJ	hésitant
besoin	NOUN	besoin
vers	ADP	vers
—	PUNCT	—
elle	PRON	lui
,	PUNCT	,
Monsieur	NOUN	Monsieur
le	DET	le
les	DET	le
tout	ADV	tout
puis	CCONJ	puis
ai	VERB	avoir
porte	NOUN	porte
,	PUNCT	,
important	ADJ	important
Entendu	PROPN	Entendu
pas	ADV	pas
pour	ADP	pour
n'	ADV	n'
rendez-vous	NOUN	rendez-vous
—	PUNCT	—
.	PUNCT	.
?	PUNCT	?
Je	PRON	je
m'	PRON	me
c'	PRON	ce
Mademoiselle	PROPN	Mademoiselle
la	DET	le
faire	AUX	faire
Il	PRON	il
pis	NOUN	pis
.	PUNCT	.
l'	DET	le
.	PUNCT	.
était	AUX	être
directeur	NOUN	directeur
—	PUNCT	—
Oui	PROPN	Oui
Toute	ADJ	tout
—	PUNCT	—
Merci	NOUN	merci
remplacer	VERB	remplacer
enchanté	VERB	enchanter
,	PUNCT	,
le	DET	le
journée	NOUN	journée
arrangerai	VERB	arranger
,	PUNCT	,
—	PUNCT	—
monsieur	NOUN	Monsieur
avait	VERB	avoir
vous	PRON	vous
tant	ADV	tant
mademoiselle	NOUN	mademoiselle
mais	CCONJ	mais
lui	PRON	lui
Stone	PROPN	Stone
.	PUNCT	.
air	NOUN	air
.	PUNCT	.
.	PUNCT	.
—	PUNCT	—
pour	ADP	pour
bien	ADV	bien
,	PUNCT	,
Bon	PROPN	Bon
directeur	NOUN	directeur
problème	NOUN	problème
monsieur	NOUN	Monsieur
Stone	PROPN	Stone
—	PUNCT	—
—	PUNCT	—
de	ADP	de
quel	ADJ	quel
est	AUX	être
le	DET	le
est	AUX	être
l'	DET	le
—	PUNCT	—
appeler	VERB	appeler
Il	PRON	il
problème	NOUN	problème
?	PUNCT	?
m'	PRON	me
directeur	NOUN	directeur
?	PUNCT	?
-vous	PRON	vous
de	ADP	de
avoir	VERB	avoir
pourrait	VERB	pouvoir
-il	PRON	il
Quel	DET	quel
Bien	ADV	bien
,	PUNCT	,
avoir	VERB	avoir
amabilité	NOUN	amabilité
le	DET	le
,	PUNCT	,
cesser	VERB	cesser
y	PRON	y
le	DET	le
?	PUNCT	?
.	PUNCT	.
mademoiselle	NOUN	mademoiselle
monsieur	NOUN	Monsieur
profondément	ADV	profondément
Stone	PROPN	Stone
,	PUNCT	,
—	PUNCT	—
voudriez	NOUN	voudriez
.	PUNCT	.
C'	PRON	ce
soupira	VERB	soupirer
permettait	VERB	permettre
ce	PRON	ce
grands	ADJ	grand
exactement	ADV	exactement
était	AUX	être
c'	PRON	ce
exactement	ADV	exactement
de	DET	de
à	ADP	à
rugit	NOUN	rugit
dignement	NOUN	dignement
.	PUNCT	.
.	PUNCT	.
patron	NOUN	patron
demande	VERB	demande
première	ADJ	premier
Et	CCONJ	et
de	ADP	de
qu'	SCONJ	que
ce	PRON	ce
—	PUNCT	—
Secrètement	ADV	secrètement
ainsi	ADV	ainsi
je	PRON	je
.	PUNCT	.
vous	PRON	vous
elle	PRON	lui
se	PRON	se
fois	NOUN	fois
je	PRON	je
yeux	NOUN	oeil
parler	VERB	parler
,	PUNCT	,
C'	PRON	ce
vous	PRON	vous
-il	PRON	il
de	ADP	de
est	AUX	être
la	DET	le
ravie	VERB	ravir
,	PUNCT	,
réponds	VERB	répondre
voir	VERB	voir
Bethany	PROPN	Bethany
sortit	NOUN	sortit
que	PRON	que
que	PRON	que
ouvrir	VERB	ouvrir
son	DET	son
le	PRON	le
?	PUNCT	?
et	CCONJ	et
aussi	ADV	aussi
osé	VERB	oser
inquiète	ADJ	inquiet
elle	PRON	lui
,	PUNCT	,
crié	ADJ	crier
,	PUNCT	,
son	DET	son
d'	ADP	de
une	DET	un
Stone	PROPN	Stone
chérie	NOUN	chéri
enchantée	VERB	enchanter
Il	PRON	il
,	PUNCT	,
papa	NOUN	papa
méchant	ADJ	méchant
lui	PRON	lui
Enfin	ADV	enfin
,	PUNCT	,
non	ADV	non
se	PRON	se
.	PUNCT	.
sentait	VERB	sentir
avec	ADP	avec
vous	PRON	vous
est	AUX	être
!	PUNCT	!
fort	ADV	fort
Mais	CCONJ	mais
de	ADP	de
voix	NOUN	voix
—	PUNCT	—
audace	NOUN	audace
—	PUNCT	—
avait	AUX	avoir
.	PUNCT	.
pourquoi	ADV	pourquoi
?	PUNCT	?
Mademoiselle	PROPN	Mademoiselle
t	PART	t
demanda	ADJ	demanda
Angie	NOUN	angie
résister	VERB	résister
elle	PRON	lui
-il	PRON	il
ma	DET	mon
a	VERB	avoir
C'	PRON	ce
—	PUNCT	—
faisait	VERB	faire
fait	VERB	faire
il	PRON	il
voix	NOUN	voix
.	PUNCT	.
me	PRON	me
façon	NOUN	façon
parfois	ADV	parfois
ai	AUX	avoir
compris	VERB	comprendre
.	PUNCT	.
parler	VERB	parler
Il	PRON	il
était	AUX	être
de	ADP	de
étais	AUX	être
vraiment	ADV	vraiment
peur	NOUN	peur
drôle	NOUN	drôle
Quand	SCONJ	quand
sa	DET	son
mieux	ADV	mieux
une	DET	un
.	PUNCT	.
méchant	ADJ	méchant
.	PUNCT	.
pas	ADV	pas
tout	ADJ	tout
pleurer	VERB	pleurer
seulement	ADV	seulement
parle	VERB	parle
qu'	SCONJ	que
le	DET	le
d'	ADP	de
est	AUX	être
qui	PRON	qui
n'	ADV	n'
j'	PRON	je
,	PUNCT	,
monde	NOUN	monde
,	PUNCT	,
mais	CCONJ	mais
j'	PRON	je
à	ADP	à
Tant	ADV	tant
cela	PRON	cela
de	ADP	de
petite	ADJ	petit
je	PRON	je
—	PUNCT	—
A	ADP	à
Si	SCONJ	si
amie	NOUN	amie
aussi	ADV	aussi
.	PUNCT	.
—	PUNCT	—
,	PUNCT	,
je	PRON	je
considères	VERB	considérer
comme	ADP	comme
m'	PRON	me
ai	AUX	avoir
Angie	NOUN	angie
—	PUNCT	—
moi	PRON	moi
.	PUNCT	.
la	DET	le
tu	PRON	tu
remarqué	VERB	remarquer
appeler	VERB	appeler
passer	VERB	passer
sais	VERB	savoir
ai	AUX	avoir
,	PUNCT	,
journée	NOUN	journée
que	PRON	que
Après	ADP	après
,	PUNCT	,
condition	NOUN	condition
de	ADP	de
,	PUNCT	,
ton	NOUN	ton
tu	SCONJ	tu
l'	PRON	l'
viens	VERB	venir
.	PUNCT	.
.	PUNCT	.
Bethany	PROPN	Bethany
que	SCONJ	que
peux	NOUN	peu
Vraiment	ADV	vraiment
tu	ADP	tu
me	PRON	me
veux	ADJ	veux
Je	PRON	je
?	PUNCT	?
j'	PRON	je
—	PUNCT	—
toujours	ADV	toujours
d'	ADP	de
je	PRON	je
de	ADP	de
aimer	VERB	aimer
visage	NOUN	visage
vraimentbesoin	NOUN	vraimentbesoin
,	PUNCT	,
les	DET	le
de	ADP	de
ne	ADV	ne
va	VERB	aller
parle	VERB	parle
trop	ADV	trop
Bethany	PROPN	Bethany
Remarque	ADV	remarque
le	DET	le
!	PUNCT	!
mamy	NOUN	mamy
la	DET	le
malgré	ADP	malgré
très	ADV	très
prends	ADJ	prend
amie	NOUN	amie
,	PUNCT	,
!	PUNCT	!
me	PRON	me
dit	VERB	dire
,	PUNCT	,
.	PUNCT	.
suis	AUX	être
je	PRON	je
éclata	VERB	éclater
m'	PRON	me
—	PUNCT	—
rire	NOUN	rire
que	SCONJ	que
dépité	VERB	dépiter
.	PUNCT	.
sérieusement	ADJ	sérieusement
sûre	VERB	sûre
Je	PRON	je
ma	DET	mon
que	SCONJ	que
personne	ADJ	personn
fillette	NOUN	fillette
une	DET	un
classe	NOUN	classe
choses	NOUN	chose
Dans	ADP	dans
plein	NOUN	plein
cœur	PROPN	cœur
!	PUNCT	!
un	DET	un
fin	NOUN	fin
-	PUNCT	-
à	ADP	à
dit	VERB	dire
.	PUNCT	.
,	PUNCT	,
qu'	SCONJ	que
avant	ADP	avant
Ça	PROPN	Ça
Tu	SCONJ	tu
ça	PRON	cela
la	DET	le
Laisse	PROPN	Laisse
mamy	NOUN	mamy
,	PUNCT	,
peu	ADV	peu
.	PUNCT	.
aussi	ADV	aussi
amis	NOUN	ami
—	PUNCT	—
chérie	NOUN	chéri
Mais	CCONJ	mais
tu	PRON	tu
auras	ADJ	aura
semaine	NOUN	semaine
temps	NOUN	temps
—	PUNCT	—
nouveaux	ADJ	nouveau
viendra	PRON	viendra
la	DET	le
.	PUNCT	.
ma	DET	mon
de	ADP	de
leur	DET	leur
de	ADP	de
,	PUNCT	,
Je	PRON	je
—	PUNCT	—
l'	PRON	l'
suis	AUX	être
sûre	VERB	sûre
de	ADP	de
...	PUNCT	...
aurait	AUX	avoir
—	PUNCT	—
me	PRON	me
,	PUNCT	,
crois	NOUN	croi
.	PUNCT	.
son	DET	son
pour	ADP	pour
glissa	VERB	glisser
le	DET	le
peu	ADV	peu
.	PUNCT	.
de	ADP	de
taper	VERB	taper
une	DET	un
la	DET	le
seras	NOUN	sera
la	PRON	le
?	PUNCT	?
et	CCONJ	et
pour	ADP	pour
tu	ADP	tu
intention	NOUN	intention
,	PUNCT	,
machine	NOUN	machine
engage	NOUN	engage
?	PUNCT	?
mieux	NOUN	mieux
Bethany	PROPN	Bethany
es	NOUN	e
là	ADV	là
Puisque	SCONJ	puisque
nouvelle	ADJ	nouveau
—	PUNCT	—
t'	PRON	te
rassura	VERB	rassurer
lettre	NOUN	lettre
feuille	ADJ	feuill
son	DET	son
je	PRON	je
à	ADP	à
moi	PRON	moi
,	PUNCT	,
Tu	PROPN	Tu
dans	ADP	dans
occuper	VERB	occuper
veux	ADJ	veux
bien	ADV	bien
une	DET	un
vraiment	ADV	vraiment
un	DET	un
Tu	ADV	tu
l'	PRON	l'
et	CCONJ	et
collaboratrice	NOUN	collaborateur
et	CCONJ	et
Angie	NOUN	angie
sa	DET	son
Bethany	PROPN	Bethany
ma	DET	mon
,	PUNCT	,
en	ADP	en
