étonnement	NOUN	étonnement
qu'	SCONJ	que
au	ADP	au
mots	NOUN	mot
.	PUNCT	.
mots	NOUN	mot
,	PUNCT	,
Rien	NOUN	rien
mais	CCONJ	mais
l'	DET	le
les	DET	le
sûr	ADJ	sûr
là	ADV	là
?	PUNCT	?
banquiers	NOUN	banquier
suis	AUX	être
d'	ADP	de
les	DET	le
qui	PRON	qui
Je	PRON	je
haïrait	VERB	haïr
--	PUNCT	--
Ah	PROPN	Ah
aimez	NOUN	aimez
l'	DET	le
.	PUNCT	.
adore	VERB	adore
argent	NOUN	argent
pourtant	ADV	pourtant
argent	NOUN	argent
--	PUNCT	--
j'	PRON	je
les	DET	le
vous	PRON	vous
absurde	NOUN	absurde
--	PUNCT	--
.	PUNCT	.
dedans	ADJ	dedan
Et	CCONJ	et
les	DET	le
haïssent	VERB	haïr
banquier	NOUN	banquier
,	PUNCT	,
,	PUNCT	,
-	PROPN	-
n'	ADV	n'
n'	ADV	n'
cuisine	NOUN	cuisine
matières	ADJ	matière
--	PUNCT	--
les	DET	le
ça	PRON	cela
la	DET	le
cuisine	NOUN	cuisine
Les	DET	le
la	DET	le
cuisine	NOUN	cuisine
--	PUNCT	--
la	DET	le
voir	VERB	voir
,	PUNCT	,
sont	AUX	être
métaphore	NOUN	métaphore
,	PUNCT	,
,	PUNCT	,
ce	PRON	ce
Alors	ADV	alors
la	DET	le
rien	PRON	rien
,	PUNCT	,
à	ADP	à
la	DET	le
métaphore	NOUN	métaphore
monsieur	NOUN	Monsieur
ingrédients	NOUN	ingrédient
--	PROPN	--
pas	ADV	pas
.	PUNCT	.
.	PUNCT	.
sacrés	VERB	sacrer
mots	NOUN	mot
est	AUX	être
belles	NOUN	beau
Non	ADV	non
la	DET	le
et	CCONJ	et
.	PUNCT	.
c'	PRON	ce
vous	PRON	vous
aimez	VERB	aimer
les	DET	le
a	VERB	avoir
est	AUX	être
--	PUNCT	--
,	PUNCT	,
le	DET	le
,	PUNCT	,
le	DET	le
foi	NOUN	foi
miel	NOUN	miel
la	DET	le
cuisine	NOUN	cuisine
a	VERB	avoir
,	PUNCT	,
La	DET	le
ensuite	ADV	ensuite
manger	VERB	manger
une	DET	un
croquer	VERB	croquer
syntaxe	NOUN	syntaxe
affirmer	VERB	affirmer
est	AUX	être
affirmer	VERB	affirmer
ce	DET	ce
;	PUNCT	;
c'	PRON	ce
tomate	NOUN	tomate
gingembre	NOUN	gingembre
est	AUX	être
,	PUNCT	,
la	DET	le
miel	ADJ	miel
a	VERB	avoir
que	SCONJ	que
est	AUX	être
goût	NOUN	goût
du	ADP	de
.	PUNCT	.
du	ADP	de
mordre	VERB	mordre
métaphore	NOUN	métaphore
goût	NOUN	goût
mauvaise	ADJ	mauvais
et	CCONJ	et
et	CCONJ	et
du	ADP	de
dans	ADP	dans
cette	DET	ce
miel	NOUN	miel
,	PUNCT	,
c'	PRON	ce
c'	PRON	ce
tomate	NOUN	tomate
puis	CCONJ	puis
que	SCONJ	que
est	AUX	être
gingembre	NOUN	gingembre
--	PUNCT	--
après	ADP	après
:	PUNCT	:
salsepareille	NOUN	salsepareille
du	ADP	de
.	PUNCT	.
,	PUNCT	,
a	VERB	avoir
avez	VERB	avoir
pas	ADV	pas
j'	PRON	je
devrais	VERB	devoir
ce	DET	ce
vous	PRON	vous
la	DET	le
,	PUNCT	,
comprendre	VERB	comprendre
quoi	PRON	quoi
de	ADP	de
ai	AUX	avoir
métaphore	NOUN	métaphore
affirmer	VERB	affirmer
goût	NOUN	goût
que	SCONJ	que
ce	PRON	ce
qu'	PRON	qu'
faire	AUX	faire
--	PUNCT	--
Non	ADV	non
une	DET	un
gingembre	NOUN	gingembre
compris	ADJ	compris
Oui	PROPN	Oui
le	DET	le
réellement	ADV	réellement
,	PUNCT	,
pour	ADP	pour
compris	VERB	comprendre
,	PUNCT	,
,	PUNCT	,
de	ADP	de
vous	PRON	vous
n'	ADV	n'
...	PUNCT	...
et	CCONJ	et
continuer	VERB	continuer
je	PRON	je
inutile	ADJ	inutile
imagine	VERB	imagine
ce	DET	ce
a	AUX	avoir
,	PUNCT	,
bienfaiteur	NOUN	bienfaiteur
,	PUNCT	,
continuer	VERB	continuer
leur	PRON	leur
.	PUNCT	.
,	PUNCT	,
.	PUNCT	.
--	PUNCT	--
continuent	VERB	continuer
ai	AUX	avoir
des	DET	un
c'	PRON	ce
métaphoriens	NOUN	métaphorien
qu'	SCONJ	que
vous	PRON	vous
n'	ADV	n'
les	DET	le
aussi	ADV	aussi
Non	ADV	non
jeu	NOUN	jeu
que	SCONJ	que
pendant	ADP	pendant
,	PUNCT	,
j'	PRON	je
est	AUX	être
jamais	ADV	jamais
pas	ADV	pas
--	PUNCT	--
heures	NOUN	heure
Le	DET	le
,	PUNCT	,
parce	SCONJ	parce
?	PUNCT	?
eux	PRON	lui
,	PUNCT	,
longtemps	ADV	longtemps
cassé	ADJ	cassé
ils	PRON	il
bienfaiteur	NOUN	bienfaiteur
la	DET	le
gueule	NOUN	gueule
arrêtent	VERB	arrêter
petit	ADJ	petit
ne	ADV	ne
J'	PRON	je
un	DET	un
c'	PRON	ce
été	AUX	être
gentillesse	NOUN	gentillesse
--	PUNCT	--
par	ADP	par
vous	PRON	vous
toujours	ADV	toujours
Cette	DET	ce
et	CCONJ	et
gentil	ADJ	gentil
n'	ADV	n'
est	AUX	être
personne	ADJ	personn
par	ADP	par
mou	NOUN	mou
que	SCONJ	que
,	PUNCT	,
gentil	ADJ	gentil
suis	AUX	être
Effroyablement	PROPN	Effroyablement
Gentil	PROPN	Gentil
d'	ADP	de
lassitude	NOUN	lassitude
peu	ADV	peu
--	PUNCT	--
trop	ADV	trop
gentil	ADJ	gentil
,	PUNCT	,
je	PRON	je
Je	PRON	je
est	AUX	être
par	ADP	par
et	CCONJ	et
jamais	ADV	jamais
ne	ADV	ne
.	PUNCT	.
est	AUX	être
?	PUNCT	?
gentillesse	NOUN	gentillesse
aussi	ADV	aussi
effroyable	ADJ	effroyable
connais	VERB	connaître
moi	PRON	moi
car	CCONJ	car
ce	PRON	ce
.	PUNCT	.
un	DET	un
.	PUNCT	.
surtout	ADV	surtout
que	SCONJ	que
.	PUNCT	.
de	ADP	de
Vous	PRON	vous
très	ADV	très
comprenez	VERB	comprendre
je	PRON	je
peur	NOUN	peur
--	PUNCT	--
gentillesse	NOUN	gentillesse
prompt	VERB	prompt
--	PUNCT	--
Vous	PRON	vous
je	PRON	je
a	VERB	avoir
Je	PRON	je
à	ADP	à
et	CCONJ	et
comme	ADP	comme
que	SCONJ	que
mal	ADV	mal
exaspérer	VERB	exaspérer
les	PRON	le
la	DET	le
exaspération	NOUN	exaspération
m'	PRON	me
.	PUNCT	.
je	PRON	je
raconte	ADJ	racont
ce	PRON	ce
exaspérations	NOUN	exaspération
méprisez	VERB	mépriser
admire	VERB	admire
suis	AUX	être
ne	ADV	ne
,	PUNCT	,
à	ADP	à
J'	PRON	je
vis	VERB	voir
rien	PRON	rien
évite	VERB	évite
la	DET	le
alors	ADV	alors
peste	NOUN	peste
gentillesse	NOUN	gentillesse
?	PUNCT	?
ces	DET	ce
l'	DET	le
.	PUNCT	.
qui	PRON	qui
la	DET	le
paix	NOUN	paix
origine	NOUN	origine
,	PUNCT	,
qui	PRON	qui
est	VERB	être
de	ADP	de
pour	ADP	pour
cas	NOUN	cas
.	PUNCT	.
.	PUNCT	.
gentils	ADJ	gentil
,	PUNCT	,
-là	PRON	-là
ne	ADV	ne
l'	DET	le
qu'	SCONJ	que
beaucoup	ADV	beaucoup
l'	DET	le
leur	PRON	leur
la	DET	le
-vous	X	-vous
?	PUNCT	?
Admettons	NOUN	admetton
gentillesse	NOUN	gentillesse
connaissez	VERB	connaître
ou	CCONJ	ou
fiche	VERB	fiche
la	DET	le
on	PRON	on
,	PUNCT	,
quand	SCONJ	quand
--	PUNCT	--
amour	NOUN	amour
c'	PRON	ce
cette	DET	ce
Mais	CCONJ	mais
.	PUNCT	.
gens	NOUN	gens
pour	ADP	pour
Dans	ADP	dans
les	DET	le
gentillesse	NOUN	gentillesse
majorité	NOUN	majorité
humains	NOUN	humain
sont	AUX	être
pratiquent	NOUN	pratiquent
la	DET	le
des	ADP	de
Ceci	PRON	ceci
immense	NOUN	immense
--	PUNCT	--
dit	VERB	dire
Vous	PRON	vous
.	PUNCT	.
-ce	PRON	-ce
de	ADP	de
me	PRON	me
.	PUNCT	.
.	PUNCT	.
de	ADP	de
vous	PRON	vous
.	PUNCT	.
n'	ADV	n'
suis	AUX	être
le	DET	le
je	PRON	je
moulages	NOUN	moulage
pas	ADV	pas
demande	VERB	demande
--	PUNCT	--
des	ADP	de
y	PRON	y
pouvez	ADJ	pouvez
pas	ADV	pas
faisait	VERB	faire
pourquoi	ADV	pourquoi
pourquoi	ADV	pourquoi
?	PUNCT	?
vous	PRON	vous
pas	ADV	pas
êtes	AUX	être
le	PRON	le
vendeur	NOUN	vendeur
Est	VERB	être
?	PUNCT	?
cire	NOUN	cire
Vous	PRON	vous
crucifiés	NOUN	crucifié
que	SCONJ	que
a	VERB	avoir
bien	ADV	bien
Il	PRON	il
sot	NOUN	sot
journaliste	ADJ	journalist
,	PUNCT	,
Pourquoi	ADV	pourquoi
toujours	ADV	toujours
métier	NOUN	métier
Je	PRON	je
de	ADP	de
m'	PRON	me
parce	SCONJ	parce
cela	PRON	cela
intéressent	VERB	intéresser
--	PUNCT	--
gens	NOUN	gens
journaliste	ADJ	journalist
que	SCONJ	que
.	PUNCT	.
demande	NOUN	demande
une	DET	un
information	NOUN	information
qu'	SCONJ	que
Enfin	PROPN	Enfin
a	VERB	avoir
votre	DET	votre
des	DET	un
les	PRON	le
,	PUNCT	,
à	ADP	à
que	SCONJ	que
on	PRON	on
pas	ADV	pas
il	PRON	il
parce	SCONJ	parce
y	PRON	y
je	PRON	je
ne	ADV	ne
place	NOUN	place
articles	NOUN	article
me	PRON	me
vanterais	VERB	vanter
une	DET	un
.	PUNCT	.
,	PUNCT	,
,	PUNCT	,
en	ADP	en
s'	PRON	se
À	ADP	à
me	PRON	me
permet	VERB	permettre
parce	SCONJ	parce
,	PUNCT	,
de	ADP	de
communiquer	VERB	communiquer
mes	DET	mon
qu'	SCONJ	que
parce	SCONJ	parce
--	PUNCT	--
achète	NOUN	achète
.	PUNCT	.
monsieur	NOUN	Monsieur
.	PUNCT	.
C'	PRON	ce
vendeur	NOUN	vendeur
?	PUNCT	?
,	PUNCT	,
prouver	VERB	prouver
tenez	VERB	tenir
vivre	ADJ	vivr
que	PRON	que
fait	VERB	faire
,	PUNCT	,
à	ADP	à
faut	VERB	falloir
cire	NOUN	cire
trouvez	VERB	trouver
--	PUNCT	--
en	ADP	en
est	AUX	être
Vous	PRON	vous
non	ADV	non
y	PRON	y
,	PUNCT	,
--	PUNCT	--
il	PRON	il
tout	DET	tout
cas	NOUN	cas
,	PUNCT	,
que	PRON	que
--	PUNCT	--
Vous	PRON	vous
bien	ADV	bien
votre	DET	votre
vous	PRON	vous
!	PUNCT	!
--	PUNCT	--
--	PUNCT	--
de	ADP	de
?	PUNCT	?
C'	PRON	ce
faites	NOUN	faite
reste	VERB	reste
est	AUX	être
ce	PRON	ce
ce	PRON	ce
Tach	PROPN	Tach
à	ADP	à
,	PUNCT	,
Ça	PROPN	Ça
parce	SCONJ	parce
brave	NOUN	brave
y	PRON	y
Pour	ADP	pour
ça	PRON	cela
crucifiés	NOUN	crucifié
ce	DET	ce
n'	ADV	n'
les	PRON	le
fait	VERB	faire
,	PUNCT	,
parce	SCONJ	parce
inverses	ADJ	inverse
achète	VERB	acheter
.	PUNCT	.
intéresse	VERB	intéresse
de	ADP	de
:	PUNCT	:
les	DET	le
des	DET	un
moulages	NOUN	moulage
aux	ADP	à
ne	ADV	ne
de	ADP	de
des	ADP	de
cire	NOUN	cire
gens	NOUN	gens
,	PUNCT	,
pas	ADV	pas
que	PRON	que
a	VERB	avoir
on	PRON	on
Pourquoi	ADV	pourquoi
que	SCONJ	que
je	PRON	je
-il	PRON	il
qu'	SCONJ	que
?	PUNCT	?
n'	ADV	n'
vôtres	NOUN	vôtre
pas	ADV	pas
suppose	VERB	suppose
qu'	SCONJ	que
de	DET	de
demande	NOUN	demande
raisons	NOUN	raison
vendeur	ADJ	vendeur
il	PRON	il
lui	PRON	lui
parce	SCONJ	parce
--	PUNCT	--
,	PUNCT	,
que	PRON	que
Une	DET	un
avis	NOUN	avis
.	PUNCT	.
pas	ADV	pas
ce	PRON	ce
je	PRON	je
de	ADP	de
vous	PRON	vous
voulez	VERB	vouloir
alors	ADV	alors
journaliste	ADJ	journalist
lui	PRON	lui
mais	CCONJ	mais
information	NOUN	information
Pas	ADV	pas
voulez	VERB	vouloir
expression	NOUN	expression
aucune	DET	aucun
?	PUNCT	?
,	PUNCT	,
que	SCONJ	que
communiquer	VERB	communiquer
ça	PRON	cela
-vous	PRON	vous
?	PUNCT	?
le	PRON	le
l'	DET	le
vous	PRON	vous
sûr	ADJ	sûr
permet	VERB	permettre
mon	DET	mon
absurde	NOUN	absurde
ne	ADV	ne
Bien	ADV	bien
--	PUNCT	--
--	NOUN	--
--	PUNCT	--
faites	NOUN	faite
,	PUNCT	,
absurde	ADJ	absurde
,	PUNCT	,
si	SCONJ	si
de	ADP	de
parce	SCONJ	parce
que	SCONJ	que
suis	AUX	être
plus	ADV	plus
injurier	NOUN	injurier
--	PUNCT	--
cela	PRON	cela
envers	NOUN	envers
Vous	PRON	vous
--	PUNCT	--
.	PUNCT	.
mériter	VERB	mériter
traiter	VERB	traiter
agressivité	NOUN	agressivité
le	DET	le
comble	NOUN	comble
.	PUNCT	.
métaphorien	NOUN	métaphorien
Pourquoi	ADV	pourquoi
avez	AUX	avoir
?	PUNCT	?
ai	AUX	avoir
cessé	VERB	cesser
les	DET	le
journalistes	NOUN	journaliste
--	PUNCT	--
me	PRON	me
.	PUNCT	.
les	DET	le
--	PUNCT	--
de	ADP	de
m'	PRON	me
pas	ADV	pas
,	PUNCT	,
?	PUNCT	?
de	ADP	de
cette	DET	ce
.	PUNCT	.
envers	NOUN	envers
envers	ADJ	envers
,	PUNCT	,
Pas	ADV	pas
n'	ADV	n'
Qu'	PRON	qu'
--	PUNCT	--
vous	PRON	vous
fait	VERB	faire
C'	PRON	ce
est	AUX	être
journalistes	NOUN	journaliste
Précisément	ADV	précisément
pour	ADP	pour
de	ADP	de
-je	PRON	je
dû	VERB	devoir
de	ADP	de
pire	ADJ	pire
pas	ADV	pas
.	PUNCT	.
n'	ADV	n'
,	PUNCT	,
,	PUNCT	,
?	PUNCT	?
,	PUNCT	,
prétendre	NOUN	prétendre
me	PRON	me
d'	ADP	de
Ça	PROPN	Ça
mauvais	NOUN	mauvais
Mais	CCONJ	mais
je	PRON	je
vendeur	NOUN	vendeur
qu'	SCONJ	que
«	VERB	«
que	SCONJ	que
importuner	VERB	importuner
autre	PRON	autre
taxer	NOUN	taxer
dire	VERB	dire
de	ADP	de
aurais	ADJ	aurai
-je	PRON	je
...	PUNCT	...
»	PUNCT	»
que	SCONJ	que
d'	ADP	de
goût	NOUN	goût
comprendre	VERB	comprendre
laid	ADJ	laid
de	ADP	de
dire	VERB	dire
étais	VERB	être
--	PUNCT	--
le	DET	le
tout	ADV	tout
,	PUNCT	,
cire	NOUN	cire
,	PUNCT	,
de	ADP	de
si	SCONJ	si
me	PRON	me
et	CCONJ	et
--	PUNCT	--
de	ADP	de
Gravelin	PROPN	Gravelin
c'	PRON	ce
m'	PRON	me
,	PUNCT	,
.	PUNCT	.
est	AUX	être
,	PUNCT	,
Vous	PRON	vous
a	VERB	avoir
le	DET	le
--	PUNCT	--
Certainement	NOUN	certainement
vient	VERB	venir
sens	NOUN	sens
,	PUNCT	,
est	AUX	être
on	PRON	on
Prétextât	PROPN	Prétextât
cette	DET	ce
comme	SCONJ	comme
Quand	SCONJ	quand
pas	ADV	pas
n'	ADV	n'
votre	DET	votre
.	PUNCT	.
métier	NOUN	métier
andouille	NOUN	andouille
de	ADP	de
encore	ADV	encore
,	PUNCT	,
y	PRON	y
qui	PRON	qui
pas	ADV	pas
pas	ADV	pas
on	PRON	on
mien	NOUN	mien
,	PUNCT	,
bête	NOUN	bête
C'	PRON	ce
harceler	VERB	harceler
aviez	VERB	avoir
ne	ADV	ne
.	PUNCT	.
autorisé	VERB	autoriser
.	PUNCT	.
vous	PRON	vous
est	AUX	être
--	PUNCT	--
aucun	DET	aucun
Tach	PROPN	Tach
Grossier	PROPN	Grossier
discernement	NOUN	discernement
Tach	PROPN	Tach
homme	NOUN	homme
que	SCONJ	que
un	DET	un
du	ADP	de
monsieur	NOUN	Monsieur
immédiatement	ADV	immédiatement
vous	PRON	vous
pas	ADV	pas
plus	ADV	plus
pas	ADV	pas
--	PUNCT	--
début	NOUN	début
ne	ADV	ne
était	AUX	être
.	PUNCT	.
êtes	PRON	êtes
.	PUNCT	.
c'	PRON	ce
la	DET	le
Sortez	VERB	sortir
--	PUNCT	--
que	SCONJ	que
Au	ADP	au
.	PUNCT	.
--	PUNCT	--
l'	PRON	l'
Ça	PROPN	Ça
,	PUNCT	,
!	PUNCT	!
,	PUNCT	,
désagréable	ADJ	désagréable
n'	ADV	n'
disiez	VERB	dire
personnage	NOUN	personnage
excellent	ADJ	excellent
vous	PRON	vous
bêtise	NOUN	bêtise
ne	ADV	ne
exclut	VERB	exclure
Allons	NOUN	allon
vous	PRON	vous
faites	VERB	faire
--	PUNCT	--
.	PUNCT	.
,	PUNCT	,
!	PUNCT	!
--	PUNCT	--
.	PUNCT	.
...	PUNCT	...
le	DET	le
duré	VERB	durer
déguerpit	NOUN	déguerpit
que	ADV	que
Mais	CCONJ	mais
doit	VERB	devoir
un	DET	un
.	PUNCT	.
!	PUNCT	!
Le	DET	le
Et	CCONJ	et
au	ADP	au
à	ADP	à
la	DET	le
a	VERB	avoir
vos	DET	votre
entre	ADP	entre
,	PUNCT	,
n'	ADV	n'
dites	VERB	dire
prenaient	VERB	prendre
interview	NOUN	interview
Elle	PRON	lui
commence	VERB	commencer
les	DET	le
jambes	NOUN	jambe
queue	NOUN	queue
!	PUNCT	!
respect	NOUN	respect
collègues	NOUN	collègue
peine	NOUN	peine
journaliste	NOUN	journaliste
Disparaissez	X	Disparaissez
--	PUNCT	--
Ses	DET	son
trop	ADV	trop
,	PUNCT	,
à	ADP	à
à	ADP	à
!	PUNCT	!
qu'	PRON	qu'
Prétextât	PROPN	Prétextât
Tach	PROPN	Tach
malappris	VERB	malappris
l'	DET	le
on	PRON	on
verre	NOUN	verre
confrères	NOUN	confrère
force	NOUN	force
d'	ADP	de
écrouler	VERB	écrouler
tôt	ADV	tôt
triple	NOUN	triple
sortir	VERB	sortir
café	NOUN	café
s'	PRON	se
sa	DET	son
attendaient	VERB	attendre
avoir	AUX	avoir
commandé	VERB	commander
.	PUNCT	.
.	PUNCT	.
ne	ADV	ne
flip	ADJ	flip
voir	VERB	voir
,	PUNCT	,
il	PRON	il
;	PUNCT	;
le	PRON	le
Le	DET	le
raconter	VERB	raconter
face	NOUN	face
à	ADP	à
et	CCONJ	et
trouva	VERB	trouver
la	DET	le
,	PUNCT	,
lui	PRON	lui
parmi	ADP	parmi
leur	DET	leur
s'	PRON	se
un	DET	un
firent	NOUN	firent
pas	ADV	pas
de	ADP	de
si	SCONJ	si
porto	ADJ	porto
malheureux	NOUN	malheureux
eux	PRON	lui
signe	NOUN	signe
,	PUNCT	,
.	PUNCT	.
Après	ADP	après
ils	PRON	il
en	ADP	en
vint	VERB	venir
mésaventure	NOUN	mésaventure
verdâtre	VERB	verdâtre
:	PUNCT	:
cause	NOUN	cause
étaient	AUX	être
dû	VERB	devoir
remugle	NOUN	remugle
qui	PRON	qui
À	ADP	à
en	ADP	en
de	ADP	de
exhalait	VERB	exhaler
conscience	NOUN	conscience
de	ADP	de
de	ADP	de
baleine	NOUN	baleine
,	PUNCT	,
Lui	NOUN	lui
,	PUNCT	,
cétacé	VERB	cétacer
même	ADV	même
être	AUX	être
épouvantable	ADJ	épouvantable
son	DET	son
ventre	NOUN	ventre
la	DET	le
odeur	NOUN	odeur
peur	NOUN	peur
évoqua	VERB	évoquer
Jonas	NOUN	jona
-	PUNCT	-
de	ADP	de
incommodés	VERB	incommoder
Le	DET	le
il	PRON	il
ce	DET	ce
Jonas	NOUN	jona
une	DET	un
--	PUNCT	--
avait	AUX	avoir
?	PUNCT	?
séjour	ADP	séjour
.	PUNCT	.
émergeant	VERB	émerger
Ses	DET	son
Eut	VERB	avoir
-il	PRON	il
celle	VERB	celle
de	ADP	de
interlocuteurs	NOUN	interlocuteur
la	DET	le
.	PUNCT	.
Un	DET	un
Je	PRON	je
.	PUNCT	.
,	PUNCT	,
manquait	VERB	manquer
la	DET	le
!	PUNCT	!
confrère	NOUN	confrère
ce	DET	ce
était	AUX	être
seule	ADJ	seul
chose	NOUN	chose
...	PUNCT	...
!	PUNCT	!
tout	ADV	tout
Mais	CCONJ	mais
,	PUNCT	,
puanteur	NOUN	puanteur
!	PUNCT	!
la	DET	le
obscurité	NOUN	obscurité
--	PUNCT	--
,	PUNCT	,
assure	VERB	assure
L'	DET	le
,	PUNCT	,
Lui	PROPN	Lui
!	PUNCT	!
lui	PRON	lui
,	PUNCT	,
--	PUNCT	--
viscère	NOUN	viscère
y	PRON	y
qui	PRON	qui
la	DET	le
!	PUNCT	!
vrai	ADJ	vrai
laideur	NOUN	laideur
.	PUNCT	.
La	DET	le
C'	PRON	ce
claustrophobie	NOUN	claustrophobie
risqua	VERB	risquer
est	AUX	être
la	DET	le
peur	NOUN	peur
vous	PRON	vous
un	DET	un
type	NOUN	type
?	PUNCT	?
de	ADP	de
comme	ADP	comme
,	PUNCT	,
comme	ADP	comme
qu'	SCONJ	que
!	PUNCT	!
Lisse	PROPN	Lisse
regard	NOUN	regard
!	PUNCT	!
son	DET	son
me	PRON	me
digérait	VERB	digérer
une	DET	un
Allons	PROPN	Allons
gonflé	VERB	gonfler
me	PRON	me
être	NOUN	être
!	PUNCT	!
dans	ADP	dans
une	DET	un
l'	PRON	l'
vésicule	NOUN	vésicule
totalitaire	ADJ	totalitaire
foie	NOUN	foie
doit	VERB	devoir
,	PUNCT	,
les	DET	le
sucs	NOUN	suc
dissolvait	VERB	dissoudre
,	PUNCT	,
je	PRON	je
métabolisme	NOUN	métabolisme
comme	ADP	comme
,	PUNCT	,
amer	ADJ	amer
estomac	NOUN	estomac
son	DET	son
Perfide	ADJ	perfide
il	PRON	il
biliaire	ADJ	biliaire
sentais	ADV	sentais
comme	ADP	comme
son	DET	son
qu'	SCONJ	que
il	PRON	il
rate	NOUN	rate
un	DET	un
simple	ADJ	simple
--	PUNCT	--
Par	ADP	par
De	ADP	de
tu	VERB	taire
ai	AUX	avoir
expression	NOUN	expression
la	DET	le
jamais	ADV	jamais
,	PUNCT	,
n'	ADV	n'
ce	DET	ce
contraire	NOUN	contraire
effrayante	NOUN	effrayante
:	PUNCT	:
aviez	VERB	avoir
tas	NOUN	tas
--	PUNCT	--
subite	ADJ	subit
trouverai	VERB	trouver
colère	ADJ	colèr
parfaitement	ADV	parfaitement
assez	ADV	assez
ne	ADV	ne
vu	VERB	voir
de	ADP	de
rajoutes	NOUN	rajoute
je	PRON	je
!	PUNCT	!
maîtrisée	VERB	maîtriser
.	PUNCT	.
et	CCONJ	et
.	PUNCT	.
jamais	ADV	jamais
part	NOUN	part
Au	ADP	au
à	ADP	à
Si	SCONJ	si
,	PUNCT	,
la	DET	le
d'	ADP	de
fois	NOUN	fois
sa	DET	son
vu	VERB	voir
vous	PRON	vous
!	PUNCT	!
colère	NOUN	colère
si	SCONJ	si
forte	ADJ	fort
en	ADP	en
Je	PRON	je
gros	ADJ	gros
finale	ADJ	final
m'	PRON	me
je	PRON	je
cette	DET	ce
à	ADP	à
frigidité	NOUN	frigidité
des	DET	un
,	PUNCT	,
de	ADP	de
sortir	VERB	sortir
rougeurs	NOUN	rougeur
égale	NOUN	égal
que	SCONJ	que
.	PUNCT	.
Dans	ADP	dans
à	ADP	à
La	DET	le
,	PUNCT	,
tout	PRON	tout
avec	ADP	avec
respirer	VERB	respirer
boursouflures	NOUN	boursouflure
Pas	ADV	pas
de	ADP	de
serais	AUX	être
des	DET	un
attendu	VERB	attendre
laquelle	PRON	lequel
il	PRON	il
voix	NOUN	voix
des	DET	un
rage	NOUN	rage
ordonné	VERB	ordonner
des	DET	un
sa	DET	son
transpirations	NOUN	transpiration
,	PUNCT	,
a	AUX	avoir
difficultés	NOUN	difficulté
.	PUNCT	.
du	ADP	de
n'	ADV	n'
haineuses	ADJ	haineux
la	DET	le
avait	VERB	avoir
d'	DET	d'
,	PUNCT	,
me	PRON	me
fulgurance	NOUN	fulgurance
!	PUNCT	!
,	PUNCT	,
jamais	ADV	jamais
fantasmes	NOUN	fantasme
occasion	NOUN	occasion
une	DET	un
croyez	NOUN	croyez
ils	PRON	il
mes	DET	mon
l'	DET	le
.	PUNCT	.
parlaient	ADV	parlaient
.	PUNCT	.
--	PUNCT	--
tout	DET	tout
avala	VERB	avaler
ainsi	ADV	ainsi
?	PUNCT	?
quand	SCONJ	quand
il	PRON	il
ne	ADV	ne
décollation	NOUN	décollation
chinois	ADJ	chinois
cas	NOUN	cas
lamentable	ADJ	lamentable
c'	PRON	ce
empereurs	NOUN	empereur
est	AUX	être
me	PRON	me
suis	AUX	être
Je	PRON	je
.	PUNCT	.
de	ADP	de
si	SCONJ	si
que	SCONJ	que
Vous	PRON	vous
--	PUNCT	--
les	DET	le
senti	VERB	sentir
commandaient	VERB	commander
ça	PRON	cela
,	PUNCT	,
jouer	VERB	jouer
En	ADP	en
a	AUX	avoir
les	DET	le
héros	NOUN	héros
immédiate	ADJ	immédiat
,	PUNCT	,
donné	VERB	donner
Il	PRON	il
t'	PRON	te
il	PRON	il
porto	NOUN	porto
,	PUNCT	,
pas	ADV	pas
.	PUNCT	.
n'	ADV	n'
le	DET	le
Oh	PROPN	Oh
ce	DET	ce
.	PUNCT	.
sorti	VERB	sortir
bien	ADV	bien
traite	VERB	traire
lisse	ADJ	lisse
en	ADP	en
là	ADV	là
ce	PRON	ce
d'	ADP	de
la	DET	le
la	DET	le
,	PUNCT	,
un	DET	un
,	PUNCT	,
et	CCONJ	et
Allons	NOUN	allon
éclata	VERB	éclater
manière	NOUN	manière
dont	PRON	dont
--	PUNCT	--
fois	NOUN	fois
on	PRON	on
disait	NOUN	disait
sanglots	NOUN	sanglot
pire	ADJ	pire
qu'	SCONJ	que
--	PUNCT	--
le	DET	le
est	AUX	être
Mais	CCONJ	mais
journaliste	NOUN	journaliste
m'	PRON	me
on	PRON	on
!	PUNCT	!
a	AUX	avoir
déjà	ADV	déjà
première	ADJ	premier
flip	ADJ	flip
--	PUNCT	--
visage	NOUN	visage
andouille	NOUN	andouille
des	DET	un
glacial	ADJ	glacial
sa	DET	son
qu'	PRON	qu'
faciès	NOUN	faciès
Tu	ADJ	taire
et	CCONJ	et
déroula	PROPN	dérouler
,	PUNCT	,
était	AUX	être
puisque	SCONJ	puisque
amputée	NOUN	amputé
Dans	ADP	dans
l'	DET	le
,	PUNCT	,
,	PUNCT	,
--	PUNCT	--
religieux	NUM	religieux
l'	DET	le
on	PRON	on
!	PUNCT	!
un	DET	un
inexpressives	ADJ	inexpressif
mépris	NOUN	mépris
convaincant	ADJ	convaincant
--	PUNCT	--
obscurité	NOUN	obscurité
,	PUNCT	,
de	ADP	de
l'	DET	le
vérité	NOUN	vérité
mains	NOUN	main
c'	PRON	ce
du	ADP	de
enregistrement	NOUN	enregistrement
très	ADV	très
grosses	NOUN	grosse
permets	NOUN	permet
placide	VERB	placide
silence	NOUN	silence
,	PUNCT	,
