dévoilé	VERB	dévoiler
lumineux	ADJ	lumineux
plus	ADV	plus
rose	NOUN	rose
quelques	DET	quelque
yeux	NOUN	oeil
sourire	ADJ	sourir
regarda	NOUN	regarda
musique	NOUN	musique
ses	DET	son
doigts	NOUN	doigt
la	DET	le
surprise	NOUN	surprise
par	ADP	par
.	PUNCT	.
revint	VERB	revenir
et	CCONJ	et
C'	PRON	ce
tard	ADV	tard
il	PRON	il
tête	NOUN	tête
le	DET	le
laissa	VERB	laisser
Lorsqu'	SCONJ	lorsque
bercer	VERB	bercer
est	VERB	être
pour	ADP	pour
—	PUNCT	—
elle	PRON	lui
.	PUNCT	.
Kendall	NOUN	kendall
la	DET	le
une	DET	un
tourna	VERB	tourner
.	PUNCT	.
...	PUNCT	...
instants	NOUN	instant
blanche	ADJ	blanc
,	PUNCT	,
Il	PRON	il
légèrement	VERB	légèremer
adressa	VERB	adresser
tenait	VERB	tenir
entre	ADP	entre
,	PUNCT	,
se	PRON	se
un	DET	un
avec	ADP	avec
lui	PRON	lui
longtemps	ADV	longtemps
—	PUNCT	—
—	PUNCT	—
fleuriste	NOUN	fleuriste
on	PRON	on
trouver	VERB	trouver
.	PUNCT	.
.	PUNCT	.
jeune	ADJ	jeune
comment	ADV	comment
belle	ADJ	bel
chose	NOUN	chose
?	PUNCT	?
en	ADP	en
!	PUNCT	!
faite	VERB	faire
à	ADP	à
ai	VERB	avoir
moi	PRON	moi
à	ADP	à
réussi	ADV	réussi
—	PUNCT	—
la	DET	le
est	AUX	être
-vous	PRON	vous
magnifique	ADJ	magnifique
depuis	ADP	depuis
bien	ADV	bien
pour	ADP	pour
heure	NOUN	heure
C'	PRON	ce
murmura	VERB	murmurer
Mais	CCONJ	mais
qu'	SCONJ	que
-	PRON	-
avez	AUX	avoir
,	PUNCT	,
une	DET	un
ait	AUX	avoir
J'	PRON	je
est	AUX	être
ci	NOUN	ci
petits	ADJ	petit
la	DET	le
plus	ADV	plus
cette	DET	ce
Elle	PRON	lui
secrets	NOUN	secret
femme	NOUN	femme
mes	DET	mon
-	NUM	-
le	DET	le
dans	ADP	dans
pour	ADP	pour
aller	VERB	aller
a	AUX	avoir
respirant	VERB	respirer
engagea	VERB	engager
faudra	VERB	falloir
.	PUNCT	.
Je	PRON	je
sais	VERB	savoir
avoir	AUX	avoir
indiquer	VERB	indiquer
.	PUNCT	.
Virginie	PROPN	Virginie
plaisir	NOUN	plaisir
contact	NOUN	contact
une	DET	un
moi	PRON	moi
le	DET	le
remis	VERB	remettre
il	PRON	il
parfum	ADJ	parfum
Tout	ADJ	tout
grisant	VERB	griser
fois	NOUN	fois
là	ADV	là
mais	CCONJ	mais
Kendall	PROPN	Kendall
la	DET	le
,	PUNCT	,
Merci	NOUN	merci
comment	ADV	comment
.	PUNCT	.
—	PUNCT	—
bas	NOUN	bas
été	AUX	être
en	ADP	en
le	DET	le
rue	NOUN	rue
Après	ADP	après
Alexeï	PROPN	Alexeï
.	PUNCT	.
—	PUNCT	—
,	PUNCT	,
doux	NOUN	dou
s'	PRON	se
m'	PRON	me
,	PUNCT	,
—	PUNCT	—
chemin	NOUN	chemin
,	PUNCT	,
avec	ADP	avec
seul	ADJ	seul
et	CCONJ	et
le	DET	le
ambassade	NOUN	ambassade
-il	PRON	il
Elle	PRON	lui
Je	PRON	je
vais	VERB	aller
.	PUNCT	.
femme	NOUN	femme
accord	NOUN	accord
ce	DET	ce
instant	NOUN	instant
étiez	VERB	être
de	ADP	de
la	DET	le
un	DET	un
—	PUNCT	—
-t	PART	-t
—	PUNCT	—
tut	VERB	taire
D'	ADP	de
réunions	NOUN	réunion
.	PUNCT	.
genre	NOUN	genre
de	ADP	de
ce	DET	ce
a	AUX	avoir
.	PUNCT	.
toujours	ADV	toujours
la	DET	le
se	PRON	se
Y	NOUN	y
joua	VERB	jouer
à	ADP	à
Vous	PRON	vous
soir	NOUN	soir
rose	NOUN	rose
à	ADP	à
?	PUNCT	?
—	PUNCT	—
tige	NOUN	tige
.	PUNCT	.
l'	DET	le
une	DET	un
seul	ADJ	seul
parce	SCONJ	parce
votre	DET	votre
.	PUNCT	.
?	PUNCT	?
ma	DET	mon
en	ADP	en
dans	ADP	dans
épouser	VERB	épouser
y	PRON	y
Etats-Unis	PROPN	Etats-Unis
pas	ADV	pas
répondu	VERB	répondre
l'	DET	le
pas	ADV	pas
Pas	ADV	pas
.	PUNCT	.
Et	CCONJ	et
—	PUNCT	—
Peut	PROPN	Peut
—	PUNCT	—
-	PUNCT	-
aimez	NOUN	aimez
n'	ADV	n'
?	PUNCT	?
—	PUNCT	—
—	PUNCT	—
-	ADV	-
être	ADV	être
—	PUNCT	—
.	PUNCT	.
—	PUNCT	—
il	PRON	il
aux	ADP	à
à	ADP	à
—	PUNCT	—
.	PUNCT	.
qu'	SCONJ	que
Russie	PROPN	Russie
question	NOUN	question
?	PUNCT	?
Vous	PRON	vous
Vous	PRON	vous
pense	VERB	pense
n'	ADV	n'
avez	AUX	avoir
Oui	PROPN	Oui
vie	NOUN	vie
l'	PRON	l'
a	VERB	avoir
Je	PRON	je
vous	PRON	vous
réponse	NOUN	réponse
vie	NOUN	vie
nous	PRON	nous
au	ADP	au
crains	ADJ	crain
de	DET	de
Ma	DET	mon
un	DET	un
que	SCONJ	que
—	PUNCT	—
Tournez	PROPN	Tournez
définition	NOUN	définition
plus	ADV	plus
vous	PRON	vous
maintenant	ADV	maintenant
je	PRON	je
amour	NOUN	amour
peut-être	ADV	peut-être
n'	ADV	n'
mais	CCONJ	mais
de	ADP	de
paru	VERB	paraître
Je	PRON	je
,	PUNCT	,
pourrais	VERB	pouvoir
parce	SCONJ	parce
que	SCONJ	que
...	PUNCT	...
pas	ADV	pas
privée	VERB	priver
avez	AUX	avoir
dire	VERB	dire
juste	ADV	juste
la	DET	le
oui	NOUN	oui
m'	PRON	me
que	SCONJ	que
coin	NOUN	coin
l'	DET	le
vous	PRON	vous
même	ADJ	même
Pourquoi	ADV	pourquoi
intéresse	VERB	intéresse
?	PUNCT	?
ayons	VERB	avoir
.	PUNCT	.
?	PUNCT	?
peu	ADV	peu
.	PUNCT	.
instincts	NOUN	instinct
ce	DET	ce
Je	PRON	je
—	PUNCT	—
instinct	NOUN	instinct
midi	NOUN	midi
humain	ADJ	humain
—	PUNCT	—
de	ADP	de
donc	ADV	donc
réagis	VERB	réagir
souvent	ADV	souvent
souriant	VERB	sourire
traiter	VERB	traiter
J'	PRON	je
—	PUNCT	—
à	ADP	à
encore	ADV	encore
sont	AUX	être
Terriblement	PROPN	Terriblement
,	PUNCT	,
.	PUNCT	.
dictaient	VERB	dicter
.	PUNCT	.
hautain	ADJ	hautain
—	PUNCT	—
donc	ADV	donc
vos	DET	votre
Ce	PRON	ce
répondit	NOUN	répondit
suis	AUX	être
vous	PRON	vous
étais	VERB	être
par	ADP	par
-elle	PRON	lui
si	ADV	si
qui	PRON	qui
?	PUNCT	?
.	PUNCT	.
Tournez	VERB	tourner
désolé	VERB	désoler
en	ADP	en
droite	NOUN	droite
.	PUNCT	.
Je	PRON	je
!	PUNCT	!
soir	NOUN	soir
.	PUNCT	.
me	PRON	me
à	ADP	à
Une	DET	un
tant	ADV	tant
pour	ADP	pour
se	PRON	se
—	PUNCT	—
et	CCONJ	et
avec	ADP	avec
menace	NOUN	menace
stoppée	VERB	stopper
voyaient	VERB	voir
êtes	AUX	être
américaine	ADJ	américain
gauche	NOUN	gauche
Alexeï	PROPN	Alexeï
—	PUNCT	—
est	AUX	être
menace	NOUN	menace
Pourquoi	ADV	pourquoi
défaut	NOUN	défaut
trompent	VERB	tromper
une	DET	un
maintenant	ADV	maintenant
voiture	NOUN	voiture
froideur	NOUN	froideur
vous	PRON	vous
?	PUNCT	?
?	PUNCT	?
...	PUNCT	...
un	DET	un
.	PUNCT	.
vous	PRON	vous
la	DET	le
Ils	PRON	il
.	PUNCT	.
—	PUNCT	—
en	ADP	en
fois	NOUN	fois
ils	PRON	il
C'	PRON	ce
.	PUNCT	.
?	PUNCT	?
A	ADP	à
-je	PRON	je
—	PUNCT	—
Vous	PRON	vous
rarement	ADV	rarement
de	ADP	de
une	DET	un
,	PUNCT	,
serai	PRON	serai
femme	NOUN	femme
la	DET	le
peux	VERB	pouvoir
,	PUNCT	,
charme	NOUN	charme
étrangement	ADV	étrangement
tourna	VERB	tourner
ne	ADV	ne
voiture	NOUN	voiture
que	SCONJ	que
être	AUX	être
sensible	ADJ	sensible
êtes	AUX	être
ouvrir	VERB	ouvrir
regards	NOUN	regard
une	DET	un
rendait	VERB	rendre
Kendall	PROPN	Kendall
.	PUNCT	.
se	PRON	se
environnante	ADJ	environnant
séduisante	VERB	séduiser
la	DET	le
.	PUNCT	.
obscurité	NOUN	obscurité
Leurs	DET	leur
La	DET	le
jeune	ADJ	jeune
Américaine	PROPN	Américaine
.	PUNCT	.
pas	ADV	pas
de	ADP	de
,	PUNCT	,
au	ADP	au
—	PUNCT	—
l'	DET	le
sortit	ADJ	sortit
brillants	ADJ	brillant
d'	ADP	de
,	PUNCT	,
me	PRON	me
Vous	PRON	vous
Mais	CCONJ	mais
permettre	VERB	permettre
d'	ADP	de
croisèrent	VERB	croiser
tête	NOUN	tête
je	PRON	je
pour	ADP	pour
.	PUNCT	.
.	PUNCT	.
portail	NOUN	portail
Il	PRON	il
a	VERB	avoir
et	CCONJ	et
Il	PRON	il
le	DET	le
.	PUNCT	.
prendre	VERB	prendre
.	PUNCT	.
la	DET	le
petite	ADJ	petit
.	PUNCT	.
tasse	NOUN	tasse
sa	DET	son
pour	ADP	pour
—	PUNCT	—
sociales	ADJ	social
ouvrir	VERB	ouvrir
trop	ADV	trop
?	PUNCT	?
Des	DET	un
-vous	PRON	vous
de	ADP	de
Pourquoi	ADV	pourquoi
regagner	VERB	regagner
la	DET	le
portière	NOUN	portière
lui	PRON	lui
différences	NOUN	différence
se	PRON	se
Voulez	PROPN	Voulez
place	NOUN	place
étable	NOUN	étable
entre	ADP	entre
—	PUNCT	—
—	PUNCT	—
y	PRON	y
sortit	NOUN	sortit
différences	NOUN	différence
gara	VERB	garer
nous	PRON	nous
surtout	ADV	surtout
près	ADV	près
de	ADP	de
de	ADP	de
avant	ADP	avant
politiques	ADJ	politique
une	DET	un
et	CCONJ	et
se	PRON	se
café	NOUN	café
mot	NOUN	mot
—	PUNCT	—
pour	ADP	pour
tard	ADV	tard
de	ADP	de
un	DET	un
l'	DET	le
—	PUNCT	—
au-dessus	ADV	au-dessus
d'	ADP	de
demain	ADV	demain
d'	ADP	de
-elle	PROPN	-elle
le	DET	le
très	ADV	très
sommes	VERB	être
.	PUNCT	.
C'	PRON	ce
déjà	ADV	déjà
,	PUNCT	,
,	PUNCT	,
proposa	VERB	proposer
est	AUX	être
-t	PART	-t
Leurs	DET	leur
corps	NOUN	corps
moteur	NOUN	moteur
vrai	ADJ	vrai
,	PUNCT	,
et	CCONJ	et
.	PUNCT	.
elle	PRON	lui
.	PUNCT	.
Il	PRON	il
frôlèrent	AUX	frôlèrent
.	PUNCT	.
arrêter	VERB	arrêter
nous	PRON	nous
il	PRON	il
Mais	CCONJ	mais
.	PUNCT	.
se	PRON	se
pencha	VERB	pencher
est	VERB	être
?	PUNCT	?
Sans	ADP	sans
espace	NOUN	espace
dimanche	NOUN	dimanche
.	PUNCT	.
seconde	ADJ	second
la	DET	le
de	ADP	de
s'	PRON	se
à	ADP	à
une	DET	un
mis	VERB	mettre
les	DET	le
traversa	NOUN	traversa
que	SCONJ	que
des	DET	un
le	DET	le
.	PUNCT	.
frisson	ADJ	frisson
.	PUNCT	.
Kendall	PROPN	Kendall
A	ADP	à
Ne	ADV	ne
voiture	NOUN	voiture
aida	VERB	aider
perron	NOUN	perron
faire	VERB	faire
le	DET	le
Alexeï	NOUN	alexeï
même	ADJ	même
craignez	VERB	craindre
rien	PRON	rien
—	PUNCT	—
la	DET	le
clé	VERB	cler
vais	VERB	aller
les	DET	le
hurlements	NOUN	hurlement
suivit	NOUN	suivit
.	PUNCT	.
Je	PRON	je
sortir	VERB	sortir
élevèrent	VERB	élever
.	PUNCT	.
dans	ADP	dans
vers	ADP	vers
avait	VERB	avoir
la	DET	le
serrure	NOUN	serrure
et	CCONJ	et
,	PUNCT	,
-elle	PRON	lui
présentations	NOUN	présentation
peine	NOUN	peine
rien	PRON	rien
Alexeï	PROPN	Alexeï
de	ADP	de
pas	ADV	pas
avec	ADP	avec
n'	ADV	n'
Mais	CCONJ	mais
chiens	NOUN	chien
la	DET	le
air	NOUN	air
que	SCONJ	que
vous	PRON	vous
les	DET	le
et	CCONJ	et
vraiment	ADV	vraiment
,	PUNCT	,
Ils	PRON	il
—	PUNCT	—
ne	ADV	ne
l'	DET	le
—	PUNCT	—
étrangers	NOUN	étranger
ouvrit	VERB	ouvrir
avait	AUX	avoir
.	PUNCT	.
pas	ADV	pas
vous	PRON	vous
feront	VERB	faire
ils	PRON	il
d'	ADP	de
garde	NOUN	garde
Elle	PRON	lui
l'	DET	le
serez	VERB	être
aimer	VERB	aimer
rassuré	ADJ	rassurer
.	PUNCT	.
ont	VERB	avoir
moi	PRON	moi
.	PUNCT	.
.	PUNCT	.
beaucoup	ADV	beaucoup
sont	AUX	être
Mais	CCONJ	mais
tant	ADV	tant
air	NOUN	air
n'	ADV	n'
des	DET	un
porte	VERB	porte
Ce	PRON	ce
de	ADP	de
trois	NUM	trois
Couchez	PROPN	Couchez
de	ADP	de
Alexeï	NOUN	alexeï
corps	NOUN	corps
les	DET	le
—	PUNCT	—
à	ADP	à
former	VERB	former
doucement	ADV	doucement
Kendall	PROPN	Kendall
babines	NOUN	babine
regarder	VERB	regarder
aussitôt	ADV	aussitôt
un	DET	un
leurs	DET	leur
ils	PRON	il
.	PUNCT	.
leur	DET	leur
de	ADP	de
retroussées	VERB	retrousser
continuèrent	NOUN	continuèrent
se	PRON	se
rempart	NOUN	rempart
précipitèrent	VERB	précipiter
Elles	PRON	lui
cessèrent	VERB	cesser
ami	NOUN	ami
.	PUNCT	.
les	DET	le
mais	CCONJ	mais
pour	ADP	pour
.	PUNCT	.
Avec	ADP	avec
un	DET	un
grogner	VERB	grogner
autour	ADV	autour
est	AUX	être
,	PUNCT	,
filles	NOUN	fille
leurs	DET	leur
impressionnants	VERB	impressionner
!	PUNCT	!
dit	VERB	dire
maîtresse	NOUN	maîtresse
chiens	NOUN	chien
.	PUNCT	.
le	DET	le
étaient	AUX	être
—	PUNCT	—
un	DET	un
des	ADP	de
le	DET	le
—	PUNCT	—
en	ADP	en
d'	ADP	de
mère	NOUN	mère
l'	PRON	l'
-	PRON	-
et	CCONJ	et
Jangles	PROPN	Jangles
elle	PRON	lui
.	PUNCT	.
—	PUNCT	—
ressemblent	NOUN	ressemblent
Kendall	PROPN	Kendall
est	AUX	être
des	DET	un
chien	NOUN	chien
dit	VERB	dire
,	PUNCT	,
ancêtres	ADJ	ancêtre
méfiant	VERB	méfier
,	PUNCT	,
.	PUNCT	.
loups	NOUN	loup
.	PUNCT	.
à	ADP	à
était	AUX	être
deux	NUM	deux
lointains	NOUN	lointain
Celle	PRON	celui
.	PUNCT	.
juste	ADV	juste
ci	NOUN	ci
Leurs	DET	leur
désignant	VERB	désigner
Elles	PRON	lui
c'	PRON	ce
autres	ADJ	autre
devant	ADP	devant
,	PUNCT	,
,	PUNCT	,
Sniff	PROPN	Sniff
qui	PRON	qui
air	NOUN	air
la	DET	le
étaient	VERB	être
Héra	PROPN	Héra
caresser	VERB	caresser
En	ADP	en
s'	PRON	se
.	PUNCT	.
d'	ADP	de
visiteurs	NOUN	visiteur
—	PUNCT	—
ils	PRON	il
autres	ADJ	autre
devez	VERB	devoir
.	PUNCT	.
Au	ADP	au
laissa	VERB	laisser
sur	ADP	sur
vous	PRON	vous
moment	NOUN	moment
de	ADP	de
le	PRON	le
Héra	NOUN	héra
Tendant	VERB	tendre
beaucoup	ADV	beaucoup
les	DET	le
deux	NUM	deux
cas	NOUN	cas
avoir	VERB	avoir
,	PUNCT	,
se	PRON	se
laissa	VERB	laisser
,	PUNCT	,
main	NOUN	main
habituent	VERB	habituer
les	DET	le
ne	ADV	ne
bout	NOUN	bout
,	PUNCT	,
pas	ADV	pas
mais	CCONJ	mais
importuns	ADJ	importun
un	DET	un
chiens	NOUN	chien
à	ADP	à
il	PRON	il
pour	ADP	pour
son	DET	son
odeur	NOUN	odeur
la	DET	le
tout	DET	tout
qu'	SCONJ	que
restèrent	VERB	rester
flairer	VERB	flairer
—	PUNCT	—
garde	NOUN	garde
les	DET	le
de	ADP	de
elle	PRON	lui
un	DET	un
leur	DET	leur
sortir	VERB	sortir
tasses	NOUN	tasse
une	DET	un
contrecœur	PROPN	contrecœur
.	PUNCT	.
un	DET	un
demanda	ADJ	demanda
préférez	VERB	préférer
une	DET	un
ou	CCONJ	ou
parfait	VERB	parfaire
d'	ADP	de
cognac	NOUN	cognac
thé	NOUN	thé
café	NOUN	café
les	DET	le
—	PUNCT	—
de	ADP	de
Vous	PRON	vous
eau	NOUN	eau
.	PUNCT	.
bouilloire	NOUN	bouilloire
—	PUNCT	—
chiens	NOUN	chien
sont	AUX	être
peut-être	ADV	peut-être
Puis	CCONJ	puis
Non	ADV	non
tasse	NOUN	tasse
Où	ADV	où
peu	ADV	peu
remplit	VERB	remplir
sera	AUX	être
qui	PRON	qui
,	PUNCT	,
Kendall	PROPN	Kendall
obéirent	VERB	obéir
à	ADP	à
.	PUNCT	.
.	PUNCT	.
fit	VERB	faire
?	PUNCT	?
.	PUNCT	.
s'	PRON	se
.	PUNCT	.
le	DET	le
tasses	NOUN	tasse
femme	NOUN	femme
sortit	VERB	sortir
Alexeï	PROPN	Alexeï
yeux	NOUN	oeil
cuisine	NOUN	cuisine
,	PUNCT	,
de	ADP	de
cette	DET	ce
bar	NOUN	bar
—	PUNCT	—
troisième	ADJ	troisième
robe	NOUN	robe
Il	PRON	il
assit	VERB	asseoir
tafferas	NOUN	taffera
qu'	PRON	qu'
.	PUNCT	.
et	CCONJ	et
la	DET	le
Sur	ADP	sur
gauche	NOUN	gauche
la	DET	le
bleue	PROPN	bleu
qui	PRON	qui
de	ADP	de
posa	VERB	poser
spectacle	NOUN	spectacle
dans	ADP	dans
étagère	NOUN	étagère
jeune	ADJ	jeune
sur	ADP	sur
à	ADP	à
affairait	VERB	affairer
deux	NUM	deux
en	ADP	en
s'	PRON	se
incongru	ADJ	incongru
le	DET	le
suivant	VERB	suivre
et	CCONJ	et
charmant	VERB	charmer
il	PRON	il
—	PUNCT	—
des	DET	un
.	PUNCT	.
,	PUNCT	,
!	PUNCT	!
le	PRON	le
moindre	NOUN	moindre
.	PUNCT	.
.	PUNCT	.
Bien	ADV	bien
Comment	ADV	comment
le	DET	le
regard	NOUN	regard
sans	ADP	sans
part	NOUN	part
d'	ADP	de
museaux	NOUN	museau
sourit	ADJ	sourit
demanda	ADJ	demanda
Elles	PRON	lui
—	PUNCT	—
porte	ADJ	porte
sont	AUX	être
Les	DET	le
.	PUNCT	.
contre	ADP	contre
son	DET	son
-vous	PRON	vous
retourner	VERB	retourner
?	PUNCT	?
guère	ADV	guère
aimables	ADJ	aimable
ne	ADV	ne
chiens	NOUN	chien
geste	VERB	geste
suivit	VERB	suivre
Kendall	PROPN	Kendall
Alexeï	PROPN	Alexeï
écrasaient	ADV	écrasaient
se	PRON	se
Kendall	NUM	Kendall
noir	ADJ	noir
—	PUNCT	—
la	DET	le
menaçant	VERB	menacer
leurs	DET	leur
,	PUNCT	,
de	ADP	de
la	DET	le
trois	NUM	trois
voulez	VERB	vouloir
guettant	VERB	guetter
et	CCONJ	et
grillagée	NOUN	grillagée
fait	VERB	faire
—	PUNCT	—
liquide	NOUN	liquide
.	PUNCT	.
nous	PRON	nous
aux	ADP	à
.	PUNCT	.
le	DET	le
soir	NOUN	soir
quelques	DET	quelque
.	PUNCT	.
—	PUNCT	—
Quelques	DET	quelque
Ils	PRON	il
en	ADP	en
sous	ADP	sous
habituer	VERB	habituer
tard	ADV	tard
véranda	NOUN	véranda
La	DET	le
s'	PRON	se
instants	NOUN	instant
ce	DET	ce
leur	PRON	leur
pour	ADP	pour
faut	VERB	falloir
.	PUNCT	.
Il	PRON	il
la	DET	le
bouilloire	ADJ	bouilloir
brûlant	VERB	brûler
bon	ADJ	bon
général	NOUN	général
Allons	VERB	aller
siffla	ADJ	siffla
heures	NOUN	heure
si	SCONJ	si
visiteurs	NOUN	visiteur
asseoir	VERB	asseoir
plus	ADV	plus
dans	ADP	dans
.	PUNCT	.
Kendall	PROPN	Kendall
les	DET	le
tasses	NOUN	tasse
vieille	ADJ	vieux
Il	PRON	il
versait	VERB	verser
.	PUNCT	.
,	PUNCT	,
-ce	PRON	-ce
de	ADP	de
bien	ADV	bien
l'	DET	le
senti	VERB	sentir
s'	PRON	se
sortirent	ADV	sortirent
avait	VERB	avoir
donné	VERB	donner
chiens	NOUN	chien
s'	PRON	se
était	AUX	être
autre	PRON	autre
idée	NOUN	idée
les	DET	le
bien	ADV	bien
et	CCONJ	et
balancelle	NOUN	balancelle
—	PUNCT	—
un	PRON	un
talons	NOUN	talon
sur	ADP	sur
a	AUX	avoir
cuisine	NOUN	cuisine
leurs	DET	leur
,	PUNCT	,
Qu'	PRON	qu'
est	AUX	être
.	PUNCT	.
côté	NOUN	côté
longtemps	ADV	longtemps
vous	PRON	vous
trois	NUM	trois
pas	ADV	pas
de	ADP	de
sur	ADP	sur
qui	PRON	qui
assirent	VERB	asseoir
aussi	ADV	aussi
la	DET	le
qu'	SCONJ	que
l'	DET	le
Il	PRON	il
Alexeï	PROPN	Alexeï
ne	ADV	ne
à	ADP	à
la	DET	le
y	PRON	y
l'	DET	le
.	PUNCT	.
vous	PRON	vous
vous	PRON	vous
seul	ADJ	seul
dans	ADP	dans
le	DET	le
d'	ADP	de
de	ADP	de
être	AUX	être
-vous	NOUN	-vou
ai	AUX	avoir
,	PUNCT	,
c'	PRON	ce
le	DET	le
—	PUNCT	—
—	PUNCT	—
,	PUNCT	,
impression	NOUN	impression
on	PRON	on
liberté	NOUN	liberté
une	DET	un
l'	DET	le
monde	NOUN	monde
préférez	VERB	préférer
ici	ADV	ici
eu	VERB	avoir
?	PUNCT	?
.	PUNCT	.
Et	CCONJ	et
la	DET	le
.	PUNCT	.
.	PUNCT	.
que	SCONJ	que
J'	PRON	je
est	AUX	être
Avec	ADP	avec
toujours	ADV	toujours
,	PUNCT	,
étouffer	NOUN	étouffer
calme	NOUN	calme
,	PUNCT	,
Ici	ADV	ici
tout	ADJ	tout
peut	VERB	pouvoir
par	ADP	par
contre	ADP	contre
ville	NOUN	ville
retirer	VERB	retirer
jamais	ADV	jamais
?	PUNCT	?
ne	ADV	ne
c'	PRON	ce
ne	ADV	ne
préférence	NOUN	préférence
endroits	NOUN	endroit
—	PUNCT	—
attaché	VERB	attacher
Je	PRON	je
une	DET	un
administrative	ADJ	administratif
n'	ADV	n'
Et	CCONJ	et
Moscou	PROPN	Moscou
Pourtant	ADV	pourtant
—	PUNCT	—
car	CCONJ	car
a	VERB	avoir
très	ADV	très
crois	VERB	croire
bons	ADJ	bon
où	PRON	où
été	AUX	être
,	PUNCT	,
ville	NOUN	ville
pas	ADV	pas
jamais	ADV	jamais
vraiment	ADV	vraiment
côtés	NOUN	côté
mais	CCONJ	mais
de	DET	de
ai	AUX	avoir
pour	ADP	pour
une	DET	un
je	PRON	je
?	PUNCT	?
vécu	VERB	vivre
ai	AUX	avoir
est	AUX	être
aux	ADP	à
Moscou	PROPN	Moscou
je	PRON	je
Leningrad	PROPN	Leningrad
.	PUNCT	.
j'	PRON	je
.	PUNCT	.
—	PUNCT	—
j'	PRON	je
sais	VERB	savoir
ai	VERB	avoir
.	PUNCT	.
que	SCONJ	que
Leningrad	PROPN	Leningrad
Washington	PROPN	Washington
alors	ADV	alors
.	PUNCT	.
peut	VERB	pouvoir
jeune	ADJ	jeune
Comme	ADP	comme
charme	NOUN	charme
.	PUNCT	.
dessina	VERB	dessiner
pas	ADV	pas
si	SCONJ	si
Mais	CCONJ	mais
Moscou	PROPN	Moscou
sourire	ADJ	sourir
dire	VERB	dire
du	ADP	de
réussi	ADV	réussi
de	ADP	de
—	PUNCT	—
lèvres	NOUN	lèvre
Washington	PROPN	Washington
différente	ADJ	différent
Un	DET	un
les	DET	le
léger	NOUN	léger
Moscou	PROPN	Moscou
.	PUNCT	.
autant	ADV	autant
vous	PRON	vous
que	SCONJ	que
complètement	ADV	complètement
se	PRON	se
on	PRON	on
voulez	VERB	vouloir
sur	ADP	sur
est	AUX	être
homme	NOUN	homme
en	PRON	en
a	AUX	avoir
je	PRON	je
.	PUNCT	.
conserver	VERB	conserver
ne	ADV	ne
sais	VERB	savoir
Si	SCONJ	si
.	PUNCT	.
son	DET	son
Autant	ADV	autant
à	ADP	à
Un	DET	un
grise	VERB	grise
simples	ADJ	simple
,	PUNCT	,
aurait	AUX	avoir
la	DET	le
est	AUX	être
de	DET	de
le	DET	le
.	PUNCT	.
cette	DET	ce
région	NOUN	région
court	ADJ	court
attira	VERB	attirer
est	AUX	être
la	DET	le
vous	PRON	vous
Ce	PRON	ce
faire	AUX	faire
ajouta	ADJ	ajouta
beaucoup	ADV	beaucoup
silence	NOUN	silence
dans	ADP	dans
autant	ADV	autant
aimerais	VERB	aimer
elle	PRON	lui
partager	VERB	partager
.	PUNCT	.
lui	PRON	lui
-il	PRON	il
paroles	ADJ	parole
mouvement	NOUN	mouvement
lumineuse	ADJ	lumineux
et	CCONJ	et
après	ADP	après
J'	PRON	je
léger	NOUN	léger
montrer	VERB	montrer
voulu	VERB	vouloir
.	PUNCT	.
.	PUNCT	.
un	DET	un
étaient	AUX	être
Il	PRON	il
aimait	VERB	aimer
-t	PART	-t
,	PUNCT	,
pas	ADV	pas
pré	NOUN	pré
n'	ADV	n'
pré	NOUN	pré
attention	NOUN	attention
Je	PRON	je
l'	DET	le
Ils	PRON	il
Ses	DET	son
l'	DET	le
.	PUNCT	.
quelques	DET	quelque
Elle	PRON	lui
et	CCONJ	et
Jasmine	PROPN	Jasmine
Venez	PROPN	Venez
plus	ADV	plus
femme	NOUN	femme
la	DET	le
.	PUNCT	.
-elle	PRON	lui
pour	ADP	pour
observaient	NOUN	observaient
ténèbres	NOUN	ténèbre
,	PUNCT	,
comme	ADP	comme
la	DET	le
les	DET	le
jeune	ADJ	jeune
gagner	VERB	gagner
le	DET	le
cour	NOUN	cour
loin	ADV	loin
vais	VERB	aller
,	PUNCT	,
.	PUNCT	.
.	PUNCT	.
.	PUNCT	.
scruta	ADJ	scruta
et	CCONJ	et
chevaux	NOUN	cheval
traversèrent	VERB	traverser
dit	VERB	dire
vous	PRON	vous
—	PUNCT	—
se	PRON	se
montrer	VERB	montrer
Rocky	PROPN	Rocky
de	ADP	de
de	ADP	de
levant	VERB	lever
heures	NOUN	heure
en	PRON	en
de	ADP	de
,	PUNCT	,
près	ADV	près
en	ADP	en
main	NOUN	main
elle	PRON	lui
tôt	ADV	tôt
Debout	ADV	debout
Comment	ADV	comment
.	PUNCT	.
avait	AUX	avoir
posé	VERB	poser
la	DET	le
appelle	VERB	appeler
la	DET	le
la	DET	le
,	PUNCT	,
un	DET	un
pour	ADP	pour
robe	NOUN	robe
fois	NOUN	fois
regarda	NOUN	regarda
—	PUNCT	—
grimpa	ADJ	grimpa
cette	DET	ce
sur	ADP	sur
l'	DET	le
empêcher	NOUN	empêcher
taille	NOUN	taille
soir	NOUN	soir
d'	ADP	de
.	PUNCT	.
balustrade	NOUN	balustrade
la	DET	le
...	PUNCT	...
Mais	CCONJ	mais
tomber	VERB	tomber
était	AUX	être
sur	ADP	sur
d'	ADP	de
elle	PRON	lui
