encore	ADV	encore
regardait	VERB	regarder
avoir	VERB	avoir
où	PRON	où
des	DET	un
,	PUNCT	,
,	PUNCT	,
les	DET	le
à	ADP	à
pour	ADP	pour
commandes	NOUN	commande
Oui	PROPN	Oui
d'	ADP	de
perdait	VERB	perdre
mène	VERB	mener
un	DET	un
façon	NOUN	façon
plateau	NOUN	plateau
mais	CCONJ	mais
pauvreté	NOUN	pauvreté
insistant	VERB	insister
du	ADP	de
»	PUNCT	»
choses	NOUN	chose
en	ADP	en
ou	CCONJ	ou
glace	NOUN	glace
Madge	PROPN	Madge
clients	NOUN	client
,	PUNCT	,
Dave	PROPN	Dave
dégageait	VERB	dégager
.	PUNCT	.
faites	VERB	faire
je	PRON	je
de	ADP	de
il	PRON	il
architecte	NOUN	architecte
à	ADP	à
ses	DET	son
cubes	NOUN	cube
que	SCONJ	que
la	DET	le
pas	ADV	pas
comprends	VERB	comprendre
sa	DET	son
.	PUNCT	.
que	SCONJ	que
ça	PRON	cela
soient	AUX	être
dit	VERB	dire
-	PUNCT	-
un	DET	un
tout	PRON	tout
Il	PRON	il
les	PRON	le
arts	NOUN	art
couvert	VERB	couvrir
curieux	ADJ	curieux
s'	PRON	se
et	CCONJ	et
sept	NUM	sept
,	PUNCT	,
était	AUX	être
»	PUNCT	»
-C'	VERB	-c'
n'	ADV	n'
généreux	ADJ	généreux
pichet	NOUN	pichet
aussi	ADV	aussi
et	CCONJ	et
le	DET	le
reprit	VERB	reprendre
de	ADP	de
congélateur	NOUN	congélateur
est	AUX	être
gentil	ADJ	gentil
dans	ADP	dans
le	DET	le
le	DET	le
Madge	PROPN	Madge
.	PUNCT	.
,	PUNCT	,
.	PUNCT	.
,	PUNCT	,
si	SCONJ	si
qui	PRON	qui
est	AUX	être
«	PUNCT	«
dans	ADP	dans
est	AUX	être
était	AUX	être
,	PUNCT	,
pas	ADV	pas
l'	DET	le
Ce	PRON	ce
libre	ADJ	libre
Architecture	NOUN	architecture
.	PUNCT	.
givre	NOUN	givre
jetait	VERB	jeter
des	ADP	de
si	SCONJ	si
plus	ADV	plus
protectrice	NOUN	protecteur
si	SCONJ	si
.	PUNCT	.
autres	ADJ	autre
a	VERB	avoir
Même	ADV	même
,	PUNCT	,
simplement	ADV	simplement
monde	NOUN	monde
le	DET	le
mais	CCONJ	mais
il	PRON	il
veux	ADJ	veux
l'	PRON	l'
.	PUNCT	.
la	DET	le
.	PUNCT	.
qu'	SCONJ	que
,	PUNCT	,
architectes	NOUN	architecte
adore	NOUN	adore
pas	ADV	pas
le	DET	le
et	CCONJ	et
l'	DET	le
bon	ADJ	bon
une	DET	un
attitude	NOUN	attitude
tendresse	NOUN	tendresse
Et	CCONJ	et
Sans	ADP	sans
Tout	ADJ	tout
Tout	ADJ	tout
y	PRON	y
je	PRON	je
monde	NOUN	monde
.	PUNCT	.
les	DET	le
de	ADP	de
dire	VERB	dire
doute	NOUN	doute
ne	ADV	ne
le	PRON	le
aussi	ADV	aussi
,	PUNCT	,
.	PUNCT	.
doux	NOUN	dou
respecte	VERB	respecte
veut	VERB	vouloir
on	PRON	on
ans	NOUN	an
.	PUNCT	.
arrivé	VERB	arriver
tournait	VERB	tourner
toi	NOUN	toi
?	PUNCT	?
aider	VERB	aider
est	AUX	être
environ	ADV	environ
mystérieux	ADJ	mystérieux
Larry	PROPN	Larry
Johns	PROPN	Johns
.	PUNCT	.
mètre	NOUN	mètre
le	DET	le
Dans	ADP	dans
peut	VERB	pouvoir
-ce	PRON	-ce
vingt	NUM	vingt
la	DET	le
ne	ADV	ne
-	PUNCT	-
,	PUNCT	,
est	AUX	être
Personne	PRON	personne
ça	PRON	cela
,	PUNCT	,
vingt-et-un	NUM	vingt-et-un
les	DET	le
dans	ADP	dans
d'	ADP	de
blond	NOUN	blond
plus	ADV	plus
chez	ADP	chez
son	DET	son
.	PUNCT	.
,	PUNCT	,
Dave	NOUN	dave
?	PUNCT	?
Est	NOUN	est
amener	VERB	amener
verre	NOUN	verre
il	PRON	il
un	DET	un
certain	ADJ	certain
glace	NOUN	glace
C'	PRON	ce
lui	PRON	lui
un	DET	un
qu'	SCONJ	que
«	NOUN	«
,	PUNCT	,
sur	ADP	sur
jamais	ADV	jamais
la	DET	le
n'	ADV	n'
soixante-dix-huit	NOUN	soixante-dix-huit
,	PUNCT	,
une	DET	un
longs	DET	longs
mots	NOUN	mot
revinrent	VERB	revenir
se	PRON	se
veuve	ADJ	veuf
moustache	NOUN	moustache
ouverte	ADJ	ouvert
-11	ADJ	-11
le	DET	le
la	DET	le
amené	VERB	amener
?	PUNCT	?
hasarda	VERB	hasarder
avec	ADP	avec
kilos	ADJ	kilo
blonds	NOUN	blond
,	PUNCT	,
cuisine	NOUN	cuisine
.	PUNCT	.
de	ADP	de
.	PUNCT	.
la	DET	le
vit	VERB	voir
et	CCONJ	et
par	ADP	par
»	PUNCT	»
cheveux	ADJ	cheveux
Il	PRON	il
a	AUX	avoir
fenêtre	NOUN	fenêtre
dans	ADP	dans
terrasse	NOUN	terrasse
Madge	PROPN	Madge
et	CCONJ	et
.	PUNCT	.
Ses	DET	son
personne	ADJ	personn
soixante-quinze	NUM	soixante-quinze
dehors	ADP	dehors
sœur	ADJ	sœur
couloir	NOUN	couloir
femmes	NOUN	femme
il	PRON	il
elle	PRON	lui
elle	PRON	lui
pièce	NOUN	pièce
.	PUNCT	.
qu'	SCONJ	que
qu'	SCONJ	que
.	PUNCT	.
ses	DET	son
aise	NOUN	aise
dans	ADP	dans
n'	ADV	n'
ailleurs	ADV	ailleurs
subvient	NOUN	subvient
ne	ADV	ne
années	NOUN	année
venue	VERB	venir
pas	ADV	pas
a	VERB	avoir
des	DET	un
est	AUX	être
hétérosexuelles	ADJ	hétérosexuel
,	PUNCT	,
depuis	ADP	depuis
il	PRON	il
pleine	NOUN	pleine
de	ADP	de
serait	AUX	être
enfant	NOUN	enfant
serait	AUX	être
résolument	ADV	résolument
à	ADP	à
une	DET	un
et	CCONJ	et
besoins	NOUN	besoin
posées	VERB	poser
Mais	CCONJ	mais
qui	PRON	qui
jamais	ADV	jamais
mal	ADV	mal
elle	PRON	lui
Je	PRON	je
à	ADP	à
l'	DET	le
un	DET	un
entretient	VERB	entretenir
pense	VERB	pense
D'	ADP	de
.	PUNCT	.
a	AUX	avoir
sa	DET	son
Pour	ADP	pour
plage	NOUN	plage
des	DET	un
villas	VERB	viller
,	PUNCT	,
-	PUNCT	-
qui	PRON	qui
Il	PRON	il
,	PUNCT	,
expliqua-1-il	NOUN	expliqua-1-il
longue	ADJ	long
trop	ADV	trop
tourné	VERB	tourner
du	ADP	de
extraordinaires	NOUN	extraordinaire
living	NOUN	living
.	PUNCT	.
.	PUNCT	.
d'	ADP	de
traversée	NOUN	traversée
un	DET	un
a	AUX	avoir
construit	VERB	construire
enfin	ADV	enfin
Il	PRON	il
en	PRON	en
spectacle	NOUN	spectacle
Lollard	PROPN	Lollard
des	DET	un
trouvé	VERB	trouver
.	PUNCT	.
,	PUNCT	,
refit	VERB	refaire
a	AUX	avoir
finalement	ADV	finalement
de	ADP	de
gens	NOUN	gens
du	ADP	de
gens	NOUN	gens
la	DET	le
room	ADJ	room
de	ADP	de
cinéma	NOUN	cinéma
»	PUNCT	»
chance	NOUN	chance
.	PUNCT	.
était	AUX	être
-	ADJ	-
de	ADP	de
par	ADP	par
le	DET	le
l'	DET	le
-	PUNCT	-
pour	ADP	pour
accaparé	VERB	accaparer
tout	ADV	tout
lui	PRON	lui
ou	CCONJ	ou
comme	ADP	comme
ça	PRON	cela
a	AUX	avoir
à	ADP	à
Las	PROPN	Las
vient	VERB	venir
quoi	ADV	quoi
merveilleux	ADJ	merveilleux
terminer	VERB	terminer
embêter	VERB	embêter
sais	VERB	savoir
construit	VERB	construire
pour	ADP	pour
tournées	NOUN	tournée
ne	ADV	ne
ou	CCONJ	ou
quelque	DET	quelque
chose	NOUN	chose
de	ADP	de
Ce	PRON	ce
monde	NOUN	monde
,	PUNCT	,
Vegas	NOUN	vegas
.	PUNCT	.
qu'	PRON	qu'
je	PRON	je
ravissant	ADJ	ravissant
venir	VERB	venir
Il	PRON	il
est	AUX	être
veut	VERB	vouloir
il	PRON	il
Depuis	ADV	depuis
une	DET	un
maison	NOUN	maison
.	PUNCT	.
des	DET	un
,	PUNCT	,
,	PUNCT	,
.	PUNCT	.
connais	NOUN	connai
trois	NUM	trois
quelque	DET	quelque
.	PUNCT	.
dit	VERB	dire
l'	DET	le
seulement	ADV	seulement
Monstera	NOUN	monstera
les	DET	le
moi	PRON	moi
-	PUNCT	-
Deliciosa	PROPN	Deliciosa
truc	NOUN	truc
de	ADP	de
de	ADP	de
.	PUNCT	.
de	ADP	de
des	DET	un
-ce	PRON	-ce
Comment	ADV	comment
Madge	PROPN	Madge
grimpant	VERB	grimper
dans	ADP	dans
quatre	NUM	quatre
lança	VERB	lancer
kilomètres	NOUN	kilomètre
que	SCONJ	que
tu	ADP	tu
Est	NOUN	est
appelle	VERB	appeler
chose	NOUN	chose
un	DET	un
chez	ADP	chez
,	PUNCT	,
ce	DET	ce
,	PUNCT	,
quelqu'	DET	quelque
extérieur	NOUN	extérieur
Dave	PROPN	Dave
avec	ADP	avec
,	PUNCT	,
grand	ADJ	grand
perforées	NOUN	perforée
non	ADV	non
?	PUNCT	?
s'	PRON	se
ou	CCONJ	ou
?	PUNCT	?
affaires	NOUN	affaire
feuilles	ADJ	feuille
quoi	PRON	quoi
pour	ADP	pour
Adossée	VERB	adosser
»	PUNCT	»
elle	PRON	lui
tas	NOUN	tas
fournitures	NOUN	fourniture
.	PUNCT	.
?	PUNCT	?
,	PUNCT	,
la	PRON	le
leva	VERB	lever
verte	NOUN	verte
sais	VERB	savoir
,	PUNCT	,
l'	PRON	l'
Des	DET	un
un	DET	un
.	PUNCT	.
Elle	PRON	lui
-	PUNCT	-
grande	ADJ	grand
tu	NOUN	tu
,	PUNCT	,
?	PUNCT	?
restaurants	NOUN	restaurant
«	PUNCT	«
A	VERB	avoir
examina	VERB	examiner
avec	ADP	avec
au	ADP	au
-	PUNCT	-
hôtels	NOUN	hôtel
devant	ADP	devant
une	DET	un
Madge	PROPN	Madge
pensais	VERB	penser
.	PUNCT	.
,	PUNCT	,
comme	ADP	comme
réfrigérateur	NOUN	réfrigérateur
feuille	ADJ	feuill
-	NOUN	-
,	PUNCT	,
elle	PRON	lui
revint	VERB	revenir
bars	NOUN	bar
volant	ADJ	volant
Je	PRON	je
cerf	NOUN	cerf
si	SCONJ	si
cette	DET	ce
de	ADP	de
-	PUNCT	-
.	PUNCT	.
...	PUNCT	...
,	PUNCT	,
osseuse	ADJ	osseux
parler	VERB	parler
,	PUNCT	,
taches	NOUN	tache
de	ADP	de
Dave	AUX	dave
une	DET	un
et	CCONJ	et
J'	PRON	je
même	ADV	même
verre	NOUN	verre
besoin	NOUN	besoin
Non	ADV	non
de	ADP	de
mit	VERB	mettre
entendu	VERB	entendre
est	AUX	être
tout	ADV	tout
immense	ADJ	immense
de	ADP	de
savoir	VERB	savoir
aurais	VERB	avoir
non	ADV	non
Madge	PROPN	Madge
as	PRON	as
vide	ADJ	vide
rousseurs	NOUN	rousseur
.	PUNCT	.
mais	CCONJ	mais
tu	SCONJ	tu
»	PUNCT	»
«	NOUN	«
un	DET	un
,	PUNCT	,
»	PUNCT	»
la	DET	le
criblée	ADJ	criblé
de	ADP	de
,	PUNCT	,
baraque	NOUN	baraque
main	NOUN	main
d'	ADP	de
dans	ADP	dans
a	AUX	avoir
,	PUNCT	,
la	DET	le
à	ADP	à
année	NOUN	année
en	ADP	en
arnaque	NOUN	arnaque
secoua	VERB	secouer
propre	ADJ	propre
plein	ADJ	plein
-C'	PUNCT	-c'
était	AUX	être
pris	VERB	prendre
au	ADP	au
exemple	NOUN	exemple
.	PUNCT	.
chaises	NOUN	chaise
de	ADP	de
routier	NOUN	routier
pivot	NOUN	pivot
de	ADP	de
une	DET	un
son	DET	son
,	PUNCT	,
volé	ADJ	voler
par	ADP	par
véreux	ADJ	véreux
l'	PRON	l'
Un	DET	un
»	PUNCT	»
tête	NOUN	tête
pour	ADP	pour
un	DET	un
l'	DET	le
Madge	PROPN	Madge
camion	NOUN	camion
vendu	VERB	vendre
cuir	NOUN	cuir
dernière	ADJ	dernier
gorgée	NOUN	gorgée
et	CCONJ	et
avait	AUX	avoir
.	PUNCT	.
avala	ADJ	avala
.	PUNCT	.
.	PUNCT	.
dernièrement	ADV	dernièrement
Elle	PRON	lui
compte	NOUN	compte
dry	NOUN	dry
.	PUNCT	.
de	ADP	de
acheté	VERB	acheter
Ray	PROPN	Ray
voir	VERB	voir
verre	NOUN	verre
lieu	NOUN	lieu
a	AUX	avoir
du	ADP	de
Parfait	PROPN	Parfait
foi	NOUN	foi
...	PUNCT	...
:	PUNCT	:
imposant	VERB	imposer
.	PUNCT	.
C'	PRON	ce
un	DET	un
te	DET	te
pas	ADV	pas
Lollard	PROPN	Lollard
apporta	ADJ	apporta
«	NOUN	«
,	PUNCT	,
la	DET	le
Dave	ADV	dave
marchandise	NOUN	marchandise
des	DET	un
chaises	NOUN	chaise
était	AUX	être
demanda	ADJ	demanda
?	PUNCT	?
tabourets	NOUN	tabouret
-	PUNCT	-
attends	ADJ	attend
à	ADP	à
.	PUNCT	.
Des	DET	un
à	ADP	à
...	PUNCT	...
Tu	ADJ	taire
»	PUNCT	»
Madge	PROPN	Madge
qui	PRON	qui
-	PUNCT	-
Ma	DET	mon
et	CCONJ	et
livrer	VERB	livrer
l'	PRON	l'
genre	NOUN	genre
rappelles	ADJ	rappelle
Naturellement	ADV	naturellement
et	CCONJ	et
de	ADP	de
ça	PRON	cela
des	DET	un
.	PUNCT	.
,	PUNCT	,
,	PUNCT	,
police	NOUN	police
Un	DET	un
de	ADP	de
mettre	VERB	mettre
Ils	PRON	il
rappliqué	VERB	rappliquer
Oui	ADV	oui
de	ADP	de
Surf	PROPN	Surf
train	NOUN	train
de	ADP	de
s'	PRON	se
de	ADP	de
étaient	AUX	être
la	DET	le
capitonnés	VERB	capitonner
gay	ADV	gay
.	PUNCT	.
cuir	NOUN	cuir
.	PUNCT	.
capiton	NOUN	capiton
,	PUNCT	,
hausser	VERB	hausser
quand	SCONJ	quand
.	PUNCT	.
partout	ADV	partout
déjà	ADV	déjà
bar	NOUN	bar
,	PUNCT	,
Comment	ADV	comment
panneaux	NOUN	panneau
en	ADP	en
le	DET	le
?	PUNCT	?
tout	DET	tout
bar	NOUN	bar
,	PUNCT	,
appelle	VERB	appeler
tout	DET	tout
refaire	NOUN	refaire
a	AUX	avoir
de	ADP	de
près	ADV	près
ils	PRON	il
!	PUNCT	!
volés	VERB	voler
comme	ADP	comme
ils	PRON	il
,	PUNCT	,
ça	PRON	cela
que	SCONJ	que
Ils	PRON	il
dans	ADP	dans
les	DET	le
?	PUNCT	?
montants	NOUN	montant
tabourets	NOUN	tabouret
élégante	NOUN	élégant
qu'	SCONJ	que
.	PUNCT	.
.	PUNCT	.
.	PUNCT	.
pas	ADV	pas
suggéra	NOUN	suggéra
vit	VERB	voir
rendu	VERB	rendre
savaient	VERB	savoir
les	DET	le
De	ADP	de
plus	ADV	plus
épave	ADJ	épav
Le	DET	le
V	ADJ	v
Dave	PROPN	Dave
.	PUNCT	.
dunes	NOUN	dune
Hang	PROPN	Hang
ne	ADV	ne
,	PUNCT	,
étaient	AUX	être
une	DET	un
Dave	PROPN	Dave
C'	PRON	ce
Ten	PROPN	Ten
C'	PRON	ce
était	AUX	être
niché	VERB	nicher
-	PUNCT	-
ont	AUX	avoir
est	AUX	être
les	DET	le
-	PUNCT	-
jeté	VERB	jeter
planches	NOUN	planche
s'	PRON	se
il	PRON	il
lui	PRON	lui
.	PUNCT	.
de	ADP	de
rèche	VERB	rèche
prit	NOUN	prit
des	ADP	de
,	PUNCT	,
ce	PRON	ce
dernière	ADJ	dernier
.	PUNCT	.
bizarres	ADJ	bizarre
d'	ADP	de
toits	NOUN	toit
des	ADP	de
paru	VERB	paraître
arriva	VERB	arriver
des	DET	un
dune	NOUN	dune
hasard	ADP	hasard
aux	ADP	à
et	CCONJ	et
angles	NOUN	angle
cassé	ADJ	cassé
et	CCONJ	et
abord	ADV	abord
sommet	NOUN	sommet
accrochant	VERB	accrocher
par	ADP	par
étaient	AUX	être
qui	PRON	qui
de	ADP	de
murs	NOUN	mur
là	ADV	là
Quand	SCONJ	quand
avait	VERB	avoir
,	PUNCT	,
à	ADP	à
la	DET	le
d'	ADP	de
son	DET	son
pantalon	NOUN	pantalon
au	ADP	au
vernies	VERB	vernir
herbe	NOUN	herbe
forme	NOUN	forme
touffes	NOUN	touffe
planches	NOUN	planche
les	DET	le
toit	NOUN	toit
.	PUNCT	.
,	PUNCT	,
la	DET	le
Sous	ADP	sous
du	ADP	de
très	ADV	très
triangles	NOUN	triangle
,	PUNCT	,
le	DET	le
très	ADV	très
,	PUNCT	,
,	PUNCT	,
horizon	NOUN	horizon
absorbaient	ADV	absorbaient
du	ADP	de
Une	DET	un
Le	DET	le
fumé	ADJ	fumé
haut	ADJ	haut
étendait	VERB	étendre
de	ADP	de
verre	NOUN	verre
bois	NOUN	bois
terrasse	NOUN	terrasse
de	ADP	de
.	PUNCT	.
verre	NOUN	verre
,	PUNCT	,
s'	PRON	se
des	DET	un
ciel	NOUN	ciel
,	PUNCT	,
de	ADP	de
biseautées	ADJ	biseauter
lumière	NOUN	lumière
l'	DET	le
panneau	NOUN	panneau
reflétait	VERB	refléter
un	DET	un
aux	ADP	à
l'	DET	le
océan	NOUN	océan
même	ADJ	même
avant-toits	NOUN	avant-toit
poutres	NOUN	poutre
haut	ADJ	haut
sol	NOUN	sol
.	PUNCT	.
de	ADP	de
.	PUNCT	.
bois	NOUN	bois
une	DET	un
basses	NOUN	basse
au-dessus	ADV	au-dessus
différentes	ADJ	différent
d'	ADP	de
monta	VERB	monter
carreaux	ADJ	carreal
sombres	ADJ	sombre
l'	DET	le
couleur	NOUN	couleur
Quand	SCONJ	quand
porte	VERB	porte
marches	ADJ	marche
Ils	PRON	il
cadre	NOUN	cadre
,	PUNCT	,
larges	NOUN	large
intérieur	NOUN	intérieur
était	AUX	être
déchiquetés	VERB	déchiqueter
de	DET	de
.	PUNCT	.
de	ADP	de
bois	NOUN	bois
au	ADP	au
chiens	NOUN	chien
Deux	NUM	Deux
un	PRON	un
il	PRON	il
d'	ADP	de
aboyèrent	ADV	aboyèrent
par	ADP	par
L'	DET	le
en	ADP	en
grande	ADJ	grand
.	PUNCT	.
petits	ADJ	petit
à	ADP	à
de	ADP	de
grattaient	VERB	gratter
les	DET	le
des	DET	un
rochers	NOUN	rocher
races	NOUN	race
une	DET	un
étaient	VERB	être
ses	DET	son
potiron	NOUN	potiron
poil	NOUN	poil
comme	ADP	comme
grand	ADJ	grand
Il	PRON	il
de	ADP	de
Son	DET	son
l'	DET	le
la	DET	le
eux	PRON	lui
,	PUNCT	,
autre	ADJ	autre
solennel	ADJ	solennel
lisse	ADJ	lisse
se	PRON	se
.	PUNCT	.
petits	ADJ	petit
bien	ADV	bien
un	DET	un
trompette	NOUN	trompette
montrait	NOUN	montrait
,	PUNCT	,
le	DET	le
en	ADP	en
poil	NOUN	poil
droit	ADJ	droit
sur	ADP	sur
tenait	VERB	tenir
nain	ADJ	nain
était	AUX	être
pattes	NOUN	patte
,	PUNCT	,
un	DET	un
.	PUNCT	.
queue	NOUN	queue
quatre	NUM	quatre
bondissait	VERB	bondir
chien	NOUN	chien
de	ADP	de
hérissé	VERB	hérisser
L'	DET	le
féroces	ADJ	féroce
.	PUNCT	.
Derrière	ADP	derrière
acrobate	NOUN	acrobate
,	PUNCT	,
.	PUNCT	.
air	NOUN	air
crocs	NOUN	croc
cheveux	ADJ	cheveux
Son	DET	son
.	PUNCT	.
tombantes	ADJ	tombant
Elle	PRON	lui
les	DET	le
.	PUNCT	.
soleil	NOUN	soleil
avait	AUX	avoir
berger	NOUN	berger
et	CCONJ	et
enflée	NOUN	enflée
eux	PRON	lui
sur	ADP	sur
d'	ADP	de
partagé	VERB	partager
avait	VERB	avoir
avait	VERB	avoir
le	DET	le
.	PUNCT	.
il	PRON	il
.	PUNCT	.
les	PRON	le
était	AUX	être
mais	CCONJ	mais
celui	VERB	celui
milieu	NOUN	milieu
ses	DET	son
par	ADP	par
fille	NOUN	fille
Sa	DET	son
et	CCONJ	et
un	DET	un
.	PUNCT	.
arriva	VERB	arriver
allemand	ADJ	allemand
caramel	NOUN	caramel
oreilles	NOUN	oreille
avait	AUX	avoir
Elle	PRON	lui
bouche	NOUN	bouche
parmi	ADP	parmi
lunettes	NOUN	lunette
était	AUX	être
meurtrie	VERB	meurtrir
Une	DET	un
pelage	NOUN	pelage
de	ADP	de
attachés	VERB	attacher
des	DET	un
.	PUNCT	.
nuque	NOUN	nuque
pieds	VERB	pieds
Les	DET	le
Il	PRON	il
naïves	ADJ	naïf
la	DET	le
était	AUX	être
désespérée	VERB	désespérer
portait	VERB	porter
à	ADP	à
Dave	PROPN	Dave
gris	ADJ	gris
le	DET	le
d'	ADP	de
manquait	VERB	manquer
fleurs	NOUN	fleur
d'	ADP	de
incisives	NOUN	incisive
pans	ADP	pans
de	ADP	de
à	ADP	à
être	AUX	être
Sa	DET	son
applications	NOUN	application
chemise	NOUN	chemise
en	ADP	en
haut	ADJ	haut
deux	NUM	deux
sur	ADP	sur
nus	PRON	nus
d'	ADP	de
homme	NOUN	homme
.	PUNCT	.
un	DET	un
des	DET	un
Feignant	VERB	feindre
.	PUNCT	.
lui	PRON	lui
pattes	NOUN	patte
.	PUNCT	.
pantalon	NOUN	pantalon
.	PUNCT	.
Elle	PRON	lui
sourit	VERB	sourire
retombaient	VERB	retomber
.	PUNCT	.
Elle	PRON	lui
par	ADP	par
éléphant	NOUN	éléphant
harnais	NOUN	harnais
des	ADP	de
saisit	VERB	saisir
les	DET	le
le	DET	le
Puis	CCONJ	puis
vacarme	NOUN	vacarme
Elle	PRON	lui
,	PUNCT	,
mains	NOUN	main
poil	NOUN	poil
ras	VERB	rer
qui	PRON	qui
gré	AUX	gré
plaqua	VERB	plaquer
,	PUNCT	,
.	PUNCT	.
l'	DET	le
autre	PRON	autre
agita	NOUN	agita
oreilles	NOUN	oreille
recula	VERB	reculer
traîna	NOUN	traîna
,	PUNCT	,
ses	DET	son
elle	PRON	lui
par	ADP	par
le	DET	le
l'	DET	le
le	DET	le
le	DET	le
les	DET	le
ses	DET	son
par	ADP	par
grand	ADJ	grand
sur	ADP	sur
et	CCONJ	et
elle	PRON	lui
collier	NOUN	collier
,	PUNCT	,
petit	ADJ	petit
chien	NOUN	chien
blessé	VERB	blesser
chien	NOUN	chien
à	ADP	à
vers	ADP	vers
chiens	NOUN	chien
.	PUNCT	.
bon	ADJ	bon
air	NOUN	air
?	PUNCT	?
gré	ADJ	gré
elle	PRON	lui
,	PUNCT	,
vif	ADJ	vif
de	ADP	de
mal	NOUN	mal
,	PUNCT	,
.	PUNCT	.
,	PUNCT	,
avait	AUX	avoir
du	ADP	de
se	PRON	se
ai	AUX	avoir
plancher	VERB	plancher
joues	NOUN	joue
vue	NOUN	vue
Quand	SCONJ	quand
-	PUNCT	-
dans	ADP	dans
la	DET	le
turent	VERB	taire
Brandstetter	PROPN	Brandstetter
sur	ADP	sur
de	ADP	de
le	DET	le
Vous	PRON	vous
désirez	VERB	désirer
.	PUNCT	.
endroit	NOUN	endroit
haletait	VERB	haleter
suis	AUX	être
lisse	ADJ	lisse
rose	NOUN	rose
où	PRON	où
hors	ADP	hors
-Je	PRON	je
Dave	PROPN	Dave
aux	ADP	à
.	PUNCT	.
un	DET	un
ils	PRON	il
revint	VERB	revenir
peu	ADV	peu
et	CCONJ	et
un	DET	un
,	PUNCT	,
ouvrir	VERB	ouvrir
J'	PRON	je
elle	PRON	lui
de	ADP	de
hier	ADV	hier
en	ADP	en
n'	ADV	n'
je	PRON	je
.	PUNCT	.
téléphoné	VERB	téléphoner
chance	NOUN	chance
nous	PRON	nous
Pour	ADP	pour
lui	PRON	lui
dire	VERB	dire
ai	AUX	avoir
rencontrés	VERB	rencontrer
souvenez	VERB	souvenir
là	ADV	là
Owens	X	Owens
j'	PRON	je
Il	PRON	il
a	AUX	avoir
Tom	PROPN	Tom
pensé	VERB	penser
Nous	PRON	nous
vous	PRON	vous
à	ADP	à
vous	PRON	vous
se	PRON	se
souviendra	VERB	souvenir
?	PUNCT	?
marché	VERB	marcher
personne	NOUN	personne
.	PUNCT	.
?	PUNCT	?
que	SCONJ	que
.	PUNCT	.
parler	VERB	parler
moi	PRON	moi
Ça	CCONJ	ça
suis	AUX	être
que	SCONJ	que
.	PUNCT	.
J'	PRON	je
plus	ADV	plus
Voulez	VERB	vouloir
-vous	PRON	vous
pas	ADV	pas
,	PUNCT	,
de	ADP	de
sommes	AUX	être
aurais	VERB	avoir
numéro	NOUN	numéro
Madge	PROPN	Madge
»	PUNCT	»
mi-navrée	VERB	mi-navrer
à	ADP	à
bouche	NOUN	bouche
chez	ADP	chez
.	PUNCT	.
le	PRON	le
»	PUNCT	»
pas	ADV	pas
son	DET	son
n'	ADV	n'
?	PUNCT	?
Ah	PROPN	Ah
moment	NOUN	moment
petite	ADJ	petit
dit	VERB	dire
Rien	NOUN	rien
,	PUNCT	,
une	DET	un
avez	AUX	avoir
peux	VERB	pouvoir
.	PUNCT	.
fit	VERB	faire
-	PUNCT	-
que	SCONJ	que
son	DET	son
.	PUNCT	.
.	PUNCT	.
-	PUNCT	-
Je	PRON	je
?	PUNCT	?
nom	NOUN	nom
«	NOUN	«
Elle	PRON	lui
.	PUNCT	.
,	PUNCT	,
ce	DET	ce
pas	ADV	pas
Je	PRON	je
Vous	PRON	vous
au	ADP	au
n'	ADV	n'
avais	VERB	avoir
mi-fâchée	ADJ	mi-fâché
Dunstan	PROPN	Dunstan
téléphone	NOUN	téléphone
voir	VERB	voir
ça	PRON	cela
s'	PRON	se
foi	NOUN	foi
sais	VERB	savoir
«	NOUN	«
.	PUNCT	.
épaule	NOUN	épaule
-Ma	ADJ	-ma
ne	ADV	ne
Ils	PRON	il
front	NOUN	front
camarade	NOUN	camarade
d'	ADP	de
lui	PRON	lui
conduisent	VERB	conduire
plissa	VERB	plisser
Les	DET	le
son	DET	son
moment	NOUN	moment
de	ADP	de
Il	PRON	il
pardessus	ADP	pardessus
en	ADP	en
«	PUNCT	«
»	PUNCT	»
regarda	VERB	regarder
Elle	PRON	lui
ses	DET	son
lèvres	NOUN	lèvre
coins	NOUN	coin
quelqu'	DET	quelque
quoi	PRON	quoi
.	PUNCT	.
le	DET	le
école	NOUN	école
un	PRON	un
,	PUNCT	,
abaissèrent	VERB	abaisser
.	PUNCT	.
»	PUNCT	»
ce	DET	ce
.	PUNCT	.
avec	ADP	avec
Vern	PROPN	Vern
Un	DET	un
vieux	ADJ	vieux
a	AUX	avoir
...	PUNCT	...
je	PRON	je
se	PRON	se
.	PUNCT	.
ça	PRON	cela
s'	SCONJ	s'
dirait	VERB	dire
n'	ADV	n'
vie	NOUN	vie
pas	ADV	pas
comme	ADP	comme
On	PRON	on
-il	PRON	il
.	PUNCT	.
ans	NOUN	an
toute	ADJ	tout
l'	DET	le
J'	PRON	je
au	ADP	au
»	PUNCT	»
vieillissent	VERB	vieillir
je	PRON	je
essayons	VERB	essayer
est	AUX	être
ne	ADV	ne
intérieur	NOUN	intérieur
dit	VERB	dire
étaient	AUX	être
gens	NOUN	gens
encore	ADV	encore
de	ADP	de
garder	VERB	garder
-Nous	PRON	nous
pas	ADV	pas
qu'	SCONJ	que
,	PUNCT	,
lycée	NOUN	lycée
leur	DET	leur
?	PUNCT	?
Les	DET	le
secret	NOUN	secret
