bout	NOUN	bout
,	PUNCT	,
les	DET	le
moins	ADV	moins
les	DET	le
solitaire	NOUN	solitaire
les	DET	le
ceux	PRON	celui
les	DET	le
ceux	PRON	celui
qui	PRON	qui
se	PRON	se
les	DET	le
réactions	NOUN	réaction
qui	PRON	qui
faudrait	VERB	falloir
,	PUNCT	,
et	CCONJ	et
qu'	SCONJ	que
,	PUNCT	,
cigarette	NOUN	cigarette
se	PRON	se
tapa	ADJ	tapa
pour	ADP	pour
conversation	NOUN	conversation
,	PUNCT	,
il	PRON	il
les	DET	le
jeunes	NOUN	jeune
,	PUNCT	,
côté	NOUN	côté
Et	CCONJ	et
pas	ADV	pas
,	PUNCT	,
fois	NOUN	fois
.	PUNCT	.
à	ADP	à
asseoir	VERB	asseoir
tenta	VERB	tenter
taille	NOUN	taille
avoue	VERB	avoue
s'	PRON	se
.	PUNCT	.
Son	DET	son
âge	NOUN	âge
facilement	ADV	facilement
brune	NOUN	brune
sans	ADP	sans
grande	ADJ	grand
puis	CCONJ	puis
ne	ADV	ne
en	ADP	en
alla	VERB	aller
sa	DET	son
une	DET	un
mélangent	VERB	mélanger
plusieurs	DET	plusieurs
grand	ADJ	grand
body	NOUN	body
engager	VERB	engager
succès	NOUN	succès
,	PUNCT	,
une	DET	un
il	PRON	il
la	DET	le
son	DET	son
d'	ADP	de
le	DET	le
mal	ADV	mal
planta	VERB	planter
se	PRON	se
nettement	ADV	nettement
puis	CCONJ	puis
ours	NOUN	ours
se	PRON	se
était	AUX	être
passer	VERB	passer
avaient	VERB	avoir
des	DET	un
de	ADP	de
truc	NOUN	truc
mal	NOUN	mal
évolués	ADJ	évolué
Et	CCONJ	et
journaliste	NOUN	journaliste
Le	DET	le
lança	VERB	lancer
.	PUNCT	.
plus	ADV	plus
c'	PRON	ce
avaient	VERB	avoir
rampe	NOUN	rampe
du	ADP	de
rock	NOUN	rock
pour	ADP	pour
.	PUNCT	.
jouant	VERB	jouer
lamentablement	ADV	lamentablement
,	PUNCT	,
à	ADP	à
goûts	NOUN	goût
une	DET	un
la	DET	le
rock	NOUN	rock
il	PRON	il
plus	ADV	plus
le	DET	le
.	PUNCT	.
fois	NOUN	fois
,	PUNCT	,
Les	DET	le
jeunes	NOUN	jeune
,	PUNCT	,
léché	VERB	lécher
et	CCONJ	et
un	DET	un
rock	VERB	rock
tout	ADJ	tout
débile	NOUN	débile
les	DET	le
genre	NOUN	genre
s'	PRON	se
que	SCONJ	que
de	ADP	de
fomentent	VERB	fomenter
de	ADP	de
son	DET	son
on	PRON	on
croit	VERB	croire
mieux	ADV	mieux
quarante	NUM	quarante
prit	NOUN	prit
à	ADP	à
disant	VERB	dire
vendre	NOUN	vendre
jeunesse	NOUN	jeunesse
de	ADP	de
se	PRON	se
de	ADP	de
haut	NOUN	haut
Il	PRON	il
en	ADP	en
en	ADP	en
en	ADP	en
voyant	VERB	voir
la	DET	le
,	PUNCT	,
beaux	NOUN	beau
du	ADP	de
pour	ADP	pour
pouvoir	VERB	pouvoir
il	PRON	il
grade	NOUN	grade
ça	PRON	cela
ce	DET	ce
adresser	VERB	adresser
le	DET	le
magazines	ADJ	magazine
ferait	VERB	faire
ceux	PRON	celui
où	PRON	où
l'	DET	le
sondage	NOUN	sondage
.	PUNCT	.
qui	PRON	qui
ses	DET	son
à	ADP	à
haut	ADJ	haut
.	PUNCT	.
du	ADP	de
avec	ADP	avec
ceux	PRON	celui
de	ADP	de
balais	NOUN	balai
à	ADP	à
habillé	VERB	habiller
qu'	SCONJ	que
alors	ADV	alors
un	PRON	un
qu'	SCONJ	que
sombre	NOUN	sombre
il	PRON	il
l'	PRON	l'
rien	PRON	rien
faudrait	VERB	falloir
pris	VERB	prendre
ce	DET	ce
tirerait	VERB	tirer
il	PRON	il
chevelu	NOUN	chevelu
vite	ADV	vite
ne	ADV	ne
,	PUNCT	,
d'	ADP	de
assez	ADV	assez
avaient	AUX	avoir
d'	ADP	de
sérieux	NOUN	sérieux
un	DET	un
sut	VERB	savoir
de	ADP	de
approche	NOUN	approche
il	PRON	il
,	PUNCT	,
primordial	NOUN	primordial
qui	PRON	qui
lui	PRON	lui
.	PUNCT	.
et	CCONJ	et
vite	ADV	vite
Il	PRON	il
repéra	VERB	repérer
genre	NOUN	genre
Très	ADV	très
passer	VERB	passer
de	ADP	de
assez	ADV	assez
un	DET	un
sans	ADP	sans
les	DET	le
même	ADV	même
avoir	VERB	avoir
soir	NOUN	soir
,	PUNCT	,
soigneusement	ADV	soigneusement
et	CCONJ	et
syndicat	NOUN	syndicat
il	PRON	il
pourrait	VERB	pouvoir
de	ADP	de
beaucoup	ADV	beaucoup
d'	ADP	de
jeunes	NOUN	jeune
le	DET	le
,	PUNCT	,
lui	PRON	lui
pas	ADV	pas
écoutant	VERB	écouter
Léo	PROPN	Léo
cultivés	NOUN	cultivé
sympathisant	VERB	sympathiser
et	CCONJ	et
lointain	NOUN	lointain
,	PUNCT	,
mais	CCONJ	mais
comme	ADP	comme
cachette	NOUN	cachette
bars	NOUN	bar
moins	ADV	moins
un	DET	un
y	PRON	y
les	DET	le
lycéen	NOUN	lycéen
peu	ADV	peu
,	PUNCT	,
des	DET	un
Ferré	PROPN	Ferré
du	ADP	de
disques	NOUN	disque
en	ADP	en
port	NOUN	port
où	PRON	où
en	ADP	en
doute	NOUN	doute
évitant	VERB	éviter
surtout	ADV	surtout
tout	ADV	tout
il	PRON	il
rasés	VERB	raser
.	PUNCT	.
un	DET	un
Gabriel	PROPN	Gabriel
demis	NOUN	demi
plus	ADV	plus
room	NOUN	room
de	ADP	de
.	PUNCT	.
avant	ADP	avant
même	ADV	même
pas	ADV	pas
près	ADV	près
buvait	VERB	boire
repéré	VERB	repérer
deux	NUM	deux
aller	VERB	aller
lieux	ADJ	lieux
Coca	PROPN	Coca
compté	VERB	compter
tarder	VERB	tarder
,	PUNCT	,
Le	DET	le
avait	AUX	avoir
type	NOUN	type
.	PUNCT	.
Mais	CCONJ	mais
les	DET	le
Il	PRON	il
Ce	PRON	ce
suivit	NOUN	suivit
beaucoup	ADV	beaucoup
que	SCONJ	que
n'	ADV	n'
Gabriel	PROPN	Gabriel
le	DET	le
et	CCONJ	et
ait	AUX	avoir
à	ADP	à
qui	PRON	qui
allait	VERB	aller
pipi	NOUN	pipi
se	PRON	se
vérifia	VERB	vérifier
.	PUNCT	.
.	PUNCT	.
-	PUNCT	-
très	ADV	très
au	ADP	au
type	NOUN	type
entra	VERB	entrer
baffe	NOUN	baffe
des	ADP	de
le	DET	le
dans	ADP	dans
,	PUNCT	,
bonne	ADJ	bon
trembler	VERB	trembler
et	CCONJ	et
s'	PRON	se
asseoir	VERB	asseoir
derrière	ADP	derrière
prêt	ADJ	prêt
les	DET	le
de	ADP	de
militari	VERB	militari
Il	PRON	il
cuvette	NOUN	cuvette
chiottes	NOUN	chiotte
manu	ADJ	manu
lui	PRON	lui
à	ADP	à
lui	PRON	lui
projeta	NOUN	projeta
dans	ADP	dans
.	PUNCT	.
Le	DET	le
la	DET	le
bloquant	VERB	bloquer
et	CCONJ	et
mit	VERB	mettre
toilettes	NOUN	toilette
sur	ADP	sur
la	DET	le
le	DET	le
se	PRON	se
un	PRON	un
couvercle	NOUN	couvercle
.	PUNCT	.
le	DET	le
porte	VERB	porte
fila	ADV	fila
força	NOUN	força
à	ADP	à
,	PUNCT	,
derrière	ADP	derrière
une	DET	un
,	PUNCT	,
lui	PRON	lui
dans	ADP	dans
crier	VERB	crier
--	PUNCT	--
une	DET	un
.	PUNCT	.
lui	PRON	lui
à	ADP	à
.	PUNCT	.
qu'	PRON	qu'
doigt	NOUN	doigt
est	AUX	être
très	ADV	très
du	ADP	de
Bérénice	PROPN	Bérénice
mit	VERB	mettre
recherche	VERB	recherche
en	ADP	en
étaient	AUX	être
un	PRON	un
deuxième	ADJ	deuxième
bouche	NOUN	bouche
jeune	ADJ	jeune
classe	NOUN	classe
mais	CCONJ	mais
la	DET	le
Gabriel	PROPN	Gabriel
qui	PRON	qui
est	VERB	être
quelqu'	DET	quelque
.	PUNCT	.
Écoute	PROPN	Écoute
même	ADJ	même
son	DET	son
simple	ADJ	simple
Les	DET	le
sur	ADP	sur
la	DET	le
filant	VERB	filer
Je	PRON	je
homme	NOUN	homme
-moi	PRON	moi
joues	NOUN	joue
très	ADV	très
.	PUNCT	.
C'	PRON	ce
torgnole	NOUN	torgnole
,	PUNCT	,
rouges	ADJ	rouge
étaient	AUX	être
devenues	VERB	devenir
,	PUNCT	,
Frédéric	PROPN	Frédéric
--	PUNCT	--
?	PUNCT	?
qui	PRON	qui
veux	VERB	vouloir
et	CCONJ	et
...	PUNCT	...
?	PUNCT	?
Tu	SCONJ	tu
y	PRON	y
en	PRON	en
Oui	PROPN	Oui
Oui	PROPN	Oui
simple	ADJ	simple
dans	ADP	dans
je	PRON	je
sais	VERB	savoir
classe	NOUN	classe
Bérénice	PROPN	Bérénice
qui	PRON	qui
,	PUNCT	,
salle	NOUN	salle
C'	PRON	ce
de	ADP	de
est	AUX	être
,	PUNCT	,
là	ADV	là
sa	DET	son
Frédéric	PROPN	Frédéric
Est	NOUN	est
la	DET	le
.	PUNCT	.
a	X	avoir
.	PUNCT	.
sais	NOUN	sai
dans	ADP	dans
parler	VERB	parler
sont	AUX	être
je	PRON	je
ce	PRON	ce
--	PUNCT	--
Ceux	PRON	celui
qu'	PRON	qu'
il	PRON	il
et	CCONJ	et
.	PUNCT	.
qui	PRON	qui
--	PUNCT	--
.	PUNCT	.
est	AUX	être
--	PUNCT	--
Il	PRON	il
aiderai	VERB	aider
s'	PRON	se
Je	PRON	je
.	PUNCT	.
.	PUNCT	.
fort	ADV	fort
me	PRON	me
côté	NOUN	côté
,	PUNCT	,
,	PUNCT	,
mais	CCONJ	mais
Vous	PRON	vous
pris	VERB	prendre
.	PUNCT	.
.	PUNCT	.
beignes	NOUN	beigne
jamais	ADV	jamais
gueule	NOUN	gueule
pensa	NOUN	pensa
plus	ADV	plus
?	PUNCT	?
la	DET	le
--	PUNCT	--
,	PUNCT	,
n'	ADV	n'
deux	NUM	deux
flic	NOUN	flic
est	AUX	être
le	DET	le
pouvez	VERB	pouvoir
il	PRON	il
.	PUNCT	.
casser	VERB	casser
pas	ADV	pas
n'	ADV	n'
est	AUX	être
Gabriel	PROPN	Gabriel
de	ADP	de
Normal	NOUN	normal
et	CCONJ	et
l'	DET	le
autre	ADJ	autre
un	DET	un
Qui	PRON	qui
rassurant	ADJ	rassurant
,	PUNCT	,
Normal	NOUN	normal
normal	ADJ	normal
faire	VERB	faire
eux	PRON	lui
bien	ADV	bien
inhumer	VERB	inhumer
Écoute	PROPN	Écoute
va	VERB	aller
,	PUNCT	,
Frédéric	PROPN	Frédéric
Un	DET	un
le	DET	le
permis	NOUN	permis
suis	AUX	être
soient	AUX	être
désespérée	ADJ	désespéré
enquête	NOUN	enquête
--	PUNCT	--
flic	NOUN	flic
Ça	PRON	cela
,	PUNCT	,
.	PUNCT	.
pas	ADV	pas
et	CCONJ	et
la	DET	le
bien	ADV	bien
résistance	NOUN	résistance
te	PRON	te
semble	VERB	semble
.	PUNCT	.
.	PUNCT	.
,	PUNCT	,
Bérénice	PROPN	Bérénice
.	PUNCT	.
d'	ADP	de
Je	PRON	je
mec	NOUN	mec
que	SCONJ	que
-moi	PRON	moi
sans	ADP	sans
un	DET	un
ils	PRON	il
ne	ADV	ne
Les	DET	le
ont	AUX	avoir
signé	VERB	signer
Guevara	PROPN	Guevara
de	ADP	de
flics	ADJ	flic
se	PRON	se
.	PUNCT	.
,	PUNCT	,
?	PUNCT	?
-ce	PRON	-ce
à	ADP	à
de	ADP	de
,	PUNCT	,
flingués	VERB	flinguer
est	AUX	être
Allez	VERB	aller
Tout	ADJ	tout
avec	ADP	avec
vos	DET	votre
,	PUNCT	,
ferme	ADJ	ferme
pas	ADV	pas
?	PUNCT	?
fou	ADJ	fou
fou	ADJ	fou
Ferme	PROPN	Ferme
petit	ADJ	petit
devient	VERB	devenir
je	PRON	je
.	PUNCT	.
Je	PRON	je
monde	NOUN	monde
sais	VERB	savoir
les	DET	le
yeux	NOUN	oeil
--	PUNCT	--
--	PUNCT	--
que	SCONJ	que
crétin	NOUN	crétin
.	PUNCT	.
méthodes	NOUN	méthode
Moi	PROPN	Moi
le	DET	le
petit	ADJ	petit
petit	ADJ	petit
nazi	ADJ	nazi
suis	AUX	être
vous	PRON	vous
aussi	ADV	aussi
--	PUNCT	--
cherchez	VERB	chercher
,	PUNCT	,
.	PUNCT	.
--	PUNCT	--
Qu'	PRON	qu'
,	PUNCT	,
.	PUNCT	.
sais	VERB	savoir
yeux	NOUN	oeil
ils	PRON	il
,	PUNCT	,
qu'	SCONJ	que
les	PRON	le
les	DET	le
,	PUNCT	,
ils	PRON	il
et	CCONJ	et
rails	NOUN	rail
,	PUNCT	,
fait	VERB	faire
attachent	VERB	attacher
connaissais	ADP	connaissais
sont	AUX	être
de	ADP	de
il	PRON	il
,	PUNCT	,
en	ADP	en
essaie	VERB	essayer
froid	ADJ	froid
mais	CCONJ	mais
Si	SCONJ	si
,	PUNCT	,
tu	NOUN	tu
je	PRON	je
ne	ADV	ne
désespérés	VERB	désespérer
nuit	NOUN	nuit
arrivent	VERB	arriver
,	PUNCT	,
Bérénice	PROPN	Bérénice
peut-être	ADV	peut-être
,	PUNCT	,
Frédéric	PROPN	Frédéric
pas	ADV	pas
imaginer	VERB	imaginer
ils	PRON	il
,	PUNCT	,
au	ADP	au
il	PRON	il
sans	ADP	sans
milieu	NOUN	milieu
des	ADP	de
pleine	NOUN	pleine
.	PUNCT	.
doute	NOUN	doute
s'	PRON	se
bruine	ADJ	bruin
autorail	NOUN	autorail
des	DET	un
pour	ADP	pour
antivols	NOUN	antivol
clef	NOUN	clef
avec	ADP	avec
avec	ADP	avec
,	PUNCT	,
paraît	VERB	paraître
les	PRON	le
pas	ADV	pas
besoin	NOUN	besoin
ils	PRON	il
comme	ADP	comme
menottes	NOUN	menotte
et	CCONJ	et
rails	NOUN	rail
clefs	NOUN	clé
ils	PRON	il
de	ADP	de
des	ADP	de
avalent	VERB	avaler
te	PRON	te
et	CCONJ	et
autour	ADV	autour
les	DET	le
attendent	VERB	attendre
l'	DET	le
puis	CCONJ	puis
,	PUNCT	,
les	DET	le
Ça	PRON	cela
ils	PRON	il
de	ADP	de
et	CCONJ	et
attachent	ADV	attachent
.	PUNCT	.
des	DET	un
,	PUNCT	,
les	DET	le
menottes	NOUN	menotte
après	ADP	après
une	DET	un
y	PRON	y
a	VERB	avoir
vélo	PRON	vélo
menottes	NOUN	menotte
chacun	PRON	chacun
jouable	ADJ	jouable
,	PUNCT	,
et	CCONJ	et
?	PUNCT	?
tout	ADV	tout
--	PUNCT	--
Quelqu'	ADP	quelqu'
exterminateur	ADJ	exterminateur
truc	NOUN	truc
est	AUX	être
robinet	NOUN	robinet
comme	ADP	comme
aucune	DET	aucun
imagination	NOUN	imagination
le	DET	le
--	PUNCT	--
regardait	VERB	regarder
était	AUX	être
ange	NOUN	ange
libre	ADJ	libre
dans	ADP	dans
Je	PRON	je
d'	ADP	de
monde	NOUN	monde
le	DET	le
jeune	ADJ	jeune
sorte	NOUN	sorte
type	NOUN	type
les	DET	le
toilettes	NOUN	toilette
entré	VERB	entrer
pas	ADV	pas
?	PUNCT	?
ouvert	VERB	ouvrir
Gabriel	PROPN	Gabriel
.	PUNCT	.
.	PUNCT	.
une	DET	un
avait	AUX	avoir
.	PUNCT	.
un	PRON	un
est	AUX	être
T'	DET	t'
Tout	ADJ	tout
--	PUNCT	--
as	PRON	as
vraiment	ADV	vraiment
sais	VERB	savoir
Le	DET	le
C'	PRON	ce
.	PUNCT	.
.	PUNCT	.
.	PUNCT	.
vais	VERB	aller
peut-être	ADV	peut-être
dehors	ADP	dehors
,	PUNCT	,
qui	PRON	qui
Je	PRON	je
Ou	CCONJ	ou
la	DET	le
je	PRON	je
,	PUNCT	,
tout	DET	tout
as	AUX	avoir
,	PUNCT	,
peut-être	ADV	peut-être
l'	DET	le
type	NOUN	type
c'	PRON	ce
du	ADP	de
que	SCONJ	que
au	ADP	au
fait	VERB	faire
de	ADP	de
,	PUNCT	,
dire	VERB	dire
et	CCONJ	et
jeune	ADJ	jeune
lycéen	NOUN	lycéen
oreille	NOUN	oreille
que	SCONJ	que
pas	ADV	pas
sortant	NOUN	sortant
que	SCONJ	que
bas	NOUN	bas
tu	SCONJ	tu
vais	VERB	aller
En	ADP	en
est	VERB	être
dans	ADP	dans
,	PUNCT	,
...	PUNCT	...
m'	PRON	me
super	VERB	super
dit	VERB	dire
Gabriel	PROPN	Gabriel
ce	PRON	ce
sortir	VERB	sortir
.	PUNCT	.
cabine	NOUN	cabine
était	AUX	être
est	AUX	être
eut	VERB	avoir
se	PRON	se
.	PUNCT	.
vous	PRON	vous
la	DET	le
Gabriel	PROPN	Gabriel
et	CCONJ	et
Y	PRON	y
le	DET	le
.	PUNCT	.
---	PUNCT	---
une	DET	un
des	DET	un
tomber	VERB	tomber
descendu	VERB	descendre
dans	ADP	dans
puis	CCONJ	puis
Day	PROPN	Day
Le	DET	le
rencontré	VERB	rencontrer
apparition	NOUN	apparition
--	PUNCT	--
surprise	NOUN	surprise
déjà	ADV	déjà
de	ADP	de
.	PUNCT	.
C'	PRON	ce
Green	PROPN	Green
le	DET	le
remodela	VERB	remodeler
.	PUNCT	.
sur	ADP	sur
Dans	ADP	dans
regarda	VERB	regarder
punk	NOUN	punk
dégueulasse	VERB	dégueulasser
rue	NOUN	rue
avez	AUX	avoir
,	PUNCT	,
le	DET	le
comme	ADP	comme
se	PRON	se
rictus	NOUN	rictus
adéquat	VERB	adéquat
type	NOUN	type
la	DET	le
souvenir	VERB	souvenir
a	VERB	avoir
parut	PROPN	paraître
la	DET	le
partout	ADV	partout
sur	ADP	sur
bosses	NOUN	bosse
se	PRON	se
où	PRON	où
cons	NOUN	con
cogner	VERB	cogner
triomphant	ADJ	triomphant
bosse	VERB	bosse
Il	PRON	il
continua	VERB	continuer
.	PUNCT	.
son	DET	son
où	PRON	où
les	DET	le
là	ADV	là
était	AUX	être
en	ADP	en
.	PUNCT	.
Surtout	ADV	surtout
Il	PRON	il
air	NOUN	air
même	ADV	même
--	PUNCT	--
là	ADV	là
regardant	VERB	regarder
dans	ADP	dans
mains	NOUN	main
prit	VERB	prendre
la	DET	le
l'	DET	le
je	PRON	je
à	ADP	à
sur	ADP	sur
.	PUNCT	.
glace	NOUN	glace
tu	PRON	tu
laver	VERB	laver
n'	ADV	n'
génération	NOUN	génération
lui	PRON	lui
là	ADV	là
montante	ADJ	montant
.	PUNCT	.
Gabriel	PROPN	Gabriel
,	PUNCT	,
pour	ADP	pour
de	ADP	de
pas	ADV	pas
claqua	VERB	claquer
.	PUNCT	.
l'	DET	le
à	ADP	à
Ils	PRON	il
pourras	NOUN	pourra
contradicteur	NOUN	contradicteur
de	ADP	de
Le	DET	le
des	ADP	de
leur	PRON	leur
dirai	VERB	dire
»	PUNCT	»
en	ADP	en
la	DET	le
vachement	VERB	vachemer
Tu	ADJ	taire
est	AUX	être
.	PUNCT	.
tes	ADJ	te
--	PUNCT	--
,	PUNCT	,
.	PUNCT	.
punk	NOUN	punk
.	PUNCT	.
ouvrit	VERB	ouvrir
Le	DET	le
punk	NOUN	punk
impressionnés	VERB	impressionner
que	SCONJ	que
année	NOUN	année
porte	VERB	porte
porte	VERB	porte
.	PUNCT	.
«	NOUN	«
toilettes	NOUN	toilette
la	DET	le
dire	VERB	dire
seront	AUX	être
c'	PRON	ce
.	PUNCT	.
Dookie	PROPN	Dookie
meilleur	ADJ	meilleur
--	PUNCT	--
Je	PRON	je
potes	NOUN	pote
Le	DET	le
CD	NOUN	cd
lycéen	NOUN	lycéen
le	DET	le
.	PUNCT	.
pour	ADP	pour
,	PUNCT	,
dire	VERB	dire
et	CCONJ	et
peux	VERB	pouvoir
profita	VERB	profiter
antivol	ADJ	antivol
mal	ADV	mal
air	NOUN	air
gros	ADJ	gros
cadenas	NOUN	cadenas
ne	ADV	ne
des	DET	un
.	PUNCT	.
chaînes	NOUN	chaîne
Je	PRON	je
de	ADP	de
pour	ADP	pour
une	DET	un
--	PUNCT	--
faisait	VERB	faire
vois	VERB	voir
des	ADP	de
.	PUNCT	.
chiottes	NOUN	chiotte
sa	DET	son
mob	NOUN	mob
,	PUNCT	,
chose	NOUN	chose
il	PRON	il
le	PRON	le
L'	DET	le
,	PUNCT	,
.	PUNCT	.
soulagé	VERB	soulager
Je	PRON	je
vous	PRON	vous
des	ADP	de
jamais	ADV	jamais
avait	VERB	avoir
Frédéric	PROPN	Frédéric
.	PUNCT	.
plutôt	ADV	plutôt
des	DET	un
seule	ADJ	seul
sortir	VERB	sortir
Question	NOUN	question
acheter	VERB	acheter
vélo	PROPN	vélo
près	ADV	près
ringards	ADJ	ringard
pas	ADV	pas
Ça	CCONJ	ça
suis	AUX	être
suffi	NOUN	suffi
trucs	NOUN	truc
étais	VERB	être
,	PUNCT	,
que	SCONJ	que
Moi	PRON	moi
,	PUNCT	,
largement	ADV	largement
le	DET	le
flinguer	VERB	flinguer
première	ADJ	premier
largement	ADV	largement
.	PUNCT	.
A	ADP	à
,	PUNCT	,
auraient	AUX	avoir
en	ADP	en
fenêtre	NOUN	fenêtre
pour	ADP	pour
chaînes	NOUN	chaîne
se	PRON	se
la	DET	le
table	NOUN	table
.	PUNCT	.
était	AUX	être
dans	ADP	dans
la	DET	le
alors	ADV	alors
je	PRON	je
un	DET	un
ses	DET	son
de	ADP	de
.	PUNCT	.
en	ADP	en
béton	NOUN	béton
leur	DET	leur
argument	NOUN	argument
Je	PRON	je
classe	NOUN	classe
.	PUNCT	.
c'	PRON	ce
uniquement	ADV	uniquement
n'	ADV	n'
derrière	ADP	derrière
--	PUNCT	--
tondu	NOUN	tondu
-	NOUN	-
C'	PRON	ce
un	DET	un
année	NOUN	année
Gabriel	PROPN	Gabriel
baby	NOUN	baby
--	PUNCT	--
l'	DET	le
des	DET	un
CD	NOUN	cd
de	ADP	de
de	ADP	de
.	PUNCT	.
y	PRON	y
Celui	PROPN	Celui
.	PUNCT	.
et	CCONJ	et
parlait	VERB	parler
billet	NOUN	billet
terminale	ADJ	terminal
sa	DET	son
à	ADP	à
,	PUNCT	,
de	ADP	de
il	PRON	il
l'	DET	le
autre	ADJ	autre
dont	PRON	dont
deux	NUM	deux
est	AUX	être
tout	ADV	tout
a	VERB	avoir
l'	DET	le
cents	NOUN	cent
mecs	NOUN	mec
,	PUNCT	,
sortit	VERB	sortir
.	PUNCT	.
poche	NOUN	poche
pour	ADP	pour
balles	ADJ	balle
donna	VERB	donner
acheter	VERB	acheter
le	DET	le
de	ADP	de
foot	NOUN	foot
.	PUNCT	.
heure	NOUN	heure
lui	PRON	lui
surpris	VERB	surprendre
J'	PRON	je
la	DET	le
le	DET	le
elle	PRON	lui
.	PUNCT	.
--	PUNCT	--
repéra	VERB	repérer
le	DET	le
est	AUX	être
fonça	ADJ	fonça
direct	ADJ	direct
douteux	ADJ	douteux
ricanant	ADJ	ricanant
.	PUNCT	.
Il	PRON	il
Capital	PROPN	Capital
des	DET	un
fut	AUX	être
laissa	NOUN	laissa
du	ADP	de
et	CCONJ	et
retrouver	VERB	retrouver
veux	VERB	vouloir
argent	NOUN	argent
pas	ADV	pas
pas	ADV	pas
autrement	ADV	autrement
ne	ADV	ne
sur	ADP	sur
table	NOUN	table
y	PRON	y
C'	PRON	ce
vers	ADP	vers
le	DET	le
l'	DET	le
d'	ADP	de
Gabriel	PROPN	Gabriel
.	PUNCT	.
sortit	NOUN	sortit
des	ADP	de
carrelage	NOUN	carrelage
.	PUNCT	.
terminales	NOUN	terminale
et	CCONJ	et
tomber	VERB	tomber
en	PRON	en
Il	PRON	il
punk	NOUN	punk
toilettes	NOUN	toilette
bien	ADV	bien
sa	DET	son
qui	PRON	qui
autres	ADJ	autre
sur	ADP	sur
et	CCONJ	et
,	PUNCT	,
ce	PRON	ce
.	PUNCT	.
et	CCONJ	et
posa	VERB	poser
ses	DET	son
Il	PRON	il
êtes	VERB	être
chevelure	NOUN	chevelure
table	NOUN	table
rousseur	NOUN	rousseur
ses	DET	son
--	PUNCT	--
boutonneux	ADJ	boutonneux
de	ADP	de
agita	VERB	agiter
gugusses	NOUN	gugusse
à	ADP	à
taches	NOUN	tache
la	DET	le
Écoutez	VERB	écouter
-moi	PRON	moi
.	PUNCT	.
heavy	VERB	heavy
fit	VERB	faire
les	DET	le
angélique	ADJ	angélique
pognes	NOUN	pogne
métal	ADJ	métal
aux	ADP	à
,	PUNCT	,
trois	NUM	trois
la	DET	le
mollement	VERB	mollemer
son	DET	son
.	PUNCT	.
bras	NOUN	bras
effet	NOUN	effet
,	PUNCT	,
genre	NOUN	genre
copine	NOUN	copine
,	PUNCT	,
Vous	PRON	vous
grands	ADJ	grand
de	ADP	de
anciens	NOUN	ancien
des	DET	un
je	PRON	je
,	PUNCT	,
Et	CCONJ	et
des	DET	un
perdre	VERB	perdre
de	ADP	de
passés	VERB	passer
fermer	VERB	fermer
sa	DET	son
ça	PRON	cela
au	ADP	au
qui	PRON	qui
de	ADP	de
.	PUNCT	.
normal	ADJ	normal
pas	ADV	pas
suis	AUX	être
train	NOUN	train
vous	PRON	vous
continuez	VERB	continuer
de	ADP	de
le	DET	le
ceux	PRON	celui
se	PRON	se
poser	VERB	poser
ne	ADV	ne
.	PUNCT	.
copains	NOUN	copain
,	PUNCT	,
sont	AUX	être
gueule	NOUN	gueule
Si	SCONJ	si
sous	ADP	sous
questions	NOUN	question
moi	PRON	moi
normal	NOUN	normal
semble	VERB	semble
,	PUNCT	,
tout	ADJ	tout
normal	NOUN	normal
normal	ADJ	normal
de	ADP	de
Zorro	PROPN	Zorro
copains	NOUN	copain
de	ADP	de
jouer	VERB	jouer
,	PUNCT	,
eau	NOUN	eau
-	NOUN	-
,	PUNCT	,
sanglots	NOUN	sanglot
francs	NOUN	franc
éclater	VERB	éclater
baby	NOUN	baby
marqua	VERB	marquer
de	ADP	de
Bergson	PROPN	Bergson
caisse	NOUN	caisse
à	ADP	à
j'	PRON	je
chambre	NOUN	chambre
Sartre	NOUN	sartre
quatre	NUM	quatre
voulez	VERB	vouloir
larmes	NOUN	larme
-	NOUN	-
,	PUNCT	,
vous	PRON	vous
essuierai	VERB	essuyer
numéro	NOUN	numéro
en	ADP	en
Si	SCONJ	si
révisant	VERB	réviser
verres	NOUN	verre
d'	ADP	de
cafés	NOUN	café
me	PRON	me
sur	ADP	sur
le	DET	le
et	CCONJ	et
28	NUM	28
voir	VERB	voir
.	PUNCT	.
,	PUNCT	,
en	ADP	en
,	PUNCT	,
vos	DET	votre
le	DET	le
,	PUNCT	,
Et	CCONJ	et
ticket	NOUN	ticket
de	ADP	de
venez	VERB	venir
foot	NOUN	foot
Gabriel	PROPN	Gabriel
sa	DET	son
.	PUNCT	.
juke	NOUN	juke
à	ADP	à
faire	VERB	faire
serait	AUX	être
,	PUNCT	,
que	SCONJ	que
,	PUNCT	,
pour	ADP	pour
d'	ADP	de
partant	VERB	partir
sortant	NOUN	sortant
du	ADP	de
il	PRON	il
sortait	VERB	sortir
.	PUNCT	.
fit	VERB	faire
dit	VERB	dire
en	PRON	en
détour	CCONJ	détour
vraiment	ADV	vraiment
se	PRON	se
n'	ADV	n'
,	PUNCT	,
hôtel	NOUN	hôtel
il	PRON	il
Epsom	PROPN	Epsom
par	ADP	par
le	DET	le
un	DET	un
Patagonie	PROPN	Patagonie
le	DET	le
box	NOUN	box
En	ADP	en
Balto	PROPN	Balto
inférieure	ADJ	inférieur
,	PUNCT	,
-	NOUN	-
ce	PRON	ce
il	PRON	il
y	PRON	y
