hébétée	VERB	hébéter
.	PUNCT	.
alésé	ADJ	alésé
deuxième	ADJ	deuxième
,	PUNCT	,
ses	DET	son
que	SCONJ	que
a	VERB	avoir
Très	ADV	très
sortit	VERB	sortir
Il	PRON	il
mais	CCONJ	mais
de	ADP	de
et	CCONJ	et
son	DET	son
l'	DET	le
air	NOUN	air
il	PRON	il
,	PUNCT	,
ce	DET	ce
.45	NOUN	.45
verre	NOUN	verre
.	PUNCT	.
dit	VERB	dire
vodka	NOUN	vodka
un	DET	un
.	PUNCT	.
abord	NOUN	abord
faudra	VERB	falloir
pistolet	NOUN	pistolet
-elle	PRON	lui
fasses	NOUN	fasse
si	SCONJ	si
tu	SCONJ	tu
joli	ADJ	joli
moitié	NOUN	moitié
bien	ADV	bien
est	AUX	être
tu	SCONJ	tu
éclater	VERB	éclater
le	DET	le
cents	NOUN	cent
.	PUNCT	.
pas	ADV	pas
la	DET	le
pour	ADP	pour
deux	NUM	deux
attention	NOUN	attention
il	PRON	il
,	PUNCT	,
tu	SCONJ	tu
tiré	VERB	tirer
--	PUNCT	--
.	PUNCT	.
qu'	SCONJ	que
à	ADP	à
Mais	CCONJ	mais
ne	ADV	ne
Il	PRON	il
fait	VERB	faire
avec	ADP	avec
bien	ADV	bien
mm	NOUN	millimètre
entièrement	ADV	entièrement
para	ADJ	para
va	VERB	aller
pas	ADV	pas
il	PRON	il
,	PUNCT	,
ou	CCONJ	ou
Fais	NOUN	fai
Ensuite	ADV	ensuite
peux	VERB	pouvoir
j'	PRON	je
est	AUX	être
.	PUNCT	.
main	NOUN	main
garantir	VERB	garantir
.	PUNCT	.
cinq	NUM	cinq
ai	AUX	avoir
bout	NOUN	bout
cents	NOUN	cent
coups	NOUN	coup
marche	VERB	marche
9	NUM	9
de	ADP	de
.	PUNCT	.
au	ADP	au
le	DET	le
,	PUNCT	,
.	PUNCT	.
pour	ADP	pour
t'	PRON	te
,	PUNCT	,
Oh	PROPN	Oh
remercie	VERB	remercier
il	PRON	il
,	PUNCT	,
Ivy	PROPN	Ivy
.	PUNCT	.
je	PRON	je
monté	VERB	monter
ma	DET	mon
.	PUNCT	.
admirer	VERB	admirer
enchanté	VERB	enchanter
Lajos	PROPN	Lajos
tirer	VERB	tirer
pour	ADP	pour
suis	AUX	être
et	CCONJ	et
Farakhan	PROPN	Farakhan
est	AUX	être
,	PUNCT	,
avait	AUX	avoir
soulevé	VERB	soulever
Entre-temps	ADV	entre-temps
En	ADP	en
--	PUNCT	--
refermé	VERB	refermer
collection	NOUN	collection
Je	PRON	je
tout	DET	tout
c'	PRON	ce
sac	NOUN	sac
pas	ADV	pas
aime	ADJ	aim
vraiment	ADV	vraiment
Bah	PROPN	Bah
cas	NOUN	cas
Je	PRON	je
,	PUNCT	,
fit	NOUN	fit
.	PUNCT	.
dit	VERB	dire
te	VERB	te
était	AUX	être
.	PUNCT	.
la	DET	le
premier	ADJ	premier
Samuel	PROPN	Samuel
année	NOUN	année
femme	NOUN	femme
.	PUNCT	.
au	ADP	au
tour	NOUN	tour
Alexandre	VERB	alexandre
la	DET	le
à	ADP	à
la	DET	le
Ivy	PROPN	Ivy
,	PUNCT	,
bagage	NOUN	bagage
C'	PRON	ce
Ivy	PROPN	Ivy
janvier	NOUN	janvier
La	DET	le
la	DET	le
pour	ADP	pour
le	DET	le
d'	ADP	de
mettre	VERB	mettre
préparée	VERB	préparer
le	DET	le
Divine	NOUN	divine
Comédiedans	PROPN	Comédiedans
était	AUX	être
est	AUX	être
Farakhan	PROPN	Farakhan
française	ADJ	français
dans	ADP	dans
jeune	ADJ	jeune
préparée	VERB	préparer
chambre	NOUN	chambre
traduction	NOUN	traduction
Chaque	DET	chaque
.	PUNCT	.
1er	ADJ	premier
offrit	VERB	offrir
pour	ADP	pour
À	ADP	à
un	DET	un
cadeau	NOUN	cadeau
chambre	NOUN	chambre
étage	NOUN	étage
son	DET	son
Masseron	PROPN	Masseron
.	PUNCT	.
romans	NOUN	roman
Ivy	PROPN	Ivy
lire	VERB	lire
un	DET	un
aux	ADP	à
à	ADP	à
car	CCONJ	car
le	DET	le
revues	NOUN	revue
.	PUNCT	.
qu'	SCONJ	que
elle	PRON	lui
et	CCONJ	et
et	CCONJ	et
l'	DET	le
œuvres	NOUN	œuvre
offre	VERB	offrir
l'	DET	le
et	CCONJ	et
livre	NOUN	livre
Farakhan	PROPN	Farakhan
elle	PRON	lui
les	DET	le
savait	VERB	savoir
année	NOUN	année
guère	ADV	guère
préfère	VERB	préférer
les	DET	le
littéraires	ADJ	littéraire
1er	ADJ	premier
dans	ADP	dans
et	CCONJ	et
italien	NOUN	italien
rechigne	VERB	rechigne
janvier	NOUN	janvier
Chaque	DET	chaque
policiers	NOUN	policier
Ivy	PROPN	Ivy
grandes	ADJ	grand
a	VERB	avoir
l'	DET	le
,	PUNCT	,
tacite	ADJ	tacite
année	NOUN	année
bien	ADV	bien
le	DET	le
ne	ADV	ne
de	ADP	de
illustrées	VERB	illustrer
obligation	NOUN	obligation
.	PUNCT	.
comic	NOUN	comic
.	PUNCT	.
ils	PRON	il
une	DET	un
,	PUNCT	,
les	DET	le
éducation	NOUN	éducation
:	PUNCT	:
dit	VERB	dire
c'	PRON	ce
est	VERB	être
,	PUNCT	,
n'	ADV	n'
lui	PRON	lui
institutionnelle	ADJ	institutionnel
1946	NUM	1946
se	PRON	se
il	PRON	il
se	PRON	se
janvier	NOUN	janvier
qu'	SCONJ	que
dit	VERB	dire
.	PUNCT	.
1er	ADJ	premier
Farakhan	PROPN	Farakhan
était	AUX	être
question	NOUN	question
qu'	SCONJ	que
mis	VERB	mettre
Mais	CCONJ	mais
a	AUX	avoir
a	AUX	avoir
d'	ADP	de
d'	ADP	de
le	DET	le
Farakhan	PROPN	Farakhan
lorsqu'	SCONJ	lorsque
éducation	NOUN	éducation
il	PRON	il
à	ADP	à
accord	NOUN	accord
de	ADP	de
ce	DET	ce
moment	NOUN	moment
sont	AUX	être
books	ADJ	book
son	DET	son
Vous	PRON	vous
chargeait	VERB	charger
Vous	PRON	vous
pas	ADV	pas
C'	PRON	ce
Ce	PRON	ce
école	NOUN	école
nuire	VERB	nuire
aviez	VERB	avoir
.	PUNCT	.
années	NOUN	année
révéler	VERB	révéler
envoie	VERB	envoyer
dans	ADP	dans
c'	PRON	ce
Je	PRON	je
menaçant	VERB	menacer
je	PRON	je
me	PRON	me
me	PRON	me
en	ADP	en
que	PRON	que
pour	ADP	pour
est	AUX	être
quelques	DET	quelque
tort	ADV	tort
homosexualité	NOUN	homosexualité
en	ADP	en
Suisse	PROPN	Suisse
.	PUNCT	.
connais	VERB	connaître
vous	PRON	vous
est	VERB	être
passerez	VERB	passer
de	ADP	de
une	DET	un
propose	VERB	propose
mon	DET	mon
y	PRON	y
.	PUNCT	.
que	PRON	que
de	ADP	de
que	SCONJ	que
,	PUNCT	,
de	ADP	de
je	PRON	je
vous	PRON	vous
je	PRON	je
complètement	ADV	complètement
couverture	NOUN	couverture
.	PUNCT	.
servir	VERB	servir
Mais	CCONJ	mais
bientôt	ADV	bientôt
quinze	NUM	quinze
voir	VERB	voir
fera	VERB	faire
viendrez	VERB	venir
vais	VERB	aller
de	ADP	de
verra	ADJ	verra
les	DET	le
une	DET	un
chose	NOUN	chose
sois	AUX	être
caprice	NOUN	caprice
et	CCONJ	et
,	PUNCT	,
Vous	PRON	vous
d'	ADP	de
mon	DET	mon
aux	ADP	à
.	PUNCT	.
le	DET	le
y	PRON	y
en	ADP	en
armées	ADJ	armé
Angleterre	PROPN	Angleterre
milieu	NOUN	milieu
.	PUNCT	.
dans	ADP	dans
.	PUNCT	.
ans	NOUN	an
on	PRON	on
quitter	VERB	quitter
qui	PRON	qui
Que	SCONJ	que
forces	NOUN	force
enfin	ADV	enfin
me	PRON	me
sourciller	VERB	sourciller
protecteur	NOUN	protecteur
,	PUNCT	,
je	PRON	je
jeune	ADJ	jeune
c'	PRON	ce
est	AUX	être
vacances	NOUN	vacance
rentrer	VERB	rentrer
fille	NOUN	fille
un	DET	un
une	DET	un
.	PUNCT	.
plus	ADV	plus
femmes	NOUN	femme
de	ADP	de
en	ADP	en
l'	DET	le
bien	ADV	bien
jeunes	ADJ	jeune
l'	DET	le
.	PUNCT	.
--	PUNCT	--
Une	DET	un
surtout	ADV	surtout
.	PUNCT	.
amours	NOUN	amour
,	PUNCT	,
trouver	VERB	trouver
d'	ADP	de
dit	VERB	dire
certains	PRON	certains
y	PRON	y
mon	DET	mon
comme	ADP	comme
que	SCONJ	que
croira	VERB	croire
des	DET	un
Ivory	PROPN	Ivory
Pearl	PROPN	Pearl
a	AUX	avoir
mes	DET	mon
de	ADP	de
serait	AUX	être
anti-physiques	ADJ	anti-physique
école	NOUN	école
comportements	NOUN	comportement
On	PRON	on
Ce	PRON	ce
explication	NOUN	explication
Suisse	PROPN	Suisse
manque	NOUN	manque
mon	DET	mon
,	PUNCT	,
pour	ADP	pour
âge	NOUN	âge
.	PUNCT	.
de	ADP	de
acceptable	ADJ	acceptable
les	DET	le
orphelinat	NOUN	orphelinat
inclination	NOUN	inclination
sur	ADP	sur
plusieurs	DET	plusieurs
la	DET	le
était	AUX	être
d'	DET	d'
l'	DET	le
Depuis	ADP	depuis
À	ADP	à
au	ADP	au
,	PUNCT	,
a	AUX	avoir
fui	VERB	fuir
les	DET	le
où	PRON	où
parlent	VERB	parler
enfants	NOUN	enfant
que	SCONJ	que
envahi	VERB	envahir
Ils	PRON	il
dans	ADP	dans
appris	VERB	apprendre
Allemands	NOUN	allemand
jusqu'	ADP	jusque
qu'	PRON	qu'
a	AUX	avoir
ils	PRON	il
ont	AUX	avoir
vécu	VERB	vivre
.	PUNCT	.
orphelinat	NOUN	orphelinat
faveur	NOUN	faveur
pays	NOUN	pays
ensemble	ADJ	ensembl
avec	ADP	avec
répugnant	VERB	répugner
Farakhan	PROPN	Farakhan
le	DET	le
adolescente	NOUN	adolescent
autres	ADJ	autre
ont	AUX	avoir
du	ADP	de
lorsque	SCONJ	lorsque
France	PROPN	France
chaos	NOUN	chaos
elle	PRON	lui
un	DET	un
jours	NOUN	jour
.	PUNCT	.
moment	NOUN	moment
la	DET	le
l'	DET	le
très	ADV	très
l'	DET	le
a	AUX	avoir
surnommée	VERB	surnommer
Lenoir	PROPN	Lenoir
la	DET	le
pendant	ADP	pendant
fait	AUX	faire
bonnes	NOUN	bonne
et	CCONJ	et
l'	PRON	l'
britanniques	NOUN	britannique
Perle	PROPN	Perle
que	SCONJ	que
,	PUNCT	,
Marie	PROPN	Marie
ont	AUX	avoir
le	DET	le
été	AUX	être
appelée	VERB	appeler
qui	PRON	qui
qui	PRON	qui
fille	NOUN	fille
ont	AUX	avoir
,	PUNCT	,
procédé	NOUN	procédé
de	ADP	de
selon	ADP	selon
par	ADP	par
avance	NOUN	avance
rimé	NOUN	rimé
les	DET	le
ont	AUX	avoir
des	DET	un
sœurs	NOUN	sœur
argot	NOUN	argot
,	PUNCT	,
Ivory	PROPN	Ivory
l'	PRON	l'
de	ADP	de
fantassins	NOUN	fantassin
avec	ADP	avec
1944	NUM	1944
,	PUNCT	,
recueillie	VERB	recueillir
jeune	ADJ	jeune
eux	PRON	lui
dire	VERB	dire
emmenée	VERB	emmener
est	AUX	être
ivoire	NOUN	ivoire
une	DET	un
Assez	ADV	assez
avec	ADP	avec
girl	NOUN	girl
d'	ADP	de
qu'	SCONJ	que
on	PRON	on
qu'	SCONJ	que
transporter	VERB	transporter
une	DET	un
Ivory	PROPN	Ivory
vu	VERB	voir
»	PUNCT	»
,	PUNCT	,
avec	ADP	avec
.	PUNCT	.
enfin	ADV	enfin
vite	ADV	vite
rime	VERB	rime
en	ADP	en
,	PUNCT	,
«	NOUN	«
Pearl	PROPN	Pearl
fille	NOUN	fille
,	PUNCT	,
c'	PRON	ce
mais	CCONJ	mais
ont	AUX	avoir
unité	NOUN	unité
guerre	NOUN	guerre
parce	SCONJ	parce
fillette	NOUN	fillette
encore	ADV	encore
Ivory	PROPN	Ivory
la	DET	le
.	PUNCT	.
soi	ADV	soi
Ivy	PROPN	Ivy
combattante	ADJ	combattant
abrégé	ADJ	abréger
trouve	VERB	trouve
ait	AUX	avoir
pu	VERB	pouvoir
ils	PRON	il
pour	ADP	pour
insensé	ADJ	insensé
a	AUX	avoir
Farakhan	PROPN	Farakhan
férus	ADJ	féru
pires	NOUN	pire
elle	PRON	lui
séparer	VERB	séparer
,	PUNCT	,
fin	NOUN	fin
de	DET	de
où	PRON	où
photographies	NOUN	photographie
petite	ADJ	petit
de	ADP	de
petits	ADJ	petit
infanterie	NOUN	infanterie
elle	PRON	lui
ailleurs	ADV	ailleurs
en	ADP	en
la	DET	le
elle	PRON	lui
à	ADP	à
de	ADP	de
à	ADP	à
anglaise	ADJ	anglais
des	ADP	de
.	PUNCT	.
dû	VERB	devoir
D'	ADP	de
des	DET	un
militaires	NOUN	militaire
vendant	VERB	vendre
amis	NOUN	ami
vit	VERB	voir
souvenirs	NOUN	souvenir
la	DET	le
trafics	NOUN	trafic
de	ADP	de
a	AUX	avoir
de	ADP	de
se	PRON	se
et	CCONJ	et
et	CCONJ	et
de	ADP	de
l'	DET	le
gagné	VERB	gagner
rapines	NOUN	rapine
et	CCONJ	et
ses	DET	son
extravagances	NOUN	extravagance
Berlin	PROPN	Berlin
qu'	PRON	qu'
a	AUX	avoir
un	DET	un
et	CCONJ	et
grâce	NOUN	grâce
a	VERB	avoir
elle	PRON	lui
.	PUNCT	.
prend	VERB	prendre
,	PUNCT	,
un	DET	un
de	ADP	de
la	DET	le
pellicule	NOUN	pellicule
pris	VERB	prendre
Mercedes	NOUN	mercede
le	DET	le
récupérés	VERB	récupérer
tirer	VERB	tirer
pendant	ADP	pendant
le	DET	le
aussi	ADV	aussi
et	CCONJ	et
en	ADP	en
dans	ADP	dans
elle	PRON	lui
développer	VERB	développer
trouve	VERB	trouve
cadavre	NOUN	cadavre
d'	ADP	de
sur	ADP	sur
réserve	NOUN	réserve
au	DET	au
,	PUNCT	,
moyen	NOUN	moyen
qu'	PRON	qu'
de	ADP	de
faire	AUX	faire
officier	NOUN	officier
Elle	PRON	lui
a	AUX	avoir
1945	NUM	1945
Leica	PROPN	Leica
clichés	NOUN	cliché
avance	NOUN	avance
et	CCONJ	et
à	ADP	à
une	DET	un
qu'	SCONJ	que
finale	ADJ	final
véhicule	NOUN	véhicule
l'	DET	le
Suisse	PROPN	Suisse
d'	ADP	de
dilection	NOUN	dilection
devenir	VERB	devenir
Farakhan	PROPN	Farakhan
Elle	PRON	lui
criblé	VERB	cribler
une	DET	un
à	ADP	à
un	DET	un
de	ADP	de
cadavres	NOUN	cadavre
de	ADP	de
toutes	ADJ	tout
mm	NOUN	millimètre
qu'	SCONJ	que
.	PUNCT	.
Capa	PROPN	Capa
l'	DET	le
photographe	ADJ	photograph
maraude	NOUN	maraude
rencontrer	VERB	rencontrer
enseigner	VERB	enseigner
de	ADP	de
en	ADP	en
20	NUM	20
école	NOUN	école
en	ADP	en
à	ADP	à
.	PUNCT	.
horrible	ADJ	horrible
pourra	VERB	pouvoir
par	ADP	par
.	PUNCT	.
Elle	PRON	lui
Mosquito	NOUN	mosquito
on	PRON	on
veut	VERB	vouloir
dit	VERB	dire
Robert	PROPN	Robert
pour	ADP	pour
rêve	VERB	rêve
Elle	PRON	lui
les	DET	le
photographies	NOUN	photographie
professionnelle	ADJ	professionnel
impacts	NOUN	impact
a	VERB	avoir
Ivy	PROPN	Ivy
.	PUNCT	.
et	CCONJ	et
finesses	NOUN	finesse
les	DET	le
qui	PRON	qui
sports	NOUN	sport
éducation	NOUN	éducation
les	DET	le
et	CCONJ	et
le	DET	le
Au	ADP	au
étrangères	ADJ	étranger
,	PUNCT	,
,	PUNCT	,
,	PUNCT	,
professionnelle	ADJ	professionnel
l'	DET	le
l'	DET	le
lettres	NOUN	lettre
et	CCONJ	et
convient	VERB	convier
recevra	VERB	recevoir
dans	ADP	dans
elle	PRON	lui
la	DET	le
elle	PRON	lui
photographie	NOUN	photographie
le	DET	le
tennis	NOUN	tennis
équitation	NOUN	équitation
une	DET	un
sciences	NOUN	science
si	SCONJ	si
.	PUNCT	.
les	DET	le
jeune	ADJ	jeune
reste	VERB	reste
,	PUNCT	,
générale	ADJ	général
,	PUNCT	,
les	DET	le
,	PUNCT	,
fille	NOUN	fille
les	DET	le
les	DET	le
langues	ADJ	langue
à	ADP	à
de	ADP	de
arts	NOUN	art
souhaite	NOUN	souhaite
et	CCONJ	et
,	PUNCT	,
golf	NOUN	golf
c'	PRON	ce
:	PUNCT	:
ans	NOUN	an
Farakhan	PROPN	Farakhan
le	DET	le
,	PUNCT	,
peinture	NOUN	peinture
sont	AUX	être
Vous	PRON	vous
aurez	VERB	avoir
,	PUNCT	,
de	ADP	de
activités	NOUN	activité
serez	VERB	être
.	PUNCT	.
l'	DET	le
jeune	ADJ	jeune
Dans	ADP	dans
»	PUNCT	»
vous	PRON	vous
de	ADP	de
d'	DET	d'
optionnelles	ADJ	optionnel
autres	ADJ	autre
fille	NOUN	fille
accomplie	VERB	accomplir
une	DET	un
ou	CCONJ	ou
est	AUX	être
causer	VERB	causer
qui	PRON	qui
dix-huit	ADJ	dix-huit
quatre	NUM	quatre
«	VERB	«
sachant	VERB	savoir
dit	VERB	dire
et	CCONJ	et
passerez	VERB	passer
très	ADV	très
ans	NOUN	an
du	ADP	de
facile	ADJ	facile
.	PUNCT	.
trois	PRON	trois
et	CCONJ	et
baccalauréat	NOUN	baccalauréat
ou	CCONJ	ou
examen	NOUN	examen
passerez	VERB	passer
,	PUNCT	,
intendante	NOUN	intendant
moi	PRON	moi
,	PUNCT	,
prendrai	VERB	prendre
musique	NOUN	musique
une	DET	un
de	ADP	de
une	DET	un
ornement	NOUN	ornement
.	PUNCT	.
fortune	ADJ	fortun
penchants	NOUN	penchant
commander	VERB	commander
j'	PRON	je
vous	PRON	vous
propriétés	NOUN	propriété
dit	VERB	dire
.	PUNCT	.
Je	PRON	je
et	CCONJ	et
objet	NOUN	objet
aussi	ADV	aussi
.	PUNCT	.
bien	ADV	bien
,	PUNCT	,
vous	PRON	vous
ai	AUX	avoir
possède	VERB	posséder
aussi	ADV	aussi
l'	DET	le
à	ADP	à
Et	CCONJ	et
une	DET	un
maison	NOUN	maison
pour	ADP	pour
avec	ADP	avec
comme	SCONJ	comme
diverses	ADJ	divers
bien	ADV	bien
certaine	NOUN	certaine
Vous	PRON	vous
qu'	SCONJ	que
un	DET	un
Je	PRON	je
sachant	VERB	savoir
serez	VERB	être
mes	DET	mon
.	PUNCT	.
orphelinat	NOUN	orphelinat
Qu'	PRON	qu'
elle	PRON	lui
de	ADP	de
:	PUNCT	:
est	AUX	être
.	PUNCT	.
qu'	SCONJ	que
tout	ADV	tout
médite	NOUN	médite
.	PUNCT	.
Elle	PRON	lui
brossé	VERB	brosser
même	ADV	même
?	PUNCT	?
sera	AUX	être
il	PRON	il
est	AUX	être
différent	ADV	différent
répondre	VERB	répondre
qu'	SCONJ	que
par	ADP	par
sera	AUX	être
pensez	VERB	penser
dit	VERB	dire
-vous	PRON	vous
de	ADP	de
l'	DET	le
très	ADV	très
que	SCONJ	que
redoute	VERB	redoute
ce	PRON	ce
Ivy	PROPN	Ivy
dit	VERB	dire
le	DET	le
puis	CCONJ	puis
;	PUNCT	;
difficile	ADJ	difficile
Ce	PRON	ce
Farakhan	PROPN	Farakhan
des	DET	un
tableau	NOUN	tableau
idyllique	ADJ	idyllique
inconvénients	NOUN	inconvénient
inattendus	VERB	inattendus
,	PUNCT	,
en	PRON	en
mais	CCONJ	mais
de	ADP	de
presque	ADV	presque
d'	ADP	de
l'	DET	le
écoulés	VERB	écouler
.	PUNCT	.
de	ADP	de
affirme	VERB	affirme
comme	ADP	comme
jours	NOUN	jour
son	DET	son
ferai	VERB	faire
l'	PRON	l'
a	AUX	avoir
yeux	NOUN	oeil
,	PUNCT	,
Je	PRON	je
laisser	VERB	laisser
,	PUNCT	,
Au	ADP	au
occuper	VERB	occuper
L'	DET	le
Capa	PROPN	Capa
noirs	ADJ	noir
de	ADP	de
.	PUNCT	.
Robert	PROPN	Robert
--	PUNCT	--
un	DET	un
peu	ADV	peu
s'	PRON	se
ouvre	VERB	ouvrir
,	PUNCT	,
et	CCONJ	et
vous	PRON	vous
convaincue	VERB	convaincre
grands	ADJ	grand
rencontrer	VERB	rencontrer
elle	PRON	lui
Farakhan	PROPN	Farakhan
le	PRON	le
.	PUNCT	.
le	DET	le
ses	DET	son
des	ADP	de
Flight	NOUN	flight
Lieutenant	PROPN	Lieutenant
adolescente	NOUN	adolescent
orphelinat	NOUN	orphelinat
quelques	DET	quelque
apparence	NOUN	apparence
cours	NOUN	cours
Robert	PROPN	Robert
sorte	NOUN	sorte
grand	ADJ	grand
pantalon	NOUN	pantalon
dit	VERB	dire
porte	VERB	porte
de	ADP	de
trop	ADV	trop
est	AUX	être
les	DET	le
trois-quarts	NOUN	trois-quarts
.	PUNCT	.
taille	NOUN	taille
facile	ADJ	facile
elle	PRON	lui
Oui	ADV	oui
et	CCONJ	et
encore	ADV	encore
je	PRON	je
et	CCONJ	et
courts	ADJ	court
,	PUNCT	,
C'	PRON	ce
à	ADP	à
très	ADV	très
présent	ADJ	présent
peux	VERB	pouvoir
connaître	VERB	connaître
,	PUNCT	,
chandail	NOUN	chandail
en	ADP	en
.	PUNCT	.
a	VERB	avoir
Farakhan	PROPN	Farakhan
à	ADP	à
cheveux	ADJ	cheveux
Capa	PROPN	Capa
un	DET	un
:	PUNCT	:
quoique	ADJ	quoiqu
guise	ADJ	guis
sa	DET	son
blouson	NOUN	blouson
de	ADP	de
manteau	NOUN	manteau
un	DET	un
qu'	SCONJ	que
bien	ADV	bien
très	ADV	très
un	DET	un
Il	PRON	il
La	DET	le
ils	PRON	il
du	ADP	de
comme	ADP	comme
aux	ADP	à
.	PUNCT	.
pourquoi	ADV	pourquoi
des	DET	un
.	PUNCT	.
homme	NOUN	homme
du	ADP	de
rencontrent	VERB	rencontrer
qui	PRON	qui
en	ADP	en
peut	VERB	pouvoir
accessibles	ADJ	accessible
vedettes	NOUN	vedette
une	DET	un
monde	NOUN	monde
sont	AUX	être
jamais	ADV	jamais
connaître	VERB	connaître
est	AUX	être
vedettes	NOUN	vedette
divisée	VERB	diviser
vedette	NOUN	vedette
.	PUNCT	.
rencontrer	VERB	rencontrer
Les	DET	le
les	PRON	le
de	ADP	de
classes	NOUN	classe
monde	NOUN	monde
pauvres	NOUN	pauvre
Les	DET	le
suffit	VERB	suffire
gens	NOUN	gens
moi	PRON	moi
les	DET	le
adulent	VERB	aduler
ne	ADV	ne
c'	PRON	ce
.	PUNCT	.
Un	DET	un
.	PUNCT	.
société	NOUN	société
est	VERB	être
gens	NOUN	gens
et	CCONJ	et
en	ADP	en
d'	DET	d'
sociale	ADJ	social
Et	CCONJ	et
c'	PRON	ce
vraiment	ADV	vraiment
connaissent	VERB	connaître
classe	NOUN	classe
.	PUNCT	.
C'	PRON	ce
imaginer	VERB	imaginer
ce	PRON	ce
école	NOUN	école
Il	PRON	il
...	PUNCT	...
.	PUNCT	.
,	PUNCT	,
,	PUNCT	,
ne	ADV	ne
si	SCONJ	si
facile	ADJ	facile
en	ADP	en
cause	NOUN	cause
gens	NOUN	gens
très	ADV	très
qui	PRON	qui
pouvez	VERB	pouvoir
décider	VERB	décider
Vous	PRON	vous
allez	VERB	aller
.	PUNCT	.
de	ADP	de
etc.	ADV	etc.
que	PRON	que
dans	ADP	dans
est	AUX	être
connaissance	NOUN	connaissance
.	PUNCT	.
est	VERB	être
Suisse	PROPN	Suisse
Vous	PRON	vous
cette	DET	ce
changerez	VERB	changer
ne	ADV	ne
pouvez	VERB	pouvoir
vous	PRON	vous
autres	ADJ	autre
de	ADP	de
(	PUNCT	(
vous	PRON	vous
saisir	VERB	saisir
une	DET	un
qui	PRON	qui
Chine	PROPN	Chine
toutes	ADJ	tout
laque	NOUN	laque
allume	VERB	allume
occasions	NOUN	occasion
certitude	NOUN	certitude
recouvert	VERB	recouvrir
Rarement	NOUN	rarement
on	PRON	on
pourtant	ADV	pourtant
Mais	CCONJ	mais
un	DET	un
connaissances	NOUN	connaissance
de	ADP	de
vie	NOUN	vie
il	PRON	il
.	PUNCT	.
et	CCONJ	et
.	PUNCT	.
avec	ADP	avec
s	NOUN	s
or	NOUN	or
avec	ADP	avec
faudrait	VERB	falloir
pour	ADP	pour
qu'	PRON	qu'
Il	PRON	il
ne	ADV	ne
occasion	NOUN	occasion
briquet	NOUN	briquet
a	VERB	avoir
faut	VERB	falloir
d'	ADP	de
une	DET	un
de	ADP	de
les	DET	le
La	DET	le
reviendront	VERB	revenir
décider	VERB	décider
faite	VERB	faire
pas	ADV	pas
.	PUNCT	.
)	PUNCT	)
Player'	DET	player'
d'	ADP	de
.	PUNCT	.
est	AUX	être
espèce	NOUN	espèce
avez-	PROPN	avez-
ramasser	VERB	ramasser
faim	NOUN	faim
.	PUNCT	.
crever	VERB	crever
qu'	SCONJ	que
ferez	VERB	faire
change	VERB	changer
liberté	NOUN	liberté
dans	ADP	dans
un	DET	un
jusqu'	ADP	jusque
--	PUNCT	--
?	PUNCT	?
J'	PRON	je
de	ADP	de
où	PRON	où
peur	NOUN	peur
dans	ADP	dans
liberté	NOUN	liberté
au	ADP	au
me	PRON	me
à	ADP	à
La	DET	le
perdre	VERB	perdre
que	SCONJ	que
votre	DET	votre
ai	AUX	avoir
ville	NOUN	ville
et	CCONJ	et
école	NOUN	école
Votre	DET	votre
orphelinat	NOUN	orphelinat
en	ADP	en
?	PUNCT	?
d'	ADP	de
de	ADP	de
--	PUNCT	--
moment	NOUN	moment
renvoyer	VERB	renvoyer
ruines	ADJ	ruine
vous	PRON	vous
en	ADP	en
France	PROPN	France
une	DET	un
vous	PRON	vous
vous	PRON	vous
.	PUNCT	.
inévitablement	VERB	inévitablemer
encore	ADV	encore
étendra	VERB	étendre
dit	VERB	dire
je	PRON	je
bon	ADJ	bon
caractère	NOUN	caractère
Elle	PRON	lui
,	PUNCT	,
c'	PRON	ce
.	PUNCT	.
.	PUNCT	.
C'	PRON	ce
déjà	ADV	déjà
alors	ADV	alors
dit	VERB	dire
Je	PRON	je
votre	DET	votre
--	PUNCT	--
.	PUNCT	.
crois	VERB	croire
à	ADP	à
formé	VERB	former
et	CCONJ	et
capacités	NOUN	capacité
quant	ADV	quant
,	PUNCT	,
On	PRON	on
échange	VERB	échanger
marche	VERB	marche
qu'	SCONJ	que
Ivy	PROPN	Ivy
propos	NOUN	propos
Farakhan	PROPN	Farakhan
est	AUX	être
il	PRON	il
Mais	CCONJ	mais
quelques	DET	quelque
,	PUNCT	,
.	PUNCT	.
.	PUNCT	.
après	ADP	après
est	AUX	être
est	AUX	être
un	DET	un
instant	NOUN	instant
bien	ADV	bien
vos	DET	votre
bon	ADJ	bon
est	VERB	être
C'	PRON	ce
scolaire	ADJ	scolaire
il	PRON	il
Ivy	PROPN	Ivy
pour	ADP	pour
milieu	NOUN	milieu
1er	ADJ	premier
qu'	SCONJ	que
puis	CCONJ	puis
école	NOUN	école
se	PRON	se
,	PUNCT	,
au	ADP	au
qu'	SCONJ	que
Suisse	PROPN	Suisse
qu'	SCONJ	que
deuxième	ADJ	deuxième
le	DET	le
de	ADP	de
de	ADP	de
l'	DET	le
année	NOUN	année
on	PRON	on
cette	DET	ce
proclamé	VERB	proclamer
chaque	DET	chaque
solennellement	VERB	solennellemer
l'	DET	le
année	NOUN	année
trimestre	NOUN	trimestre
de	ADP	de
est	AUX	être
dans	ADP	dans
on	PRON	on
beau	NOUN	beau
l'	DET	le
retrouvera	VERB	retrouver
,	PUNCT	,
janvier	NOUN	janvier
