miroirs	NOUN	miroir
socialistes	NOUN	socialiste
le	DET	le
on	PRON	on
,	PUNCT	,
de	ADP	de
et	CCONJ	et
1936	NUM	1936
.	PUNCT	.
Les	DET	le
tellement	ADV	tellement
de	ADP	de
qui	PRON	qui
eux	PRON	lui
le	DET	le
cela	PRON	cela
radicaux	NOUN	radical
populaire	ADJ	populaire
,	PUNCT	,
composé	VERB	composer
avait	AUX	avoir
peut	VERB	pouvoir
gravitait	VERB	graviter
.	PUNCT	.
,	PUNCT	,
autour	ADV	autour
des	ADP	de
et	CCONJ	et
élections	NOUN	élection
dans	ADP	dans
leur	DET	leur
imaginer	VERB	imaginer
loin	ADV	loin
avaient	AUX	avoir
et	CCONJ	et
ai	AUX	avoir
pas	ADV	pas
je	PRON	je
,	PUNCT	,
contradiction	NOUN	contradiction
un	DET	un
d'	ADP	de
il	PRON	il
ne	ADV	ne
à	ADP	à
ton	NOUN	ton
sans	ADP	sans
.	PUNCT	.
,	PUNCT	,
dans	ADP	dans
n'	ADV	n'
déjà	ADV	déjà
Emmeline	NOUN	emmeline
la	DET	le
Sur	ADP	sur
la	DET	le
.	PUNCT	.
chose	NOUN	chose
allait	VERB	aller
pas	ADV	pas
Cela	PRON	cela
,	PUNCT	,
dans	ADP	dans
.	PUNCT	.
excès	NOUN	excès
faudrait	VERB	falloir
donnait	NUM	donner
émotion	NOUN	émotion
)	PUNCT	)
l'	PRON	l'
exagérer	VERB	exagérer
fois	NOUN	fois
le	DET	le
volontiers	NOUN	volontier
esprit	NOUN	esprit
social	NOUN	social
(	PUNCT	(
dit	VERB	dire
pris	VERB	prendre
de	ADP	de
petit	ADJ	petit
l'	DET	le
se	PRON	se
qui	PRON	qui
mieux	ADV	mieux
énonçait	VERB	énoncer
mesures	NOUN	mesure
,	PUNCT	,
raisonnable	ADJ	raisonnable
auraient	AUX	avoir
plume	NOUN	plume
,	PUNCT	,
-	PRON	-
mêmes	PRON	même
l'	PRON	l'
chapeau	NOUN	chapeau
grande	ADJ	grand
le	DET	le
dames	NOUN	dame
volé	VERB	voler
populaire	ADJ	populaire
que	SCONJ	que
ces	DET	ce
avaient	AUX	avoir
la	DET	le
à	ADP	à
beaucoup	ADV	beaucoup
sa	DET	son
allait	VERB	aller
maintenant	ADV	maintenant
Front	PROPN	Front
gouvernements	NOUN	gouvernement
fait	VERB	faire
«	VERB	«
satisfaction	NOUN	satisfaction
ces	DET	ce
précédents	ADJ	précédent
agaçait	VERB	agacer
mettre	VERB	mettre
elle	PRON	lui
dont	PRON	dont
pas	ADV	pas
de	ADP	de
ne	ADV	ne
qu'	SCONJ	que
prendre	VERB	prendre
eux	PRON	lui
les	DET	le
,	PUNCT	,
ils	PRON	il
au	ADP	au
et	CCONJ	et
considérait	VERB	considérer
.	PUNCT	.
républicains	ADJ	républicain
partis	NOUN	parti
mésestime	NOUN	mésestime
que	SCONJ	que
»	PUNCT	»
)	PUNCT	)
était	AUX	être
,	PUNCT	,
dans	ADP	dans
la	DET	le
de	ADP	de
Schubert	NOUN	schubert
son	DET	son
,	PUNCT	,
constater	VERB	constater
également	ADV	également
ces	DET	ce
de	ADP	de
de	ADP	de
droite	NOUN	droite
cela	PRON	cela
,	PUNCT	,
obligé	ADJ	obliger
de	ADP	de
conditions	NOUN	condition
,	PUNCT	,
dans	ADP	dans
et	CCONJ	et
,	PUNCT	,
tout	ADJ	tout
côté	NOUN	côté
même	ADJ	même
les	DET	le
bien	ADV	bien
que	SCONJ	que
les	DET	le
et	CCONJ	et
étaient	AUX	être
les	DET	le
partis	NOUN	parti
ou	CCONJ	ou
tenait	VERB	tenir
tous	ADJ	tout
gauche	NOUN	gauche
Cédric	PROPN	Cédric
inégalement	ADV	inégalement
«	PUNCT	«
(	PUNCT	(
curieusement	VERB	curieusemer
Berchou	PROPN	Berchou
il	PRON	il
coulisses	NOUN	coulisse
,	PUNCT	,
dans	ADP	dans
et	CCONJ	et
lequel	PRON	lequel
communiste	ADJ	communiste
avait	AUX	avoir
,	PUNCT	,
pas	ADV	pas
S'	SCONJ	s'
«	PUNCT	«
qu'	PRON	qu'
révérence	NOUN	révérence
expéditions	NOUN	expédition
avait	VERB	avoir
c'	PRON	ce
des	ADP	de
ses	DET	son
il	PRON	il
parti	NOUN	parti
,	PUNCT	,
de	ADP	de
expression	NOUN	expression
était	AUX	être
,	PUNCT	,
,	PUNCT	,
-	PUNCT	-
nourrissait	VERB	nourrir
le	DET	le
il	PRON	il
beaucoup	ADV	beaucoup
Caumartin	PROPN	Caumartin
ramenée	VERB	ramener
,	PUNCT	,
les	DET	le
de	ADP	de
y	PRON	y
un	DET	un
.	PUNCT	.
parti	NOUN	parti
peu	ADV	peu
plus	ADV	plus
Folies	NOUN	folie
»	PROPN	»
pour	ADP	pour
.	PUNCT	.
un	DET	un
socialistes	NOUN	socialiste
,	PUNCT	,
,	PUNCT	,
-il	PRON	il
sur	ADP	sur
,	PUNCT	,
Eux	PROPN	Eux
lui	PRON	lui
au	ADP	au
ce	PRON	ce
s'	PRON	se
était	AUX	être
savoir	VERB	savoir
,	PUNCT	,
ils	PRON	il
théorie	NOUN	théorie
»	PUNCT	»
Le	DET	le
qu'	SCONJ	que
avec	ADP	avec
veulent	VERB	vouloir
lui-même	PRON	lui-même
C.G.T.	NOUN	c.g.t.
moins	ADV	moins
ils	PRON	il
,	PUNCT	,
avec	ADP	avec
les	DET	le
ingénieuse	ADJ	ingénieux
air	NOUN	air
pour	ADP	pour
la	DET	le
savent	VERB	savoir
rabattu	VERB	rabattre
de	ADP	de
qu'	PRON	qu'
et	CCONJ	et
disait	VERB	dire
cette	DET	ce
.	PUNCT	.
se	PRON	se
le	PRON	le
Ricou	PROPN	Ricou
réconforter	VERB	réconforter
,	PUNCT	,
l'	DET	le
au	ADP	au
,	PUNCT	,
pouvoir	NOUN	pouvoir
père	NOUN	père
du	ADP	de
ouvriers	NOUN	ouvrier
la	DET	le
appelait	VERB	appeler
ce	DET	ce
qu'	PRON	qu'
les	DET	le
que	PRON	que
avis	NOUN	avis
mettre	VERB	mettre
se	PRON	se
produisit	VERB	produire
.	PUNCT	.
-	PUNCT	-
de	ADP	de
-là	PRON	-là
ce	PRON	ce
la	DET	le
le	PRON	le
un	DET	un
pour	ADP	pour
Telle	ADJ	tel
d'	ADP	de
enfin	ADV	enfin
grève	NOUN	grève
cesser	VERB	cesser
fit	NOUN	fit
pas	ADV	pas
ne	ADV	ne
ou	CCONJ	ou
multiplication	NOUN	multiplication
changer	VERB	changer
se	PRON	se
à	ADP	à
un	DET	un
en	ADP	en
tout	DET	tout
il	PRON	il
moment	NOUN	moment
est	AUX	être
des	ADP	de
non	NOUN	non
des	ADP	de
grèves	NOUN	grève
qui	PRON	qui
oui	NOUN	oui
allaient	VERB	aller
idées	NOUN	idée
.	PUNCT	.
force	NOUN	force
,	PUNCT	,
petits	ADJ	petit
,	PUNCT	,
dire	VERB	dire
ne	ADV	ne
vais	VERB	aller
Mes	PROPN	Mes
attrape	NOUN	attrape
mieux	ADV	mieux
retenez	VERB	retenir
mortel	ADJ	mortel
,	PUNCT	,
est	VERB	être
Vous	PRON	vous
-il	PRON	il
jamais	ADV	jamais
je	PRON	je
rougeole	NOUN	rougeole
et	CCONJ	et
.	PUNCT	.
que	PRON	que
comme	ADP	comme
sent	VERB	sentir
,	PUNCT	,
ce	PRON	ce
disait	VERB	dire
,	PUNCT	,
après	ADP	après
longtemps	ADV	longtemps
socialisme	NOUN	socialisme
ça	PRON	cela
se	PRON	se
,	PUNCT	,
ça	PRON	cela
,	PUNCT	,
bien	ADV	bien
on	PRON	on
vous	PRON	vous
dure	ADJ	dur
la	DET	le
n'	ADV	n'
c'	PRON	ce
Ça	PUNCT	ça
est	AUX	être
pas	ADV	pas
Le	DET	le
pères	NOUN	père
s'	PRON	se
.	PUNCT	.
.	PUNCT	.
salade	NOUN	salade
dans	ADP	dans
générale	ADJ	général
organisé	VERB	organiser
été	AUX	être
grand	ADJ	grand
verrez	VERB	voir
morosité	NOUN	morosité
écrevisses	NOUN	écrevisse
passait	VERB	passer
la	DET	le
conversation	NOUN	conversation
escomptait	VERB	escompter
avait	VERB	avoir
Cela	PRON	cela
.	PUNCT	.
un	DET	un
dissiperait	VERB	dissiper
excellence	NOUN	excellence
par	ADP	par
d'	ADP	de
qu'	SCONJ	que
d'	ADP	de
an	NOUN	an
cours	NOUN	cours
.	PUNCT	.
d'	ADP	de
une	DET	un
L'	DET	le
et	CCONJ	et
.	PUNCT	.
queues	NOUN	queue
se	PRON	se
avait	AUX	avoir
dont	PRON	dont
au	ADP	au
de	ADP	de
dîner	NOUN	dîner
paisible	ADJ	paisible
il	PRON	il
Au	ADP	au
elle	PRON	lui
peu	ADV	peu
début	NOUN	début
,	PUNCT	,
Emmeline	PROPN	Emmeline
un	DET	un
cette	DET	ce
y	PRON	y
un	DET	un
et	CCONJ	et
contribué	VERB	contribuer
sur	ADP	sur
des	ADP	de
lui	PRON	lui
la	DET	le
beaucoup	ADV	beaucoup
digression	NOUN	digression
amiral	NOUN	amiral
avait	AUX	avoir
militaire	ADJ	militaire
.	PUNCT	.
pour	ADP	pour
qui	PRON	qui
Contours	NOUN	contour
cet	DET	ce
réciter	VERB	réciter
ensuite	ADV	ensuite
datait	VERB	dater
amants	NOUN	amant
nous	PRON	nous
se	PRON	se
l'	DET	le
Aramon	PROPN	Aramon
pour	ADP	pour
des	ADP	de
de	ADP	de
1588	NUM	1588
usage	NOUN	usage
Pauline	NOUN	pauline
l'	DET	le
à	ADP	à
en	PRON	en
Selon	ADP	selon
Bonaparte	PROPN	Bonaparte
profité	VERB	profiter
remontait	VERB	remonter
liste	NOUN	liste
,	PUNCT	,
livrer	VERB	livrer
origine	NOUN	origine
et	CCONJ	et
une	DET	un
du	ADP	de
salut	NOUN	salut
de	ADP	de
.	PUNCT	.
intéressante	NOUN	intéressante
Drake	X	Drake
à	ADP	à
et	CCONJ	et
après	ADP	après
les	DET	le
ses	DET	son
l'	DET	le
revue	NOUN	revue
,	PUNCT	,
devant	ADP	devant
la	DET	le
Armada	PROPN	Armada
être	AUX	être
éblouis	VERB	éblouir
ses	DET	son
des	ADP	de
l'	DET	le
beauté	VERB	beauter
une	DET	un
se	PRON	se
la	DET	le
équipages	NOUN	équipage
d'	ADP	de
marins	NOUN	marin
à	ADP	à
victoire	NOUN	victoire
lors	ADV	lors
sur	ADP	sur
reine	NOUN	reine
Elisabeth	PROPN	Elisabeth
de	ADP	de
avait	AUX	avoir
yeux	NOUN	oeil
épargner	VERB	épargner
invincible	NOUN	invincible
par	ADP	par
prescrit	VERB	prescrire
et	CCONJ	et
pour	ADP	pour
de	ADP	de
éclatante	NOUN	éclatante
de	ADP	de
pour	ADP	pour
à	ADP	à
la	DET	le
ne	ADV	ne
pas	ADV	pas
,	PUNCT	,
sa	DET	son
main	NOUN	main
souveraine	NOUN	souverain
tenir	VERB	tenir
en	ADP	en
qui	PRON	qui
du	ADP	de
été	AUX	être
colosse	NOUN	colosse
,	PUNCT	,
regards	NOUN	regard
personne	NOUN	personne
vu	VERB	voir
six	NUM	six
une	DET	un
manière	NOUN	manière
qui	PRON	qui
taille	NOUN	taille
surtout	ADV	surtout
aussi	ADV	aussi
mer	ADJ	mer
un	DET	un
qu'	SCONJ	que
chargés	VERB	charger
pleine	NOUN	pleine
trouva	VERB	trouver
,	PUNCT	,
forcément	VERB	forcémer
de	ADP	de
,	PUNCT	,
Aramon	PROPN	Aramon
,	PUNCT	,
chauve	ADJ	chauve
lubricité	NOUN	lubricité
comte	NOUN	comte
saisissant	ADJ	saisissant
après	ADP	après
de	ADP	de
.	PUNCT	.
mois	NOUN	mois
plus	ADV	plus
auraient	AUX	avoir
,	PUNCT	,
aussitôt	ADV	aussitôt
des	ADP	de
Thèse	NOUN	thèse
en	ADP	en
Genettes	NOUN	genette
,	PUNCT	,
de	ADP	de
,	PUNCT	,
la	DET	le
sa	DET	son
opposant	NOUN	opposant
en	ADP	en
l'	DET	le
des	ADP	de
qui	PRON	qui
,	PUNCT	,
un	DET	un
et	CCONJ	et
colonel	ADJ	colonel
,	PUNCT	,
physionomie	NOUN	physionomie
de	ADP	de
l'	DET	le
la	DET	le
,	PUNCT	,
de	ADP	de
se	PRON	se
eu	VERB	avoir
Ursins	NOUN	ursin
pour	ADP	pour
,	PUNCT	,
avoir	AUX	avoir
princesse	NOUN	princesse
et	CCONJ	et
généralement	ADV	généralement
Pour	ADP	pour
féroce	VERB	féroce
un	DET	un
expert	NOUN	expert
tenait	VERB	tenir
la	DET	le
gardes	NOUN	garde
militaire	ADJ	militaire
sa	DET	son
Espagne	PROPN	Espagne
protection	NOUN	protection
.	PUNCT	.
matière	NOUN	matière
ancêtre	NOUN	ancêtre
il	PRON	il
des	ADP	de
wallonnes	ADJ	wallon
de	ADP	de
était	AUX	être
au	ADP	au
service	NOUN	service
par	ADP	par
expression	NOUN	expression
devenu	VERB	devenir
péremptoirement	ADJ	péremptoirement
,	PUNCT	,
de	ADP	de
sa	DET	son
le	DET	le
il	PRON	il
d'	ADP	de
difficile	ADJ	difficile
de	ADP	de
par	ADP	par
pour	ADP	pour
tombereau	NOUN	tombereau
lequel	PRON	lequel
,	PUNCT	,
,	PUNCT	,
si	SCONJ	si
assez	ADV	assez
assassiné	VERB	assassiner
route	NOUN	route
usage	NOUN	usage
exigeait	VERB	exiger
assura	VERB	assurer
une	DET	un
que	SCONJ	que
droite	NOUN	droite
qui	PRON	qui
sur	ADP	sur
évoquait	VERB	évoquer
cette	DET	ce
exhibition	NOUN	exhibition
,	PUNCT	,
pas	ADV	pas
Connétable	NOUN	connétable
main	NOUN	main
un	DET	un
craignant	VERB	craindre
du	ADP	de
aventuré	VERB	aventurer
la	DET	le
,	PUNCT	,
être	AUX	être
cet	DET	ce
de	ADP	de
tout	PRON	tout
été	AUX	être
Bourbon	PROPN	Bourbon
,	PUNCT	,
que	SCONJ	que
voix	NOUN	voix
inventé	VERB	inventer
vérifier	NOUN	vérifier
avait	AUX	avoir
prit	VERB	prendre
n'	ADV	n'
.	PUNCT	.
chances	NOUN	chance
avec	ADP	avec
toutes	ADJ	tout
on	PRON	on
une	DET	un
.	PUNCT	.
.	PUNCT	.
association	NOUN	association
d'	ADP	de
père	NOUN	père
Quand	SCONJ	quand
une	DET	un
mot	NOUN	mot
laissait	VERB	laisser
n'	ADV	n'
que	SCONJ	que
aux	ADP	à
qui	PRON	qui
Ricou	PROPN	Ricou
cours	NOUN	cours
tenait	VERB	tenir
Ce	PRON	ce
pas	ADV	pas
la	DET	le
conversation	NOUN	conversation
gauchers	NOUN	gaucher
,	PUNCT	,
C'	PRON	ce
autre	ADJ	autre
arme	NOUN	arme
idées	NOUN	idée
dit	VERB	dire
-	PUNCT	-
un	DET	un
leurs	DET	leur
le	DET	le
qui	PRON	qui
est	AUX	être
le	DET	le
manquait	VERB	manquer
probablement	ADV	probablement
par	ADP	par
gauchers	NOUN	gaucher
y	PRON	y
pas	ADV	pas
-	PUNCT	-
en	PRON	en
Ce	DET	ce
pense	VERB	pense
douloureusement	ADV	douloureusement
France	PROPN	France
à	ADP	à
-	PUNCT	-
on	PRON	on
penchant	VERB	pencher
-	PUNCT	-
gonflé	VERB	gonfler
profil	NOUN	profil
de	ADP	de
!	PUNCT	!
bien	ADV	bien
le	DET	le
émergée	VERB	émerger
.	PUNCT	.
de	ADP	de
ses	DET	son
livrée	ADJ	livrer
colère	NOUN	colère
enchaîna	ADP	enchaîna
...	PUNCT	...
dit	VERB	dire
la	DET	le
Raspassens	PROPN	Raspassens
nénuphars	NOUN	nénuphar
.	PUNCT	.
de	ADP	de
ces	DET	ce
vers	ADP	vers
pays	ADJ	pay
visage	NOUN	visage
préraphaélite	NOUN	préraphaélite
gens	NOUN	gens
par	ADP	par
beau	NOUN	beau
La	DET	le
peine	NOUN	peine
Berthilde	PROPN	Berthilde
son	DET	son
-là	PRON	-là
Verville	PROPN	Verville
assiette	NOUN	assiette
son	DET	son
à	ADP	à
!	PUNCT	!
en	ADP	en
Eh	INTJ	Eh
La	DET	le
.	PUNCT	.
moi	PRON	moi
moi	PRON	moi
et	CCONJ	et
-	PROPN	-
nez	NOUN	nez
,	PUNCT	,
,	PUNCT	,
monsieur	NOUN	Monsieur
de	ADP	de
a	VERB	avoir
un	DET	un
pardonner	VERB	pardonner
Blum	PROPN	Blum
petite	ADJ	petit
qui	PRON	qui
son	DET	son
espiègleries	NOUN	espièglerie
rassure	VERB	rassure
joliment	ADV	joliment
qui	PRON	qui
toutes	ADJ	tout
ce	DET	ce
dit	VERB	dire
à	ADP	à
la	DET	le
un	DET	un
peu	ADV	peu
me	PRON	me
du	ADP	de
,	PUNCT	,
est	AUX	être
Hélyette	PROPN	Hélyette
là	NOUN	là
bout	NOUN	bout
Salles	PROPN	Salles
C'	PRON	ce
retroussé	ADJ	retrousser
dedans	PRON	dedans
les	DET	le
il	PRON	il
faisait	VERB	faire
eh	VERB	eh
y	PRON	y
en	PRON	en
fendu	VERB	fendre
,	PUNCT	,
bien	ADV	bien
Léon	PROPN	Léon
,	PUNCT	,
Madame	NOUN	Monsieur
Je	PRON	je
porte	VERB	porte
en	ADP	en
-il	PRON	il
dit	VERB	dire
.	PUNCT	.
de	ADP	de
-	PUNCT	-
-	PUNCT	-
même	ADV	même
,	PUNCT	,
patronyme	NOUN	patronyme
donc	ADV	donc
distingué	ADJ	distingué
assez	ADV	assez
?	PUNCT	?
sonorité	VERB	sonoriter
,	PUNCT	,
réussissant	NOUN	réussissant
Blum	PROPN	Blum
la	DET	le
.	PUNCT	.
trouve	NOUN	trouve
?	PUNCT	?
très	ADV	très
poursuivit	NOUN	poursuivit
bravement	NOUN	bravement
riche	NOUN	riche
donner	VERB	donner
capitonnée	NOUN	capitonnée
Salles	PROPN	Salles
.	PUNCT	.
paraît	VERB	paraître
à	ADP	à
Distingué	PROPN	Distingué
de	ADP	de
Raspassens	PROPN	Raspassens
,	PUNCT	,
sourde	NOUN	sourde
.	PUNCT	.
ce	DET	ce
une	DET	un
-	PUNCT	-
Et	CCONJ	et
à	ADP	à
le	PRON	le
fermeture	NOUN	fermeture
Tiens	VERB	tenir
d'	ADP	de
timidement	ADV	timidement
dit	VERB	dire
,	PUNCT	,
qui	PRON	qui
l'	PRON	l'
les	DET	le
!	PUNCT	!
allons	NOUN	allon
Fourquet	PROPN	Fourquet
emporter	VERB	emporter
Moi	PROPN	Moi
,	PUNCT	,
inviter	VERB	inviter
Le	DET	le
force	NOUN	force
vu	VERB	voir
chez	ADP	chez
.	PUNCT	.
fois	NOUN	fois
sont	AUX	être
cuillères	NOUN	cuillère
à	ADP	à
du	ADP	de
.	PUNCT	.
petites	ADJ	petit
A	NOUN	a
,	PUNCT	,
dit	VERB	dire
une	DET	un
bêtes	ADJ	bête
dit	VERB	dire
baron	NOUN	baron
d'	ADP	de
je	PRON	je
pour	ADP	pour
les	DET	le
le	DET	le
gens	NOUN	gens
ai	AUX	avoir
dîner	VERB	dîner
Cédric	PROPN	Cédric
l'	PRON	l'
Allons	NOUN	allon
.	PUNCT	.
-	PUNCT	-
assez	ADV	assez
Raspassens	PROPN	Raspassens
,	PUNCT	,
.	PUNCT	.
-	PUNCT	-
tiré	VERB	tirer
suscita	VERB	susciter
cher	ADJ	cher
une	DET	un
.	PUNCT	.
tête	NOUN	tête
propos	NOUN	propos
votre	DET	votre
sa	DET	son
A	NOUN	a
dit	VERB	dire
courtoisement	ADV	courtoisement
bien	ADV	bien
.	PUNCT	.
.	PUNCT	.
Un	DET	un
la	DET	le
n'	ADV	n'
,	PUNCT	,
manifestation	NOUN	manifestation
à	ADP	à
que	SCONJ	que
de	ADP	de
l'	DET	le
,	PUNCT	,
intérêt	NOUN	intérêt
il	PRON	il
a	AUX	avoir
moment	NOUN	moment
-	PUNCT	-
Jockey	PROPN	Jockey
mouchoir	NOUN	mouchoir
-	PUNCT	-
Cédric	PROPN	Cédric
Nous	PRON	nous
Paris	PROPN	Paris
un	DET	un
d'	ADP	de
-	PUNCT	-
ce	PRON	ce
-	PROPN	-
pensions	VERB	penser
pas	ADV	pas
Club	PROPN	Club
,	PUNCT	,
.	PUNCT	.
de	ADP	de
à	ADP	à
manche	NOUN	manche
était	AUX	être
Blum	PROPN	Blum
ai	AUX	avoir
même	ADJ	même
à	ADP	à
qu'	SCONJ	que
resté	VERB	rester
J'	PRON	je
la	DET	le
qui	PRON	qui
l'	DET	le
-	PUNCT	-
Savez	VERB	savoir
(	PUNCT	(
désarmait	VERB	désarmer
.	PUNCT	.
ne	ADV	ne
était	AUX	être
Juif	PROPN	Juif
appelle	VERB	appeler
fait	NOUN	fait
Fourquet	PROPN	Fourquet
ou	CCONJ	ou
Raspassens	NOUN	raspassen
ça	PRON	cela
du	ADP	de
curieux	ADJ	curieux
même	ADV	même
pas	ADV	pas
s'	PRON	se
qu'	SCONJ	que
habitude	NOUN	habitude
reprit	NOUN	reprit
Visiblement	ADV	visiblement
-vous	PRON	vous
un	DET	un
excellent	NOUN	excellent
?	PUNCT	?
tout	ADV	tout
il	PRON	il
un	DET	un
que	SCONJ	que
socialiste	NOUN	socialiste
pût	PRON	pût
lui	PRON	lui
.	PUNCT	.
étonné	VERB	étonner
trouvé	VERB	trouver
avoir	VERB	avoir
ne	ADV	ne
)	PUNCT	)
,	PUNCT	,
.	PUNCT	.
,	PUNCT	,
je	PRON	je
rumeur	NOUN	rumeur
-	PUNCT	-
pas	ADV	pas
surprendre	VERB	surprendre
succès	NOUN	succès
stein	ADV	stein
l'	DET	le
époque	NOUN	époque
les	DET	le
-	PUNCT	-
Karfunkel	PROPN	Karfunkel
qui	PRON	qui
?	PUNCT	?
que	SCONJ	que
avait	VERB	avoir
vous	PRON	vous
Non	ADV	non
lecteurs	NOUN	lecteur
fort	ADV	fort
s'	PRON	se
-	PUNCT	-
appelle	VERB	appeler
aucun	DET	aucun
fondement	NOUN	fondement
n'	ADV	n'
dis	NOUN	di
je	PRON	je
un	DET	un
-	PROPN	-
cette	DET	ce
.	PUNCT	.
.	PUNCT	.
connut	VERB	connaître
Comme	SCONJ	comme
,	PUNCT	,
actuels	ADJ	actuel
rappelle	VERB	rappeler
Pour	ADP	pour
propos	NOUN	propos
qu'	SCONJ	que
à	ADP	à
le	DET	le
Il	PRON	il
peut	VERB	pouvoir
.	PUNCT	.
ce	DET	ce
-t	PART	-t
étranger	NOUN	étranger
né	VERB	naître
native	ADJ	natif
Angoulevent	PROPN	Angoulevent
,	PUNCT	,
Un	DET	un
Probablement	ADV	probablement
que	SCONJ	que
dit	VERB	dire
dit	VERB	dire
le	DET	le
avait	AUX	avoir
pourtant	ADV	pourtant
complet	ADJ	complet
Dans	ADP	dans
Aspre	PROPN	Aspre
doux	NOUN	dou
Carpates	NOUN	carpate
de	ADP	de
d'	ADP	de
gardé	VERB	garder
constatant	VERB	constater
c'	PRON	ce
duchesse	NOUN	duchesse
est	AUX	être
,	PUNCT	,
rectifia	VERB	rectifier
les	DET	le
et	CCONJ	et
dans	ADP	dans
en	ADP	en
,	PUNCT	,
notaire	NOUN	notaire
qui	PRON	qui
la	DET	le
-il	PRON	il
elle-même	DET	elle-même
.	PUNCT	.
le	DET	le
les	DET	le
en	PRON	en
.	PUNCT	.
Quatre-Pattes	PROPN	Quatre-Pattes
,	PUNCT	,
Budapest	PROPN	Budapest
,	PUNCT	,
-	PUNCT	-
ce	PRON	ce
accent	NOUN	accent
par	ADP	par
jeu	NOUN	jeu
comme	ADP	comme
qui	PRON	qui
à	ADP	à
,	PUNCT	,
excellent	ADJ	excellent
,	PUNCT	,
.	PUNCT	.
été	AUX	être
avait	AUX	avoir
été	AUX	être
Emmeline	PROPN	Emmeline
Ce	PRON	ce
avait	AUX	avoir
instant	NOUN	instant
Moi	PROPN	Moi
l'	PRON	l'
un	DET	un
me	PRON	me
-	PUNCT	-
.	PUNCT	.
Eugène	NOUN	eugène
mots	NOUN	mot
.	PUNCT	.
n'	ADV	n'
ange	NOUN	ange
ou	CCONJ	ou
par	ADP	par
...	PUNCT	...
si	SCONJ	si
jeune	ADJ	jeune
pas	ADV	pas
apportée	VERB	apporter
,	PUNCT	,
compris	VERB	comprendre
le	DET	le
ce	PRON	ce
l'	DET	le
Elle	PRON	lui
cette	DET	ce
dit	VERB	dire
dit	VERB	dire
idée	NOUN	idée
lui	PRON	lui
plairait	VERB	plaire
de	ADP	de
rêveusement	VERB	rêveusemer
-	PUNCT	-
avait	AUX	avoir
.	PUNCT	.
me	PRON	me
Notre	DET	notre
le	DET	le
impayable	ADJ	impayable
un	DET	un
qui	PRON	qui
-	PUNCT	-
,	PUNCT	,
de	ADP	de
toujours	ADV	toujours
,	PUNCT	,
rumeur	NOUN	rumeur
pas	ADV	pas
serait	AUX	être
dit	VERB	dire
à	ADP	à
de	ADP	de
duc	NOUN	duc
gouvernement	NOUN	gouvernement
confier	VERB	confier
courut	ADJ	courut
bien	ADV	bien
,	PUNCT	,
parfois	ADV	parfois
ce	DET	ce
d'	ADP	de
Aspre	PROPN	Aspre
le	DET	le
pays	NOUN	pays
chère	NOUN	chère
Eh	INTJ	Eh
justement	ADV	justement
est	AUX	être
.	PUNCT	.
voir	VERB	voir
-	PUNCT	-
étranger	VERB	étranger
,	PUNCT	,
autour	ADV	autour
Emmeline	PROPN	Emmeline
Une	DET	un
table	NOUN	table
,	PUNCT	,
comme	ADP	comme
du	ADP	de
plairait	VERB	plaire
.	PUNCT	.
pourquoi	ADV	pourquoi
la	DET	le
des	DET	un
poursuivit	NOUN	poursuivit
œil	NOUN	œil
nouveau	ADJ	nouveau
bât	ADJ	bât
.	PUNCT	.
?	PUNCT	?
un	DET	un
à	ADP	à
,	PUNCT	,
immédiatement	ADV	immédiatement
où	PRON	où
annonçait	VERB	annoncer
.	PUNCT	.
et	CCONJ	et
.	PUNCT	.
regard	NOUN	regard
.	PUNCT	.
n'	ADV	n'
numéro	NOUN	numéro
un	DET	un
pas	ADV	pas
amis	NOUN	ami
.	PUNCT	.
échangeâmes	VERB	échanger
Cédric	PROPN	Cédric
aurait	VERB	avoir
pas	ADV	pas
Il	PRON	il
Emmeline	PROPN	Emmeline
neuf	ADJ	neuf
d'	ADP	de
moi	PRON	moi
le	DET	le
ne	ADV	ne
nous	PRON	nous
tas	NOUN	tas
Le	DET	le
blesse	NOUN	blesse
mal	ADV	mal
.	PUNCT	.
s'	PRON	se
Il	PRON	il
Il	PRON	il
verrait	VERB	voir
d'	ADP	de
Emmeline	NOUN	emmeline
apporterait	VERB	apporter
caser	VERB	caser
-	PUNCT	-
État	NOUN	état
est	AUX	être
avec	ADP	avec
ans	NOUN	an
-nous	PRON	nous
ou	CCONJ	ou
C'	PRON	ce
raser	VERB	raser
étrangers	NOUN	étranger
ferait	VERB	faire
Bonaparte	PROPN	Bonaparte
,	PUNCT	,
.	PUNCT	.
-	PUNCT	-
on	PRON	on
la	DET	le
quatre	NUM	quatre
au	ADP	au
des	ADP	de
.	PUNCT	.
pour	ADP	pour
Aramon	PROPN	Aramon
des	ADP	de
simple	ADJ	simple
contrat	NOUN	contrat
,	PUNCT	,
chefs	NOUN	chef
d'	ADP	de
liste	NOUN	liste
ça	PRON	cela
les	DET	le
étaient	AUX	être
lui	PRON	lui
donnez	VERB	donner
,	PUNCT	,
un	DET	un
qui	PRON	qui
cinq	NUM	cinq
plutôt	ADV	plutôt
,	PUNCT	,
amants	NOUN	amant
bonsoir	VERB	bonsoir
de	ADP	de
de	ADP	de
Pauline	NOUN	pauline
Après	ADP	après
tout	ADV	tout
nous	PRON	nous
.	PUNCT	.
lieu	NOUN	lieu
énuméra	NOUN	énuméra
chefs	NOUN	chef
de	ADP	de
a	VERB	avoir
