sillonnait	VERB	sillonner
Elle	PRON	lui
tout	ADJ	tout
être	AUX	être
serait	AUX	être
vitre	NOUN	vitre
ne	ADV	ne
Après	ADP	après
d'	ADP	de
l'	DET	le
ces	DET	ce
appuyé	VERB	appuyer
contre	ADP	contre
encore	ADV	encore
que	SCONJ	que
avait	AUX	avoir
Bonnie	PROPN	Bonnie
il	PRON	il
besoin	NOUN	besoin
contemplait	VERB	contempler
jamais	ADV	jamais
,	PUNCT	,
un	DET	un
de	ADP	de
qu'	PRON	qu'
années	NOUN	année
il	PRON	il
pensivement	ADV	pensivement
.	PUNCT	.
les	DET	le
capable	ADJ	capable
aimé	VERB	aimer
conscience	NOUN	conscience
vécu	VERB	vivre
la	DET	le
d'	ADP	de
dernières	ADJ	dernier
prenait	VERB	prendre
se	PRON	se
,	PUNCT	,
tel	ADJ	tel
.	PUNCT	.
éprouver	VERB	éprouver
aimer	VERB	aimer
Le	DET	le
front	NOUN	front
cru	ADV	cru
ce	PRON	ce
et	CCONJ	et
importance	NOUN	importance
d'	ADP	de
qu'	SCONJ	que
avait	AUX	avoir
avait	VERB	avoir
soit	AUX	être
sa	DET	son
bonne	ADJ	bon
Paul	PROPN	Paul
îl	PRON	îl
d'	ADP	de
peu	ADV	peu
présence	NOUN	présence
masculine	ADJ	masculin
qu'	SCONJ	que
épaule	NOUN	épaule
en	ADP	en
;	PUNCT	;
Aussi	ADV	aussi
lui	PRON	lui
là	ADV	là
-elle	PRON	lui
.	PUNCT	.
elle	PRON	lui
manquait	VERB	manquer
pour	ADP	pour
temps	NOUN	temps
Shane	PROPN	Shane
à	ADP	à
conclure	VERB	conclure
de	ADP	de
il	PRON	il
réellement	ADV	réellement
aussi	ADV	aussi
si	ADV	si
dans	ADP	dans
était	AUX	être
de	ADP	de
elle	PRON	lui
mère	NOUN	mère
vie	NOUN	vie
ne	ADV	ne
besoin	NOUN	besoin
évident	ADJ	évident
plus	ADV	plus
d'	ADP	de
une	DET	un
,	PUNCT	,
prise	NOUN	prise
.	PUNCT	.
une	DET	un
suffisait	VERB	suffire
qu'	SCONJ	que
sur	ADP	sur
revit	VERB	revoir
loin	ADV	loin
,	PUNCT	,
avait	VERB	avoir
forte	ADJ	fort
Elle	PRON	lui
sur	ADP	sur
épancher	VERB	épancher
rencontre	NOUN	rencontre
avec	ADP	avec
se	PRON	se
toute	ADJ	tout
et	CCONJ	et
souvint	VERB	souvenir
y	PRON	y
à	ADP	à
l'	DET	le
.	PUNCT	.
n'	ADV	n'
laisser	VERB	laisser
eu	VERB	avoir
s'	PRON	se
il	PRON	il
appuyer	VERB	appuyer
impact	NOUN	impact
immédiat	ADJ	immédiat
de	ADP	de
Bonnie	PROPN	Bonnie
avec	ADP	avec
avait	AUX	avoir
s'	PRON	se
Gary	PROPN	Gary
refusait	VERB	refuser
,	PUNCT	,
il	PRON	il
pas	ADV	pas
se	PRON	se
aller	VERB	aller
mélancolie	NOUN	mélancolie
de	ADP	de
idée	NOUN	idée
sa	DET	son
première	ADJ	premier
Mais	CCONJ	mais
laquelle	PRON	lequel
.	PUNCT	.
la	DET	le
cette	DET	ce
haranguait	VERB	haranguer
étudiante	NOUN	étudiant
une	DET	un
temps	NOUN	temps
avec	ADP	avec
notion	NOUN	notion
jeune	ADJ	jeune
d'	ADP	de
dans	ADP	dans
était	AUX	être
,	PUNCT	,
Bonnie	PROPN	Bonnie
passé	NOUN	passé
bibliothèque	NOUN	bibliothèque
qu'	PRON	qu'
le	DET	le
la	DET	le
.	PUNCT	.
homme	NOUN	homme
,	PUNCT	,
Perdant	VERB	perdre
.	PUNCT	.
massés	VERB	masser
et	CCONJ	et
.	PUNCT	.
malléable	ADJ	malléable
blond	ADJ	blond
qui	PRON	qui
jeune	ADJ	jeune
sombra	VERB	sombrer
foule	NOUN	foule
étudiants	NOUN	étudiant
elle	PRON	lui
fixait	VERB	fixer
dans	ADP	dans
alors	ADV	alors
les	DET	le
du	ADP	de
attention	NOUN	attention
3	NUM	3
bruyante	NOUN	bruyante
le	DET	le
au	ADP	au
et	CCONJ	et
enthousiaste	ADJ	enthousiaste
elle	PRON	lui
naïve	ADJ	naïf
milieu	NOUN	milieu
la	DET	le
Perdue	VERB	perdre
portait	VERB	porter
de	ADP	de
.	PUNCT	.
un	DET	un
par	ADP	par
fortune	NOUN	fortune
principale	ADJ	principal
charme	NOUN	charme
basse	ADJ	bas
Perché	VERB	percher
retenus	VERB	retenir
en	ADP	en
il	PRON	il
une	DET	un
Harvard	PROPN	Harvard
foulard	NOUN	foulard
de	ADP	de
salle	NOUN	salle
vif	ADJ	vif
micro	NOUN	micro
estrade	NOUN	estrade
tenait	VERB	tenir
taille	NOUN	taille
université	NOUN	université
une	DET	un
de	ADP	de
;	PUNCT	;
il	PRON	il
rouge	NOUN	rouge
la	DET	le
Ses	DET	son
jean	NOUN	jean
.	PUNCT	.
bandeau	NOUN	bandeau
main	NOUN	main
sur	ADP	sur
un	DET	un
et	CCONJ	et
un	DET	un
la	DET	le
longs	NOUN	long
,	PUNCT	,
sous	ADP	sous
cheveux	ADJ	cheveux
étaient	AUX	être
à	ADP	à
l'	DET	le
son	DET	son
,	PUNCT	,
entière	ADJ	entier
.	PUNCT	.
de	ADP	de
jeunes	NOUN	jeune
chaleur	NOUN	chaleur
médaillon	NOUN	médaillon
de	ADP	de
chemise	NOUN	chemise
des	ADP	de
par	ADP	par
noir	ADJ	noir
il	PRON	il
arborait	VERB	arborer
bottes	NOUN	botte
voix	NOUN	voix
un	DET	un
l'	DET	le
dépit	NOUN	dépit
.	PUNCT	.
de	ADP	de
étouffante	ADJ	étouffant
en	ADP	en
de	ADP	de
subjuguée	VERB	subjuguer
armée	NOUN	armée
,	PUNCT	,
avec	ADP	avec
la	DET	le
Paix	NOUN	paix
emblème	NOUN	emblème
était	AUX	être
de	ADP	de
était	AUX	être
brassard	NOUN	brassard
le	DET	le
chaussé	VERB	chausser
et	CCONJ	et
Bonnie	NOUN	bonnie
la	DET	le
à	ADP	à
cuir	NOUN	cuir
l'	DET	le
de	ADP	de
la	DET	le
assistance	NOUN	assistance
,	PUNCT	,
,	PUNCT	,
l'	DET	le
plupart	NOUN	plupart
la	DET	le
Comme	SCONJ	comme
,	PUNCT	,
qu'	SCONJ	que
interruptions	NOUN	interruption
estrade	NOUN	estrade
à	ADP	à
de	ADP	de
musicale	ADJ	musical
les	DET	le
nous	PRON	nous
de	ADP	de
elle	PRON	lui
les	PRON	le
et	CCONJ	et
de	ADP	de
haut-parleurs	ADJ	haut-parleur
résistance	NOUN	résistance
autre	PRON	autre
Couvrant	VERB	couvrir
«	NOUN	«
et	CCONJ	et
d'	ADP	de
persuasive	ADJ	persuasif
Kennedy	PROPN	Kennedy
les	DET	le
et	CCONJ	et
puissants	NOUN	puissant
En	ADP	en
1961	NUM	1961
:	PUNCT	:
se	PRON	se
de	ADP	de
Président	NOUN	président
situés	VERB	situer
exhortait	VERB	exhorter
faisait	VERB	faire
part	NOUN	part
le	DET	le
l'	DET	le
la	DET	le
.	PUNCT	.
l'	DET	le
pressante	NOUN	pressante
murmures	NOUN	murmure
auditoire	NOUN	auditoire
,	PUNCT	,
qui	PRON	qui
amplifiaient	VERB	amplifier
et	CCONJ	et
conseillait	VERB	conseiller
les	DET	le
du	ADP	de
pas	ADV	pas
,	PUNCT	,
ce	PRON	ce
veut	VERB	vouloir
,	PUNCT	,
ne	ADV	ne
aujourd'hui	ADV	aujourd'hui
une	DET	un
patrie	NOUN	patrie
est	AUX	être
si	ADV	si
.	PUNCT	.
que	SCONJ	que
que	SCONJ	que
envoyer	VERB	envoyer
nous	PRON	nous
,	PUNCT	,
l'	DET	le
que	PRON	que
pour	ADP	pour
Eh	INTJ	Eh
faire	VERB	faire
demander	VERB	demander
faire	VERB	faire
ce	PRON	ce
autre	ADJ	autre
bout	NOUN	bout
à	ADP	à
faire	VERB	faire
cette	DET	ce
,	PUNCT	,
notre	DET	notre
chère	ADJ	cher
pour	ADP	pour
pouvait	VERB	pouvoir
monde	NOUN	monde
mais	CCONJ	mais
nous	PRON	nous
bien	ADV	bien
patrie	NOUN	patrie
elle	PRON	lui
amis	NOUN	ami
qui	PRON	qui
nous	PRON	nous
nouspouvions	NOUN	nouspouvion
nous	PRON	nous
,	PUNCT	,
guerre	NOUN	guerre
mes	DET	mon
de	ADP	de
ne	ADV	ne
arrêter	VERB	arrêter
.	PUNCT	.
Brûlez	VERB	brûler
aucun	DET	aucun
rien	PRON	rien
est	AUX	être
Le	DET	le
légitimité	NOUN	légitimité
le	DET	le
submerge	NOUN	submerge
devez	VERB	devoir
levé	VERB	lever
guerre	NOUN	guerre
feuilles	NOUN	feuille
a	VERB	avoir
votre	DET	votre
route	NOUN	route
Ce	PRON	ce
n'	ADV	n'
faire	VERB	faire
»	PUNCT	»
*	VERB	*
qui	PRON	qui
Une	DET	un
,	PUNCT	,
refusez	VERB	refuser
de	ADP	de
vous	PRON	vous
la	DET	le
!	PUNCT	!
sans	ADP	sans
.	PUNCT	.
pouvez	VERB	pouvoir
et	CCONJ	et
partir	VERB	partir
sens	NOUN	sens
vos	DET	votre
pour	ADP	pour
folie	NOUN	folie
et	CCONJ	et
,	PUNCT	,
meurtrière	ADJ	meurtrier
qui	PRON	qui
que	PRON	que
justifie	VERB	justifier
c'	PRON	ce
poing	NOUN	poing
pays	NOUN	pays
et	CCONJ	et
le	DET	le
et	CCONJ	et
»	PUNCT	»
les	DET	le
cette	DET	ce
,	PUNCT	,
Bonnie	PROPN	Bonnie
.	PUNCT	.
Déposons	NOUN	déposon
avec	ADP	avec
les	DET	le
centaines	NOUN	centaine
semblait	VERB	sembler
:	PUNCT	:
lancés	VERB	lancer
refusons	NOUN	refuson
venus	VERB	venir
le	DET	le
,	PUNCT	,
,	PUNCT	,
de	ADP	de
excitation	NOUN	excitation
homme	NOUN	homme
armes	NOUN	arme
scandait	VERB	scander
jeune	ADJ	jeune
orateur	NOUN	orateur
par	ADP	par
imité	VERB	imiter
son	DET	son
d'	ADP	de
«	NOUN	«
autres	ADJ	autre
par	ADP	par
les	DET	le
trépignaient	ADV	trépignaient
tuerie	NOUN	tuerie
slogans	NOUN	slogan
sympathisants	NOUN	sympathisant
amie	NOUN	amie
les	DET	le
écouter	VERB	écouter
Marcie	PROPN	Marcie
reprenaient	VERB	reprendre
aussitôt	ADV	aussitôt
jeune	ADJ	jeune
.	PUNCT	.
Marcie	PROPN	Marcie
l'	PRON	l'
homme	NOUN	homme
envoûtée	VERB	envoûter
air	NOUN	air
tout	ADV	tout
indulgence	NOUN	indulgence
Bonnie	PROPN	Bonnie
littéralement	ADV	littéralement
l'	DET	le
à	ADP	à
séduisant	ADJ	séduisant
son	DET	son
amie	NOUN	amie
pieds	NOUN	pied
du	ADP	de
est	AUX	être
reporta	VERB	reporter
à	ADP	à
gardant	VERB	garder
attention	NOUN	attention
en	PRON	en
-elle	PRON	lui
et	CCONJ	et
adressait	VERB	adresser
—	PUNCT	—
dit	VERB	dire
Il	PRON	il
sur	ADP	sur
l'	DET	le
son	DET	son
de	ADP	de
.	PUNCT	.
s'	PRON	se
drôlement	ADV	drôlement
avec	ADP	avec
taper	VERB	taper
,	PUNCT	,
qui	PRON	qui
,	PUNCT	,
et	CCONJ	et
en	ADP	en
Bonnie	NOUN	bonnie
des	DET	un
poing	NOUN	poing
sourit	VERB	sourire
à	ADP	à
continuant	VERB	continuer
.	PUNCT	.
en	ADP	en
eux	PRON	lui
le	DET	le
qu'	PRON	qu'
de	ADP	de
étudiants	NOUN	étudiant
de	ADP	de
yeux	NOUN	oeil
la	DET	le
haut	NOUN	haut
les	DET	le
—	PUNCT	—
jeune	ADJ	jeune
hypnotisés	VERB	hypnotiser
par	ADP	par
que	SCONJ	que
,	PUNCT	,
.	PUNCT	.
et	CCONJ	et
malgré	ADP	malgré
passait	VERB	passer
air	NOUN	air
son	DET	son
pondéré	VERB	pondérer
le	DET	le
.	PUNCT	.
piédestal	NOUN	piédestal
paraissait	VERB	paraître
improvisé	VERB	improviser
de	ADP	de
défi	NOUN	défi
l'	DET	le
.	PUNCT	.
,	PUNCT	,
affichait	VERB	afficher
Le	DET	le
les	DET	le
On	PRON	on
homme	NOUN	homme
il	PRON	il
violence	NOUN	violence
gris	ADJ	gris
courant	NOUN	courant
qui	PRON	qui
sentait	VERB	sentir
lui	PRON	lui
étaient	AUX	être
comme	ADP	comme
discours	NOUN	discours
son	DET	son
et	CCONJ	et
Marcie	PROPN	Marcie
entre	ADP	entre
très	ADV	très
es	NUM	être
son	DET	son
,	PUNCT	,
est	AUX	être
que	ADV	que
tu	VERB	taire
à	ADP	à
campus	NOUN	campus
vérité	NOUN	vérité
Hudson	PROPN	Hudson
.	PUNCT	.
s'	PRON	se
mais	CCONJ	mais
de	ADP	de
maître	NOUN	maître
plus	ADV	plus
-il	PRON	il
assistant	VERB	assister
il	PRON	il
est	AUX	être
appelle	VERB	appeler
le	DET	le
en	ADP	en
Il	PRON	il
dessous	NOUN	dessous
d'	ADP	de
histoire	NOUN	histoire
-	NOUN	-
fascinant	VERB	fasciner
amie	NOUN	amie
sur	ADP	sur
la	DET	le
C'	PRON	ce
.	PUNCT	.
.	PUNCT	.
populaire	ADJ	populaire
séduisant	VERB	séduire
un	DET	un
-t	PART	-t
.	PUNCT	.
Comment	ADV	comment
demanda	ADJ	demanda
—	PUNCT	—
Gary	PROPN	Gary
est	AUX	être
très	ADV	très
Bonnie	PROPN	Bonnie
,	PUNCT	,
?	PUNCT	?
il	PRON	il
paraît	VERB	paraître
,	PUNCT	,
—	PUNCT	—
—	PUNCT	—
cause	NOUN	cause
il	PRON	il
Harvard	PROPN	Harvard
qu'	SCONJ	que
se	PRON	se
de	ADP	de
sacrifice	NOUN	sacrifice
être	AUX	être
se	PRON	se
abandonner	VERB	abandonner
jour	NOUN	jour
la	DET	le
une	DET	un
en	ADP	en
Etant	PROPN	Etant
à	ADP	à
admis	VERB	admettre
dit	VERB	dire
il	PRON	il
entièrement	ADV	entièrement
va	VERB	aller
cours	NOUN	cours
,	PUNCT	,
,	PUNCT	,
les	DET	le
c'	PRON	ce
a	AUX	avoir
pour	ADP	pour
!	PUNCT	!
difficultés	NOUN	difficulté
consacrer	VERB	consacrer
nous	PRON	nous
.	PUNCT	.
Un	DET	un
dans	ADP	dans
est	AUX	être
pour	ADP	pour
telle	ADJ	tel
un	DET	un
drôle	NOUN	drôle
donné	VERB	donner
qu'	SCONJ	que
que	SCONJ	que
il	PRON	il
université	NOUN	université
se	PRON	se
coupable	ADJ	coupable
réellement	ADV	réellement
de	ADP	de
y	PRON	y
pu	VERB	pouvoir
sentait	VERB	sentir
est	AUX	être
dans	ADP	dans
de	ADP	de
sais	NOUN	sai
,	PUNCT	,
au	ADP	au
mouvement	NOUN	mouvement
quand	ADV	quand
vraiment	ADV	vraiment
avaient	AUX	avoir
nam	NOUN	nam
S'	SCONJ	s'
sursis	NOUN	sursis
n'	ADV	n'
Viêt	PROPN	Viêt
nom	NOUN	nom
être	AUX	être
amis	NOUN	ami
ici	ADV	ici
il	PRON	il
veut	VERB	vouloir
.	PUNCT	.
se	PRON	se
un	DET	un
un	DET	un
tant	ADV	tant
il	PRON	il
faisaient	VERB	faire
ses	DET	son
faire	VERB	faire
obtenir	VERB	obtenir
croit	VERB	croire
-	PROPN	-
pur	NOUN	pur
tuer	VERB	tuer
Ce	DET	ce
,	PUNCT	,
tu	ADP	tu
et	CCONJ	et
d'	ADP	de
type	NOUN	type
le	DET	le
.	PUNCT	.
pour	ADP	pour
c'	PRON	ce
Tu	PROPN	Tu
le	DET	le
,	PUNCT	,
de	ADP	de
,	PUNCT	,
—	PUNCT	—
,	PUNCT	,
ne	ADV	ne
les	DET	le
relations	NOUN	relation
continuait	NOUN	continuait
Bonnie	PROPN	Bonnie
;	PUNCT	;
n'	ADV	n'
permettre	VERB	permettre
par	ADP	par
pas	ADV	pas
coche	NOUN	coche
se	PRON	se
Marcie	PROPN	Marcie
un	PRON	un
le	DET	le
pas	ADV	pas
moment	NOUN	moment
ta	DET	ton
pareille	NOUN	pareille
as	VERB	avoir
tu	SCONJ	tu
devrais	VERB	devoir
quelqu'	DET	quelque
il	PRON	il
publiques	ADJ	public
comprends	NOUN	comprend
peut	VERB	pouvoir
vendre	VERB	vendre
rater	VERB	rater
tu	VERB	taire
emportée	VERB	emporter
faire	VERB	faire
,	PUNCT	,
sujet	NOUN	sujet
carrière	NOUN	carrière
dans	ADP	dans
,	PUNCT	,
est	AUX	être
.	PUNCT	.
ajouta	NOUN	ajouta
son	DET	son
C'	PRON	ce
amusée	VERB	amuser
la	DET	le
serait	NOUN	serait
à	ADP	à
,	PUNCT	,
,	PUNCT	,
montrant	VERB	montrer
,	PUNCT	,
.	PUNCT	.
le	DET	le
type	NOUN	type
-t	PART	-t
de	ADP	de
de	ADP	de
qui	PRON	qui
cas	NOUN	cas
emphase	NOUN	emphase
le	DET	le
pour	ADP	pour
ce	DET	ce
-elle	PRON	lui
Schuyler	PROPN	Schuyler
l'	DET	le
Dans	ADP	dans
engouement	NOUN	engouement
haut-parleur	NOUN	haut-parleur
?	PUNCT	?
manipule	VERB	manipule
paix	NOUN	paix
scène	NOUN	scène
Tom	PROPN	Tom
Marcie	PROPN	Marcie
brun	ADJ	brun
,	PUNCT	,
—	PUNCT	—
est	AUX	être
ce	PRON	ce
moustache	NOUN	moustache
avec	ADP	avec
,	PUNCT	,
répliqua	VERB	répliquer
puis	CCONJ	puis
tu	SCONJ	tu
vois	VERB	voir
la	DET	le
par	ADP	par
,	PUNCT	,
diplômé	NOUN	diplômé
,	PUNCT	,
Pas	ADV	pas
institut	NOUN	institut
est	AUX	être
éléments	ADJ	élément
se	PRON	se
plus	ADV	plus
l'	DET	le
Elle	PRON	lui
Bonnie	VERB	bonnir
il	PRON	il
New	PROPN	New
York	PROPN	York
que	SCONJ	que
peu	ADV	peu
Massachusetts	PROPN	Massachusetts
prescrire	VERB	prescrire
des	ADP	de
sortait	VERB	sortir
pilule	NOUN	pilule
.	PUNCT	.
un	PRON	un
Suzanne	PROPN	Suzanne
rétorqua	VERB	rétorquer
Technologie	NOUN	technologie
l'	DET	le
du	ADP	de
.	PUNCT	.
—	PUNCT	—
la	DET	le
m'	PRON	me
même	ADV	même
!	PUNCT	!
dont	PRON	dont
pour	ADP	pour
a	AUX	avoir
était	AUX	être
possible	ADJ	possible
brillants	NOUN	brillant
faire	VERB	faire
Plunket	PROPN	Plunket
allée	VERB	aller
dit	VERB	dire
lui	PRON	lui
jusqu'	ADP	jusque
à	ADP	à
Nancy	PROPN	Nancy
de	ADP	de
.	PUNCT	.
un	DET	un
avec	ADP	avec
.	PUNCT	.
.	PUNCT	.
et	CCONJ	et
prude	NOUN	prude
.	PUNCT	.
restait	VERB	rester
choquée	VERB	choquer
garçons	NOUN	garçon
peine	NOUN	peine
année	NOUN	année
question	NOUN	question
était	AUX	être
ses	DET	son
babillage	NOUN	babillage
de	ADP	de
ambiance	NOUN	ambiance
elle	PRON	lui
ce	PRON	ce
dans	ADP	dans
et	CCONJ	et
,	PUNCT	,
compagnes	NOUN	compagne
à	ADP	à
qu'	SCONJ	que
Radcliffe	PROPN	Radcliffe
étudiante	NOUN	étudiant
la	DET	le
salle	NOUN	salle
montait	VERB	monter
en	ADP	en
rougissait	VERB	rougir
écoutait	VERB	écouter
première	ADJ	premier
abordée	VERB	aborder
retard	NOUN	retard
à	ADP	à
Bonnie	PROPN	Bonnie
très	ADV	très
L'	DET	le
en	ADP	en
dès	ADP	dès
sur	ADP	sur
concernait	VERB	concerner
que	SCONJ	que
la	DET	le
très	ADV	très
Bien	ADV	bien
les	DET	le
le	DET	le
qui	PRON	qui
qui	PRON	qui
son	DET	son
,	PUNCT	,
du	ADP	de
engagent	VERB	engager
s'	PRON	se
de	ADP	de
parodie	NOUN	parodie
pouvoir	NOUN	pouvoir
paroles	NOUN	parole
ceux	PRON	celui
qui	PRON	qui
passer	VERB	passer
y	PRON	y
buvait	VERB	boire
ne	ADV	ne
et	CCONJ	et
Cette	DET	ce
pas	ADV	pas
message	NOUN	message
Hudson	PROPN	Hudson
:	PUNCT	:
leur	DET	leur
tant	ADV	tant
Gary	PROPN	Gary
elle	PRON	lui
tout	ADJ	tout
ce	PRON	ce
font	VERB	faire
il	PRON	il
clamait	VERB	clamer
en	ADP	en
les	DET	le
s'	PRON	se
voulait	VERB	vouloir
de	ADP	de
est	AUX	être
imprégnait	VERB	imprégner
et	CCONJ	et
«	NOUN	«
-il	PRON	il
faire	AUX	faire
est	AUX	être
.	PUNCT	.
A	ADP	à
qu'	PRON	qu'
amie	NOUN	amie
une	DET	un
pour	ADP	pour
guerre	NOUN	guerre
et	CCONJ	et
un	DET	un
entre	ADP	entre
avant	ADP	avant
s'	PRON	se
cette	DET	ce
mettre	VERB	mettre
est	AUX	être
.	PUNCT	.
refusez	NOUN	refusez
La	DET	le
voix	NOUN	voix
tard	ADV	tard
par	ADP	par
dis	ADP	dis
dans	ADP	dans
arrêtez	VERB	arrêter
avenir	NOUN	avenir
après-midi	NOUN	après-midi
qu'	SCONJ	que
,	PUNCT	,
.	PUNCT	.
esprits	NOUN	esprit
,	PUNCT	,
servir	VERB	servir
je	PRON	je
de	ADP	de
printemps	NOUN	printemps
cet	DET	ce
ne	ADV	ne
nos	DET	notre
les	DET	le
:	PUNCT	:
chaude	VERB	chaude
soit	AUX	être
de	ADP	de
échauffait	VERB	échauffer
folie	NOUN	folie
élevait	VERB	élever
L'	DET	le
mains	NOUN	main
trop	ADV	trop
notre	DET	notre
.	PUNCT	.
»	PUNCT	»
il	PRON	il
terme	NOUN	terme
pays	NOUN	pays
Bercée	VERB	bercer
de	ADP	de
nous	PRON	nous
souvenir	NOUN	souvenir
,	PUNCT	,
Shane	PROPN	Shane
.	PUNCT	.
pas	ADV	pas
le	DET	le
cuisine	NOUN	cuisine
Bonnie	NOUN	bonnie
Gary	PROPN	Gary
de	ADP	de
grands	ADJ	grand
la	DET	le
essuya	VERB	essuyer
rencontre	NOUN	rencontre
Viens	NOUN	vien
avait	VERB	avoir
la	DET	le
,	PUNCT	,
.	PUNCT	.
n'	ADV	n'
vitre	NOUN	vitre
!	PUNCT	!
sa	DET	son
Bonnie	PROPN	Bonnie
première	ADJ	premier
maman	NOUN	maman
,	PUNCT	,
voir	VERB	voir
visage	NOUN	visage
son	DET	son
terminé	VERB	terminer
avec	ADP	avec
signes	NOUN	signe
collé	VERB	coller
,	PUNCT	,
avons	AUX	avoir
vu	VERB	voir
—	PUNCT	—
de	ADP	de
fils	NOUN	fils
à	ADP	à
de	ADP	de
lui	PRON	lui
adressait	VERB	adresser
Le	DET	le
de	ADP	de
la	DET	le
s'	PRON	se
fenêtre	NOUN	fenêtre
vertes	NOUN	verte
mains	NOUN	main
cornouiller	VERB	cornouiller
faisait	VERB	faire
écorce	NOUN	écorce
du	ADP	de
les	DET	le
le	DET	le
larmes	NOUN	larme
le	DET	le
tronc	NOUN	tronc
à	ADP	à
l'	DET	le
Paul	PROPN	Paul
fils	NOUN	fils
du	ADP	de
joie	NOUN	joie
quelques	DET	quelque
déployant	ADJ	déployant
plaisir	NOUN	plaisir
La	DET	le
endroit	NOUN	endroit
de	ADP	de
suivit	VERB	suivre
.	PUNCT	.
son	DET	son
ses	DET	son
feuilles	ADJ	feuille
bouleau	NOUN	bouleau
voir	VERB	voir
,	PUNCT	,
forme	NOUN	forme
dans	ADP	dans
l'	DET	le
.	PUNCT	.
jardin	VERB	jardin
en	ADP	en
garçon	NOUN	garçon
blanche	ADJ	blanc
où	PRON	où
se	PRON	se
A	ADP	à
auparavant	VERB	auparaver
dressait	VERB	dresser
le	DET	le
à	ADP	à
et	CCONJ	et
dépérissait	VERB	dépérir
.	PUNCT	.
instants	NOUN	instant
chéri	NOUN	chéri
agenouillé	VERB	agenouiller
allégresse	NOUN	allégresse
Il	PRON	il
?	PUNCT	?
autour	ADV	autour
était	AUX	être
d'	ADP	de
tous	ADJ	tout
et	CCONJ	et
plaît	VERB	plaire
,	PUNCT	,
de	ADP	de
deux	PRON	deux
l'	DET	le
Il	PRON	il
tout	ADV	tout
Shane	PROPN	Shane
magnifique	ADJ	magnifique
se	PRON	se
terre	NOUN	terre
Bonnie	PROPN	Bonnie
à	ADP	à
pied	NOUN	pied
la	DET	le
de	ADP	de
,	PUNCT	,
mon	DET	mon
est	AUX	être
à	ADP	à
.	PUNCT	.
Merci	NOUN	merci
arbre	NOUN	arbre
maman	ADJ	maman
la	DET	le
tassait	VERB	tasser
.	PUNCT	.
.	PUNCT	.
—	PUNCT	—
.	PUNCT	.
—	PUNCT	—
vue	NOUN	vue
et	CCONJ	et
Il	PRON	il
te	CCONJ	te
releva	VERB	relever
au	ADP	au
sautillait	VERB	sautiller
les	DET	le
jubilait	VERB	jubiler
enquit	VERB	enquérir
ajouta	NOUN	ajouta
la	DET	le
et	CCONJ	et
détourna	VERB	détourner
se	PRON	se
,	PUNCT	,
dans	ADP	dans
d'	ADP	de
vers	ADP	vers
sombres	NOUN	sombre
.	PUNCT	.
elle	PRON	lui
.	PUNCT	.
se	PRON	se
yeux	NOUN	oeil
regards	NOUN	regard
impression	NOUN	impression
premier	ADJ	premier
l'	DET	le
Leurs	DET	leur
eut	VERB	avoir
tuyau	NOUN	tuyau
-elle	PRON	lui
.	PUNCT	.
en	ADP	en
et	CCONJ	et
s'	PRON	se
le	DET	le
d'	ADP	de
profondeur	NOUN	profondeur
un	DET	un
tournant	VERB	tourner
Paul	PROPN	Paul
un	DET	un
Paul	PROPN	Paul
d'	ADP	de
croisèrent	VERB	croiser
les	DET	le
l'	DET	le
de	ADP	de
instant	NOUN	instant
se	PRON	se
ses	DET	son
yeux	NOUN	oeil
espace	NOUN	espace
-t	PART	-t
noyer	VERB	noyer
arrosage	NOUN	arrosage
de	ADP	de
très	ADV	très
Il	PRON	il
du	ADP	de
A	ADP	à
demandé	VERB	demander
-il	PRON	il
—	PUNCT	—
porte	NOUN	porte
Paul	PROPN	Paul
détrempé	VERB	détremper
de	ADP	de
l'	DET	le
phrase	NOUN	phrase
—	PUNCT	—
sol	NOUN	sol
—	PUNCT	—
-t	PART	-t
était	AUX	être
est	AUX	être
peine	NOUN	peine
expliqua	NOUN	expliqua
que	SCONJ	que
constata	NOUN	constata
que	SCONJ	que
leur	DET	leur
le	DET	le
un	DET	un
assistant	VERB	assister
Shane	PROPN	Shane
-il	PRON	il
garage	NOUN	garage
,	PUNCT	,
soit	AUX	être
objet	NOUN	objet
terminé	VERB	terminer
,	PUNCT	,
efficace	ADJ	efficace
.	PUNCT	.
.	PUNCT	.
Shane	PROPN	Shane
à	ADP	à
sa	DET	son
à	ADP	à
la	DET	le
recherche	NOUN	recherche
avait	AUX	avoir
faut	VERB	falloir
la	DET	le
.	PUNCT	.
déjà	ADV	déjà
attarder	VERB	attarder
vous	PRON	vous
Bonnie	PROPN	Bonnie
fois	NOUN	fois
certaine	NOUN	certaine
la	DET	le
Avec	ADP	avec
répondit	NOUN	répondit
de	ADP	de
moi	PRON	moi
non	ADV	non
sans	ADP	sans
précipiter	VERB	précipiter
rapports	NOUN	rapport
pas	ADV	pas
.	PUNCT	.
bien	ADV	bien
se	PRON	se
voulant	VERB	vouloir
que	SCONJ	que
est	AUX	être
ainsi	ADV	ainsi
difficultés	NOUN	difficulté
,	PUNCT	,
C'	PRON	ce
mais	CCONJ	mais
pas	ADV	pas
s'	PRON	se
Ne	ADV	ne
le	PRON	le
en	ADP	en
les	DET	le
avec	ADP	avec
une	DET	un
vois	NOUN	voi
.	PUNCT	.
sur	ADP	sur
première	ADJ	premier
amertume	ADJ	amertum
pour	ADP	pour
