pourtant	ADV	pourtant
vous	PRON	vous
Meecham	PROPN	Meecham
.	PUNCT	.
,	PUNCT	,
(	PUNCT	(
Je	PRON	je
suis	AUX	être
mieux	ADV	mieux
écouter	VERB	écouter
,	PUNCT	,
faire	VERB	faire
Tant	ADV	tant
,	PUNCT	,
vais	VERB	aller
vous	PRON	vous
)	PUNCT	)
d'	DET	d'
la	DET	le
Barkeley	PROPN	Barkeley
?	PUNCT	?
éteignit	ADJ	éteignit
humeur	NOUN	humeur
?	PUNCT	?
chez	ADP	chez
je	PRON	je
lumières	NOUN	lumière
.	PUNCT	.
prit	NOUN	prit
à	ADP	à
ferma	VERB	fermer
en	ADP	en
main	NOUN	main
pas	ADV	pas
à	ADP	à
la	DET	le
que	SCONJ	que
Il	PRON	il
telle	ADJ	tel
prendre	VERB	prendre
Jennings	PROPN	Jennings
Jennings	PROPN	Jennings
contre	ADP	contre
ignorer	VERB	ignorer
puissiez	VERB	pouvoir
miss	NOUN	miss
le	DET	le
.	PUNCT	.
trousseau	NOUN	trousseau
de	ADP	de
ne	ADV	ne
d'	ADP	de
-	PUNCT	-
barreaux	NOUN	barreau
d'	ADP	de
plus	ADV	plus
la	DET	le
jusqu'	ADP	jusque
affecta	VERB	affecter
lui	PRON	lui
courant	VERB	courir
voiture	NOUN	voiture
Virginia	PROPN	Virginia
.	PUNCT	.
cellule	NOUN	cellule
,	PUNCT	,
de	ADP	de
moment	NOUN	moment
faisait	VERB	faire
enfant	NOUN	enfant
Merci	NOUN	merci
clefs	NOUN	clé
où	PRON	où
VII	PROPN	VII
une	DET	un
miss	VERB	miss
les	DET	le
fut	AUX	être
cliqueter	VERB	cliqueter
cela	PRON	cela
,	PUNCT	,
gaiement	VERB	gaiemer
son	DET	son
au	ADP	au
votre	DET	votre
car	CCONJ	car
long	NOUN	long
possible	ADJ	possible
de	ADP	de
grille	NOUN	grille
c'	PRON	ce
déjà	ADV	déjà
dites	VERB	dire
s'	PRON	se
une	DET	un
Si	SCONJ	si
-	PUNCT	-
!	PUNCT	!
psychiatre	NOUN	psychiatre
boutonneux	ADJ	boutonneux
car	CCONJ	car
!	PUNCT	!
!	PUNCT	!
lui	NOUN	lui
on	PRON	on
une	DET	un
aller	VERB	aller
faite	VERB	faire
qu'	SCONJ	que
vous	PRON	vous
!	PUNCT	!
-	PUNCT	-
vois	VERB	voir
Hou	PROPN	Hou
s'	PRON	se
occuper	VERB	occuper
d'	ADP	de
!	PUNCT	!
est	AUX	être
rêves	NOUN	rêve
hou	NOUN	hou
,	PUNCT	,
Bravo	PROPN	Bravo
Je	PRON	je
ses	DET	son
est	AUX	être
-	PUNCT	-
avez	VERB	avoir
encore	ADV	encore
,	PUNCT	,
.	PUNCT	.
ce	DET	ce
petit	ADJ	petit
belle	ADJ	bel
.	PUNCT	.
-	PUNCT	-
Allons	NOUN	allon
visite	NOUN	visite
maison	NOUN	maison
!	PUNCT	!
a	VERB	avoir
D'	ADP	de
quoi	PRON	quoi
Maguire	PROPN	Maguire
allons	NOUN	allon
Il	PRON	il
bien	ADV	bien
parler	VERB	parler
vous	PRON	vous
.	PUNCT	.
pas	ADV	pas
n'	ADV	n'
façon	NOUN	façon
-	PUNCT	-
Dr	NOUN	dr
mais	CCONJ	mais
rentre	VERB	rentre
ailleurs	ADV	ailleurs
gentil	ADJ	gentil
lui	PRON	lui
Oui!Eh	NOUN	oui!eh
-ce	PRON	-ce
si	SCONJ	si
une	DET	un
à	ADP	à
la	DET	le
Je	PRON	je
ça	PRON	cela
une	DET	un
-	PUNCT	-
de	ADP	de
Devinez	NOUN	devinez
n'	ADV	n'
du	ADP	de
.	PUNCT	.
?	PUNCT	?
?	PUNCT	?
,	PUNCT	,
grande	ADJ	grand
est	AUX	être
Meecham	NOUN	meecham
surprise	NOUN	surprise
pour	ADP	pour
,	PUNCT	,
est	AUX	être
.	PUNCT	.
,	PUNCT	,
Mr	PROPN	Mr
arrivé	VERB	arriver
-vous	PRON	vous
ils	PRON	il
soir	NOUN	soir
rapport	NOUN	rapport
message	NOUN	message
êtes	AUX	être
,	PUNCT	,
sang	NOUN	sang
mère	NOUN	mère
sûrs	ADJ	sûr
...	PUNCT	...
-	PUNCT	-
tout	ADV	tout
-	PUNCT	-
labo	NOUN	labo
un	DET	un
Mais	CCONJ	mais
était	AUX	être
.	PUNCT	.
envoyé	VERB	envoyer
Ah	PROPN	Ah
du	ADP	de
heureuse	ADJ	heureux
avait	AUX	avoir
?	PUNCT	?
pas	ADV	pas
encore	ADV	encore
n'	ADV	n'
Meecham	NOUN	meecham
ne	ADV	ne
sujet	NOUN	sujet
Ma	DET	mon
Le	DET	le
aussi	ADV	aussi
m'	PRON	me
au	ADP	au
hier	ADV	hier
du	ADP	de
?	PUNCT	?
pouvaient	VERB	pouvoir
.	PUNCT	.
quand	ADV	quand
pas	ADV	pas
être	AUX	être
Mr	DET	mr
pas	ADV	pas
même	ADV	même
et	CCONJ	et
,	PUNCT	,
,	PUNCT	,
-	PUNCT	-
garçon	NOUN	garçon
sur	ADP	sur
ni	CCONJ	ni
de	ADP	de
...	PUNCT	...
un	DET	un
quantité	NOUN	quantité
bien	ADV	bien
antécédents	NOUN	antécédent
judiciaires	ADJ	judiciaire
vous	PRON	vous
sang	NOUN	sang
-	PUNCT	-
.	PUNCT	.
plein	NOUN	plein
disent	ADV	disent
qui	PRON	qui
ses	DET	son
avait	AUX	avoir
.	PUNCT	.
la	DET	le
sang	NOUN	sang
il	PRON	il
?	PUNCT	?
m'	PRON	me
ahurit	VERB	ahurir
Ce	PRON	ce
,	PUNCT	,
très	ADV	très
est	AUX	être
Eh	INTJ	Eh
,	PUNCT	,
tout	ADV	tout
,	PUNCT	,
c'	PRON	ce
sang	NOUN	sang
rien	PRON	rien
Ils	PRON	il
bien	ADV	bien
comme	ADP	comme
c'	PRON	ce
,	PUNCT	,
sans	ADP	sans
vêtements	NOUN	vêtement
Quel	DET	quel
est	AUX	être
de	ADP	de
que	SCONJ	que
le	DET	le
peut	VERB	pouvoir
,	PUNCT	,
mieux	ADV	mieux
de	ADP	de
J'	PRON	je
que	PRON	que
Jennings	PROPN	Jennings
était	AUX	être
c'	PRON	ce
ouvrit	VERB	ouvrir
la	DET	le
-	PUNCT	-
,	PUNCT	,
humain	ADJ	humain
cellule	NOUN	cellule
-	PUNCT	-
bon	ADJ	bon
Virginia	PROPN	Virginia
parler	VERB	parler
!	PUNCT	!
Bon	PROPN	Bon
Elle	PRON	lui
le	DET	le
incroyable	ADJ	incroyable
corps	NOUN	corps
sortit	NOUN	sortit
dans	ADP	dans
et	CCONJ	et
autre	ADJ	autre
pas	ADV	pas
.	PUNCT	.
...	PUNCT	...
porte	NOUN	porte
chose	NOUN	chose
est	AUX	être
couloir	VERB	couloir
aimerais	VERB	aimer
la	DET	le
,	PUNCT	,
contrariante	ADJ	contrariant
.	PUNCT	.
sourit	VERB	sourire
.	PUNCT	.
Elle	PRON	lui
d'	ADP	de
contenir	VERB	contenir
miss	ADJ	mis
pâle	ADJ	pâle
,	PUNCT	,
de	ADP	de
le	DET	le
l'	DET	le
des	DET	un
que	SCONJ	que
croire	VERB	croire
et	CCONJ	et
pas	ADV	pas
-	PUNCT	-
accentué	VERB	accentuer
.	PUNCT	.
Je	PRON	je
fit	VERB	faire
comment	ADV	comment
yeux	NOUN	oeil
vous	PRON	vous
pu	VERB	pouvoir
.	PUNCT	.
de	ADP	de
ecchymoses	NOUN	ecchymose
aurait	AUX	avoir
miss	VERB	miss
?	PUNCT	?
de	ADP	de
on	PRON	on
ses	DET	son
la	DET	le
peine	NOUN	peine
fait	VERB	faire
-	PUNCT	-
air	NOUN	air
quitter	VERB	quitter
tellement	ADV	tellement
parie	VERB	parier
Hum	PROPN	Hum
qu'	SCONJ	que
nous	PRON	nous
à	ADP	à
ça	PRON	cela
Jennings	PROPN	Jennings
heureuse	ADJ	heureux
!	PUNCT	!
n'	ADV	n'
du	ADP	de
tout	PRON	tout
.	PUNCT	.
cerne	NOUN	cerne
avez	VERB	avoir
Et	CCONJ	et
Vous	PRON	vous
?	PUNCT	?
-	PUNCT	-
son	DET	son
Je	PRON	je
par	ADP	par
?	PUNCT	?
!	PUNCT	!
arborer	VERB	arborer
ai	AUX	avoir
,	PUNCT	,
commençait	VERB	commencer
à	ADP	à
mes	DET	mon
hier	ADV	hier
bien	ADV	bien
.	PUNCT	.
pas	ADV	pas
Miss	NOUN	miss
Sarcastique	NOUN	sarcastique
recommanderai	VERB	recommander
-ce	PRON	-ce
amis	NOUN	ami
j'	PRON	je
avez	AUX	avoir
est	AUX	être
été	AUX	être
,	PUNCT	,
hein	NOUN	hein
-	PUNCT	-
maison	NOUN	maison
sourire	NOUN	sourire
!	PUNCT	!
traitée	VERB	traiter
faiblir	VERB	faiblir
à	ADP	à
n'	ADV	n'
Oh	CCONJ	oh
-	PUNCT	-
endroits	NOUN	endroit
.	PUNCT	.
,	PUNCT	,
tous	ADJ	tout
continuait	VERB	continuer
mais	CCONJ	mais
il	PRON	il
la	DET	le
Vous	PRON	vous
à	ADP	à
entendu	VERB	entendre
Jennings	PROPN	Jennings
gagnent	VERB	gagner
quels	ADJ	quel
les	DET	le
avait	VERB	avoir
Toujours	ADV	toujours
Il	PRON	il
dans	ADP	dans
Je	PRON	je
travaillant	VERB	travailler
à	ADP	à
comme	ADP	comme
vous	PRON	vous
autour	ADV	autour
Je	PRON	je
de	ADP	de
railler	VERB	railler
(	PUNCT	(
de	ADP	de
gens	NOUN	gens
maintenant	ADV	maintenant
!	PUNCT	!
des	ADP	de
en	ADP	en
vous	PRON	vous
Meecham	PROPN	Meecham
parliez	VERB	parler
respectables	ADJ	respectable
qui	PRON	qui
les	DET	le
mince	NOUN	mince
connais	NOUN	connai
vie	NOUN	vie
moi	NOUN	moi
!	PUNCT	!
ligne	NOUN	ligne
Mr	PROPN	Mr
leur	DET	leur
y	PRON	y
à	ADP	à
lèvres	NOUN	lèvre
,	PUNCT	,
blanche	ADJ	blanc
Jennings	PROPN	Jennings
les	DET	le
femmes	NOUN	femme
une	DET	un
termes	NOUN	terme
:)	PUNCT	:)
!	PUNCT	!
miss	NOUN	miss
porte	NOUN	porte
hais	VERB	haïr
partiez	VERB	partir
que	SCONJ	que
longtemps	ADV	longtemps
est	AUX	être
vous	PRON	vous
vous	PRON	vous
Vous	PRON	vous
vous	PRON	vous
vous	PRON	vous
reviendrez	VERB	revenir
fasse	VERB	faire
bien	ADV	bien
?	PUNCT	?
(	PUNCT	(
Qu'	PRON	qu'
Et	CCONJ	et
ouvrit	VERB	ouvrir
vous	PRON	vous
-	PUNCT	-
?	PUNCT	?
:)	PUNCT	:)
Vous	PRON	vous
!	PUNCT	!
entendez	VERB	entendre
rageusement	ADJ	rageusement
la	DET	le
Elle	PRON	lui
que	SCONJ	que
.	PUNCT	.
communication	NOUN	communication
Je	PRON	je
pour	ADP	pour
ça	PRON	cela
hais	VERB	haïr
de	ADP	de
-ce	PRON	-ce
!	PUNCT	!
-	PUNCT	-
J'	PRON	je
me	PRON	me
regrette	VERB	regrette
espère	VERB	espérer
que	SCONJ	que
voulez	VERB	vouloir
.	PUNCT	.
que	SCONJ	que
trouverez	VERB	trouver
je	PRON	je
fit	VERB	faire
chemin	NOUN	chemin
.	PUNCT	.
,	PUNCT	,
même	ADV	même
viennent	VERB	venir
votre	DET	votre
vont	VERB	aller
derrière	ADP	derrière
.	PUNCT	.
ne	ADV	ne
vous	PRON	vous
prodiguer	VERB	prodiguer
.	PUNCT	.
-	PUNCT	-
au	ADP	au
qui	PRON	qui
quand	SCONJ	quand
.	PUNCT	.
je	PRON	je
filles	NOUN	fille
du	ADP	de
porte	VERB	porte
seule	ADJ	seul
Aux	DET	aux
!	PUNCT	!
Miss	NOUN	miss
Jennings	PROPN	Jennings
revoir	NOUN	revoir
efforce	VERB	efforcer
Mais	CCONJ	mais
la	DET	le
Merci	NOUN	merci
dis	ADP	dis
toujours	ADV	toujours
-	PUNCT	-
claquer	VERB	claquer
ici	ADV	ici
pas	ADV	pas
réconfort	NOUN	réconfort
vous	PRON	vous
de	ADP	de
s'	PRON	se
,	PUNCT	,
je	PRON	je
m'	PRON	me
toute	ADJ	tout
en	PRON	en
Virginia	PROPN	Virginia
elles	PRON	lui
,	PUNCT	,
,	PUNCT	,
papiers	NOUN	papier
bureau	NOUN	bureau
y	PRON	y
dans	ADP	dans
Meecham	NOUN	meecham
des	DET	un
gris	ADJ	gris
le	DET	le
banc	NOUN	banc
,	PUNCT	,
également	ADV	également
la	DET	le
cuir	NOUN	cuir
un	DET	un
Virginia	PROPN	Virginia
en	ADP	en
au	ADP	au
du	ADP	de
attendait	VERB	attendre
là	ADV	là
uniforme	NOUN	uniforme
serviette	NOUN	serviette
,	PUNCT	,
de	ADP	de
visage	NOUN	visage
blafard	ADJ	blafard
homme	NOUN	homme
.	PUNCT	.
et	CCONJ	et
l'	DET	le
sous	ADP	sous
il	PRON	il
Cordwink	VERB	cordwink
bras	NOUN	bras
portant	VERB	porter
le	DET	le
avait	VERB	avoir
,	PUNCT	,
,	PUNCT	,
était	AUX	être
de	ADP	de
sur	ADP	sur
un	DET	un
shérif	NOUN	shérif
une	DET	un
compulser	VERB	compulser
de	ADP	de
train	NOUN	train
échangées	NOUN	échangée
.	PUNCT	.
.	PUNCT	.
l'	DET	le
il	PRON	il
Virginia	PROPN	Virginia
prison	NOUN	prison
regard	NOUN	regard
parole	NOUN	parole
une	DET	un
de	DET	de
présentations	NOUN	présentation
à	ADP	à
fut	AUX	être
Virginia	PROPN	Virginia
y	PRON	y
et	CCONJ	et
quelque	DET	quelque
pas	ADV	pas
impression	NOUN	impression
,	PUNCT	,
lui	PRON	lui
une	DET	un
homme	NOUN	homme
fixité	NOUN	fixité
regarda	VERB	regarder
de	DET	de
salutations	NOUN	salutation
eut	VERB	avoir
qu'	SCONJ	que
On	PRON	on
pas	ADV	pas
avec	ADP	avec
,	PUNCT	,
il	PRON	il
étrange	NOUN	étrange
;	PUNCT	;
eut	VERB	avoir
n'	ADV	n'
signifier	VERB	signifier
ne	ADV	ne
cherchait	VERB	chercher
par	ADP	par
fit	VERB	faire
pas	ADV	pas
gênante	ADJ	gênant
L'	DET	le
ce	DET	ce
ne	ADV	ne
chose	NOUN	chose
pas	ADV	pas
avant	ADP	avant
impression	NOUN	impression
homme	NOUN	homme
Où	NOUN	où
-vous	PRON	vous
prononcée	VERB	prononcer
l'	DET	le
rue	NOUN	rue
voix	NOUN	voix
vu	VERB	voir
.	PUNCT	.
Pas	ADV	pas
peut-être	ADV	peut-être
de	ADP	de
-	PUNCT	-
Connaissez	PROPN	Connaissez
...	PUNCT	...
ne	ADV	ne
,	PUNCT	,
-	PUNCT	-
de	ADP	de
la	DET	le
Cordwink	VERB	cordwink
:	PUNCT	:
demandât	VERB	demander
me	PRON	me
rappelle	VERB	rappeler
Je	PRON	je
Barkeley	PROPN	Barkeley
de	ADP	de
Dans	ADP	dans
sa	DET	son
-	PUNCT	-
?	PUNCT	?
grave	ADJ	grave
.	PUNCT	.
cet	DET	ce
?	PUNCT	?
nom	NOUN	nom
l'	PRON	l'
-	PUNCT	-
j'	PRON	je
avoir	VERB	avoir
déjà	ADV	déjà
Mrs	PROPN	Mrs
que	SCONJ	que
ai	VERB	avoir
,	PUNCT	,
mais	CCONJ	mais
-vous	X	-vous
ou	CCONJ	ou
Loftus	PROPN	Loftus
dans	ADP	dans
vous	PRON	vous
Je	PRON	je
...	PUNCT	...
vivement	ADV	vivement
Cordwink	VERB	cordwink
ou	CCONJ	ou
Samedi	NOUN	samedi
soir	NOUN	soir
C'	PRON	ce
sur	ADP	sur
Paul	PROPN	Paul
avez	AUX	avoir
.	PUNCT	.
un	DET	un
.	PUNCT	.
tant	ADV	tant
bar	NOUN	bar
était	AUX	être
!	PUNCT	!
cabinet	NOUN	cabinet
un	DET	un
de	ADP	de
-	PUNCT	-
Taisez	PROPN	Taisez
parlé	VERB	parler
endroits	NOUN	endroit
.	PUNCT	.
Loftus	PROPN	Loftus
...	PUNCT	...
...	PUNCT	...
!	PUNCT	!
dans	ADP	dans
,	PUNCT	,
vais	VERB	aller
m'	PRON	me
dans	ADP	dans
Chez	ADP	chez
-	PUNCT	-
,	PUNCT	,
Sam	PROPN	Sam
...	PUNCT	...
d'	ADP	de
au	ADP	au
dit	VERB	dire
frappa	VERB	frapper
bar	NOUN	bar
me	PRON	me
bureau	NOUN	bureau
choses	NOUN	chose
des	ADP	de
différence	NOUN	différence
battit	NOUN	battit
son	DET	son
les	DET	le
,	PUNCT	,
à	ADP	à
wink	NOUN	wink
...	PUNCT	...
-	PUNCT	-
j'	PRON	je
de	ADP	de
peut	VERB	pouvoir
Loftus	NOUN	loftu
cherche	VERB	cherche
faire	VERB	faire
paupières	NOUN	paupière
;	PUNCT	;
Je	PRON	je
non	ADV	non
donner	VERB	donner
ordre	NOUN	ordre
plus	ADV	plus
qu'	SCONJ	que
elle	PRON	lui
-il	PRON	il
mais	CCONJ	mais
,	PUNCT	,
ou	CCONJ	ou
force	NOUN	force
Quelle	ADJ	quell
continua	VERB	continuer
l'	DET	le
reconnaisse	VERB	reconnaître
nerveusement	VERB	nerveusemer
cela	PRON	cela
ne	ADV	ne
Mr	PROPN	Mr
:	PUNCT	:
à	ADP	à
Crod	PROPN	Crod
-	PROPN	-
,	PUNCT	,
pour	ADP	pour
faciliter	VERB	faciliter
puisque	SCONJ	puisque
qu'	SCONJ	que
le	PRON	le
déclaré	VERB	déclarer
J'	PRON	je
ces	DET	ce
le	PRON	le
tests	NOUN	test
ai	AUX	avoir
:)	PUNCT	:)
même	ADV	même
tué	VERB	tuer
Meecham	NOUN	meecham
de	ADP	de
!	PUNCT	!
Je	PRON	je
fois	NOUN	fois
,	PUNCT	,
ces	DET	ce
se	PRON	se
maintenant	ADV	maintenant
questions	NOUN	question
Tous	ADJ	tout
(	PUNCT	(
-	PUNCT	-
moins	ADV	moins
?	PUNCT	?
cinquante	NUM	cinquante
je	PRON	je
peux	VERB	pouvoir
mais	CCONJ	mais
y	PRON	y
avais	VERB	avoir
moi	PRON	moi
avoir	VERB	avoir
vous	PRON	vous
changeront	VERB	changer
Margolis	PROPN	Margolis
faire	VERB	faire
et	CCONJ	et
dire	VERB	dire
Il	PRON	il
demandé	VERB	demander
rien	PRON	rien
vers	ADP	vers
à	ADP	à
Mr	PROPN	Mr
n'	ADV	n'
au	ADP	au
Virginia	PROPN	Virginia
.	PUNCT	.
tourna	VERB	tourner
brusquement	VERB	brusquemer
désolé	ADJ	désolé
,	PUNCT	,
Ce	PRON	ce
que	SCONJ	que
.	PUNCT	.
suis	AUX	être
pièce	NOUN	pièce
:	PUNCT	:
passer	VERB	passer
était	AUX	être
aussi	ADV	aussi
.	PUNCT	.
Je	PRON	je
ainsi	ADV	ainsi
de	ADP	de
prison	NOUN	prison
éclairage	NOUN	éclairage
.	PUNCT	.
...	PUNCT	...
en	ADP	en
Sous	ADP	sous
Meecham	NOUN	meecham
vous	PRON	vous
jours	NOUN	jour
avoir	VERB	avoir
Elle	PRON	lui
fit	VERB	faire
Loftus	PROPN	Loftus
n'	ADV	n'
le	DET	le
à	ADP	à
fait	AUX	faire
pâle	ADJ	pâle
est	VERB	être
deux	NUM	deux
face	NOUN	face
-	PUNCT	-
celui	PRON	celui
l'	DET	le
visage	NOUN	visage
rien	PRON	rien
de	ADP	de
de	ADP	de
Virginia	PROPN	Virginia
ce	PRON	ce
de	ADP	de
la	DET	le
-	PUNCT	-
cru	VERB	croire
rien	PRON	rien
pouvons	VERB	pouvoir
,	PUNCT	,
Meecham	PROPN	Meecham
Les	DET	le
,	PUNCT	,
...	PUNCT	...
bien	ADV	bien
.	PUNCT	.
sortird'	VERB	sortird'
se	PRON	se
levant	VERB	lever
,	PUNCT	,
un	DET	un
Je	PRON	je
sont	AUX	être
Bon	PROPN	Bon
-	PUNCT	-
signés	NOUN	signé
.	PUNCT	.
-	PUNCT	-
Cordwink	PROPN	Cordwink
retient	VERB	retenir
partir	VERB	partir
!	PUNCT	!
?	PUNCT	?
,	PUNCT	,
plus	ADV	plus
tous	DET	tout
êtes	AUX	être
dit	VERB	dire
vous	PRON	vous
voudrais	VERB	vouloir
.	PUNCT	.
d'	ADP	de
ici	ADV	ici
ne	ADV	ne
fit	NOUN	fit
papiers	NOUN	papier
?	PUNCT	?
le	DET	le
accord	NOUN	accord
le	DET	le
shérif	NOUN	shérif
en	ADP	en
Vous	PRON	vous
-nous	PRON	nous
faut	VERB	falloir
Sans	ADP	sans
Il	PRON	il
ses	DET	son
d'	ADP	de
porte	VERB	porte
rapide	ADJ	rapide
temps	NOUN	temps
pas	NOUN	pas
mot	NOUN	mot
la	DET	le
la	DET	le
dans	ADP	dans
même	ADV	même
pas	ADV	pas
à	ADP	à
,	PUNCT	,
s'	PRON	se
enfiler	VERB	enfiler
un	DET	un
.	PUNCT	.
manteau	NOUN	manteau
que	SCONJ	que
d'	ADP	de
la	PRON	le
Dans	ADP	dans
,	PUNCT	,
couloir	NOUN	couloir
elle	PRON	lui
jeté	VERB	jeter
sur	ADP	sur
le	DET	le
eut	VERB	avoir
,	PUNCT	,
.	PUNCT	.
élança	VERB	élancer
le	DET	le
quelque	DET	quelque
le	DET	le
épaules	NOUN	épaule
si	SCONJ	si
d'	ADP	de
rejoindre	VERB	rejoindre
elle	PRON	lui
peine	NOUN	peine
arrivant	VERB	arriver
ne	ADV	ne
prit	VERB	prendre
Meecham	PROPN	Meecham
adieu	NOUN	adieu
à	ADP	à
voiture	NOUN	voiture
En	ADP	en
bien	ADV	bien
posa	VERB	poser
aussitôt	ADV	aussitôt
du	ADP	de
-	PUNCT	-
le	DET	le
Meecham	PROPN	Meecham
tournant	VERB	tourner
fait	VERB	faire
mit	VERB	mettre
autre	ADJ	autre
sens	NOUN	sens
trop	ADV	trop
que	PRON	que
eux	PRON	lui
vous	PRON	vous
tourna	VERB	tourner
,	PUNCT	,
.	PUNCT	.
chauffage	NOUN	chauffage
et	CCONJ	et
de	ADP	de
ai	AUX	avoir
serviette	NOUN	serviette
contact	NOUN	contact
entre	ADP	entre
-	PUNCT	-
Eh	INTJ	Eh
voudrez	VERB	vouloir
-	PUNCT	-
le	DET	le
j'	PRON	je
,	PUNCT	,
.	PUNCT	.
Il	PRON	il
le	DET	le
,	PUNCT	,
bouton	NOUN	bouton
Comme	SCONJ	comme
bruit	NOUN	bruit
bouton	NOUN	bouton
fait	VERB	faire
Virginia	PROPN	Virginia
dans	ADP	dans
l'	DET	le
.	PUNCT	.
sa	DET	son
en	ADP	en
ce	PRON	ce
dit	VERB	dire
vous	PRON	vous
m'	PRON	me
avais	VERB	avoir
.	PUNCT	.
.	PUNCT	.
ou	CCONJ	ou
vous	PRON	vous
j'	PRON	je
mot	NOUN	mot
-ce	PRON	-ce
avoir	VERB	avoir
déjà	ADV	déjà
il	PRON	il
hier	NOUN	hier
n'	ADV	n'
était	AUX	être
Plus	ADV	plus
le	DET	le
pas	ADV	pas
-	PUNCT	-
-	PUNCT	-
me	PRON	me
votre	DET	votre
dit	VERB	dire
?	PUNCT	?
,	PUNCT	,
cela	PRON	cela
que	SCONJ	que
-ce	PRON	-ce
ai	AUX	avoir
l'	DET	le
dans	ADP	dans
est	AUX	être
vu	VERB	voir
dit	VERB	dire
pas	ADV	pas
demandiez	VERB	demander
moins	ADV	moins
N'	ADV	n'
semblait	VERB	sembler
impression	NOUN	impression
qu'	SCONJ	que
,	PUNCT	,
de	ADP	de
l'	PRON	l'
J'	PRON	je
aviez	VERB	avoir
que	SCONJ	que
d'	ADP	de
connaître	VERB	connaître
la	DET	le
?	PUNCT	?
dans	ADP	dans
.	PUNCT	.
.	PUNCT	.
pas	ADV	pas
soir	NOUN	soir
ni	CCONJ	ni
soir	NOUN	soir
pourtant	ADV	pourtant
ni	CCONJ	ni
nulle	VERB	nulle
vu	VERB	voir
-	PUNCT	-
-	PUNCT	-
Vous	PRON	vous
est	VERB	être
ni	CCONJ	ni
quelques	DET	quelque
Je	PRON	je
n'	ADV	n'
auparavant	ADV	auparavant
samedi	NOUN	samedi
acquiesça	VERB	acquiescer
ce	PRON	ce
.	PUNCT	.
trous	NOUN	trou
dans	ADP	dans
avez	VERB	avoir
l'	DET	le
un	DET	un
concernant	VERB	concerner
Et	CCONJ	et
part	NOUN	part
avais	NOUN	avai
,	PUNCT	,
mémoire	NOUN	mémoire
vrai	ADJ	vrai
-	PUNCT	-
,	PUNCT	,
autre	ADJ	autre
jamais	ADV	jamais
Sam	PROPN	Sam
bar	NOUN	bar
,	PUNCT	,
ne	ADV	ne
Meecham	NOUN	meecham
,	PUNCT	,
.	PUNCT	.
chez	ADP	chez
?	PUNCT	?
me	PRON	me
ressemble	VERB	ressemble
était	AUX	être
soit	AUX	être
ça	PRON	cela
Je	PRON	je
il	PRON	il
aîné	VERB	aîner
un	PRON	un
qu'	SCONJ	que
il	PRON	il
me	PRON	me
Quand	SCONJ	quand
à	ADP	à
à	ADP	à
mais	CCONJ	mais
de	ADP	de
.	PUNCT	.
pas	ADV	pas
,	PUNCT	,
serais	AUX	être
frère	NOUN	frère
avoir	AUX	avoir
Sam	PROPN	Sam
parlé	VERB	parler
-	PUNCT	-
Willett	PROPN	Willett
grossir	VERB	grossir
homme	NOUN	homme
à	ADP	à
Mon	DET	mon
quelqu'	DET	quelque
se	PRON	se
.	PUNCT	.
chez	ADP	chez
-	PUNCT	-
n'	ADV	n'
mis	VERB	mettre
souvenue	VERB	souvenir
Willett	PROPN	Willett
Je	PRON	je
,	PUNCT	,
,	PUNCT	,
avant	ADP	avant
cet	DET	ce
rappelle	VERB	rappeler
car	CCONJ	car
.	PUNCT	.
lui	PRON	lui
klaxon	NOUN	klaxon
rencontrez	VERB	rencontrer
gauche	NOUN	gauche
pas	ADV	pas
se	PRON	se
l'	PRON	l'
vous	PRON	vous
à	ADP	à
n'	ADV	n'
votre	DET	votre
la	DET	le
voiture	NOUN	voiture
?	PUNCT	?
pas	ADV	pas
ressemble	VERB	ressemble
derrière	ADP	derrière
ne	ADV	ne
suivant	ADJ	suivant
actionna	NOUN	actionna
,	PUNCT	,
vous	PRON	vous
Au	ADP	au
Vous	PRON	vous
un	PRON	un
,	PUNCT	,
qui	PRON	qui
rageusement	ADJ	rageusement
son	DET	son
lui	PRON	lui
est	AUX	être
et	CCONJ	et
-	PUNCT	-
à	ADP	à
qui	PRON	qui
-ce	PRON	-ce
frère	NOUN	frère
.	PUNCT	.
oubliez	NOUN	oubliez
trouvait	VERB	trouver
croisement	ADV	croisement
le	DET	le
pas	ADV	pas
Meecham	PROPN	Meecham
conducteur	NOUN	conducteur
de	ADP	de
n'	ADV	n'
quelqu'	DET	quelque
tourna	ADJ	tourna
avez	AUX	avoir
,	PUNCT	,
rappelez	VERB	rappeler
signe	VERB	signe
avec	ADP	avec
pour	ADP	pour
vous	PRON	vous
vous	PRON	vous
fait	VERB	faire
avocat	NOUN	avocat
que	PRON	que
Virginia	PROPN	Virginia
des	DET	un
choses	NOUN	chose
me	PRON	me
devriez	VERB	devoir
,	PUNCT	,
vous	PRON	vous
conversation	NOUN	conversation
penser	VERB	penser
et	CCONJ	et
conduire	VERB	conduire
ma	DET	mon
gêne	VERB	gêne
choses	NOUN	chose
vous	PRON	vous
Si	SCONJ	si
tourniez	VERB	tourner
vous	PRON	vous
vous	PRON	vous
souvenir	VERB	souvenir
-	PUNCT	-
acidité	NOUN	acidité
autres	ADJ	autre
dit	VERB	dire
dont	PRON	dont
Votre	DET	votre
.	PUNCT	.
d'	DET	d'
gêne	VERB	gêne
devriez	VERB	devoir
pour	ADP	pour
.	PUNCT	.
conversation	NOUN	conversation
